sensor_id,is_sensor_unknown,timestamp,timestamp_tz,is_timestamp_missing,reported_temperature,reported_temperature_unit,temperature_c,reported_rainfall,reported_rainfall_unit,is_rainfall_negative_flag,rainfall_mm,humidity_percent
SEN042,False,2026-07-18 00:55:09,UTC,False,38.9,Celsius,38.9,42.6,Millimeter,False,42.6,69.0
SEN011,False,2026-01-09 03:52:16,UTC,False,93.0,Fahrenheit,33.89,28.5,Millimeter,False,28.5,71.0
SEN030,False,,unspecified,True,30.5,Celsius,30.5,4.1,Millimeter,False,4.1,51.0
SEN029,False,2026-04-25 05:35:28,IST,False,20.7,Celsius,20.7,0.81,Inch,False,20.57,48.0
UNKNOWN,True,2026-02-23 04:56:44,IST,False,61.2,Fahrenheit,16.22,5.9,Millimeter,True,5.9,70.0
SEN004,False,2026-06-29 22:56:45,IST,False,18.0,Celsius,18.0,8.2,Millimeter,False,8.2,63.0
SEN026,False,2026-01-05 18:46:47,IST,False,26.5,Celsius,26.5,49.8,Millimeter,False,49.8,91.0
SEN009,False,2026-08-15 02:25:52,IST,False,17.3,Celsius,17.3,24.4,Millimeter,False,24.4,
SEN002,False,,unspecified,True,30.6,Celsius,30.6,46.9,Millimeter,False,46.9,82.0
SEN021,False,2026-06-25 20:00:47,UTC,False,17.9,Celsius,17.9,29.6,Millimeter,False,29.6,61.0
SEN050,False,2026-06-03 22:10:50,UTC,False,64.0,Fahrenheit,17.78,26.5,Millimeter,False,26.5,40.0
SEN009,False,2026-03-04 05:36:03,UTC,False,15.3,Celsius,15.3,25.9,Millimeter,False,25.9,59.0
SEN042,False,2026-09-03 04:32:27,UTC,False,84.6,Fahrenheit,29.22,34.5,Millimeter,False,34.5,64.0
SEN004,False,2026-07-04 09:18:44,IST,False,28.2,Celsius,28.2,43.0,Millimeter,False,43.0,49.0
SEN014,False,2026-03-13 03:14:38,UTC,False,38.7,Celsius,38.7,26.6,Millimeter,True,26.6,60.0
SEN017,False,2026-01-13 22:41:52,UTC,False,78.4,Fahrenheit,25.78,16.4,Millimeter,False,16.4,49.0
SEN022,False,2026-04-26 13:59:25,IST,False,24.9,Celsius,24.9,26.4,Millimeter,False,26.4,55.0
SEN033,False,2026-05-13 15:52:00,unspecified,False,81.0,Fahrenheit,27.22,2.2,Millimeter,True,2.2,69.0
SEN045,False,2026-08-09 04:52:47,UTC,False,35.7,Celsius,35.7,26.4,Millimeter,False,26.4,93.0
SEN042,False,2026-05-27 00:00:00,unspecified,False,78.3,Fahrenheit,25.72,18.6,Millimeter,False,18.6,74.0
SEN044,False,2026-08-26 00:34:22,UTC,False,30.0,Celsius,30.0,4.5,Millimeter,False,4.5,31.0
SEN048,False,2026-01-07 17:34:24,IST,False,59.4,Fahrenheit,15.22,35.7,Millimeter,False,35.7,33.0
SEN037,False,2026-08-20 07:17:10,UTC,False,94.8,Fahrenheit,34.89,45.0,Millimeter,False,45.0,64.0
SEN021,False,2026-09-02 21:25:00,UTC,False,21.1,Celsius,21.1,11.9,Millimeter,False,11.9,84.0
SEN015,False,2026-01-29 15:20:00,unspecified,False,15.2,Celsius,15.2,1.01,Inch,False,25.65,94.0
SEN020,False,2026-07-23 13:45:25,UTC,False,95.7,Fahrenheit,35.39,6.2,Millimeter,False,6.2,
SEN014,False,2026-02-18 17:48:00,IST,False,15.2,Celsius,15.2,,,False,,34.0
SEN032,False,2026-02-10 15:59:14,IST,False,19.8,Celsius,19.8,49.6,Millimeter,False,49.6,79.0
SEN039,False,2026-03-19 04:35:41,IST,False,21.6,Celsius,21.6,1.17,Inch,False,29.72,30.0
SEN012,False,2026-07-21 07:09:26,IST,False,91.0,Fahrenheit,32.78,1.52,Inch,False,38.61,84.0
UNKNOWN,True,2026-08-10 14:37:06,UTC,False,64.9,Fahrenheit,18.28,22.0,Millimeter,False,22.0,
SEN007,False,2026-04-16 12:22:54,IST,False,25.9,Celsius,25.9,13.8,Millimeter,False,13.8,48.0
SEN001,False,2026-06-01 11:19:42,IST,False,39.9,Celsius,39.9,13.5,Millimeter,False,13.5,58.0
SEN014,False,2026-06-08 04:17:53,UTC,False,16.4,Celsius,16.4,45.6,Millimeter,True,45.6,84.0
SEN042,False,2026-06-22 13:24:59,unspecified,False,66.0,Fahrenheit,18.89,,,False,,67.0
SEN032,False,2026-02-25 21:09:55,IST,False,31.2,Celsius,31.2,9.3,Millimeter,False,9.3,47.0
SEN015,False,2026-08-06 09:10:06,UTC,False,23.0,Celsius,23.0,24.1,Millimeter,False,24.1,70.0
SEN021,False,2026-01-17 06:39:25,IST,False,102.9,Fahrenheit,39.39,1.89,Inch,False,48.01,41.0
SEN032,False,2026-08-09 12:52:59,UTC,False,36.5,Celsius,36.5,1.55,Inch,False,39.37,50.0
SEN024,False,2026-07-19 00:00:00,unspecified,False,19.1,Celsius,19.1,7.8,Millimeter,False,7.8,69.0
SEN038,False,2026-08-02 06:21:40,IST,False,32.9,Celsius,32.9,9.9,Millimeter,False,9.9,63.0
SEN040,False,2026-01-15 06:37:48,UTC,False,35.6,Celsius,35.6,0.49,Inch,False,12.45,42.0
SEN019,False,2026-05-23 17:25:24,unspecified,False,61.3,Fahrenheit,16.28,1.76,Inch,False,44.7,64.0
SEN047,False,2026-03-09 06:44:34,unspecified,False,31.9,Celsius,31.9,0.58,Inch,False,14.73,39.0
SEN046,False,2026-07-20 20:22:20,IST,False,16.0,Celsius,16.0,0.26,Inch,False,6.6,32.0
SEN001,False,2026-03-23 20:19:32,IST,False,17.4,Celsius,17.4,23.7,Millimeter,True,23.7,92.0
SEN020,False,2026-02-02 18:11:07,IST,False,93.0,Fahrenheit,33.89,1.46,Inch,False,37.08,94.0
SEN027,False,2026-04-11 19:01:30,UTC,False,35.5,Celsius,35.5,23.6,Millimeter,False,23.6,68.0
SEN034,False,2026-03-17 11:02:17,IST,False,102.0,Fahrenheit,38.89,1.32,Inch,False,33.53,55.0
SEN004,False,2026-04-03 15:52:44,IST,False,23.8,Celsius,23.8,46.0,Millimeter,False,46.0,58.0
SEN020,False,2026-03-31 03:18:59,UTC,False,36.8,Celsius,36.8,20.6,Millimeter,False,20.6,37.0
SEN017,False,2026-05-07 07:11:20,IST,False,19.0,Celsius,19.0,0.4,Inch,False,10.16,81.0
SEN016,False,2026-03-02 05:37:38,IST,False,61.9,Fahrenheit,16.61,0.2,Inch,False,5.08,81.0
SEN004,False,2026-07-01 15:41:57,IST,False,29.6,Celsius,29.6,44.7,Millimeter,False,44.7,88.0
SEN023,False,2026-02-20 00:03:53,unspecified,False,90.3,Fahrenheit,32.39,7.3,Millimeter,False,7.3,53.0
SEN045,False,2026-06-08 01:00:58,UTC,False,35.8,Celsius,35.8,11.4,Millimeter,False,11.4,
SEN040,False,2026-07-05 02:37:17,UTC,False,93.2,Fahrenheit,34.0,44.4,Millimeter,False,44.4,
SEN029,False,2026-01-09 19:42:13,IST,False,33.2,Celsius,33.2,0.19,Inch,False,4.83,49.0
SEN036,False,2026-07-23 11:28:51,UTC,False,36.5,Celsius,36.5,35.0,Millimeter,False,35.0,95.0
SEN003,False,,unspecified,True,16.6,Celsius,16.6,31.7,Millimeter,False,31.7,82.0
SEN018,False,2026-03-21 01:45:04,IST,False,35.6,Celsius,35.6,0.7,Millimeter,False,0.7,89.0
SEN019,False,2026-09-01 18:20:55,unspecified,False,21.7,Celsius,21.7,35.0,Millimeter,False,35.0,53.0
SEN049,False,2026-09-08 12:17:39,unspecified,False,19.4,Celsius,19.4,32.5,Millimeter,False,32.5,30.0
SEN042,False,2026-09-03 12:17:44,UTC,False,35.1,Celsius,35.1,1.44,Inch,False,36.58,69.0
UNKNOWN,True,2026-02-14 16:07:58,UTC,False,59.7,Fahrenheit,15.39,35.6,Millimeter,True,35.6,
SEN008,False,2026-01-13 13:13:48,UTC,False,24.6,Celsius,24.6,13.5,Millimeter,False,13.5,55.0
SEN024,False,2026-04-13 05:21:35,UTC,False,39.2,Celsius,39.2,45.6,Millimeter,False,45.6,74.0
SEN030,False,,unspecified,True,75.9,Fahrenheit,24.39,1.4,Millimeter,False,1.4,93.0
SEN040,False,2026-08-08 16:08:39,UTC,False,36.8,Celsius,36.8,2.3,Millimeter,False,2.3,61.0
SEN013,False,2026-06-30 19:35:18,UTC,False,18.3,Celsius,18.3,14.0,Millimeter,False,14.0,92.0
SEN008,False,2026-04-30 03:40:14,IST,False,35.9,Celsius,35.9,22.7,Millimeter,False,22.7,94.0
SEN015,False,,unspecified,True,84.7,Fahrenheit,29.28,37.5,Millimeter,False,37.5,40.0
SEN005,False,2026-06-16 08:57:53,IST,False,72.3,Fahrenheit,22.39,41.0,Millimeter,False,41.0,45.0
SEN046,False,,unspecified,True,34.4,Celsius,34.4,18.9,Millimeter,True,18.9,70.0
SEN018,False,2026-08-04 01:28:37,IST,False,81.0,Fahrenheit,27.22,18.3,Millimeter,False,18.3,40.0
SEN030,False,2026-03-18 00:00:00,unspecified,False,34.2,Celsius,34.2,18.5,Millimeter,False,18.5,
SEN026,False,2026-03-13 16:19:31,UTC,False,21.4,Celsius,21.4,33.9,Millimeter,False,33.9,75.0
SEN025,False,2026-07-22 15:48:39,IST,False,30.9,Celsius,30.9,19.4,Millimeter,False,19.4,90.0
SEN046,False,2026-05-27 16:48:10,UTC,False,23.2,Celsius,23.2,48.4,Millimeter,True,48.4,68.0
SEN048,False,2026-03-24 17:32:36,unspecified,False,30.9,Celsius,30.9,14.2,Millimeter,False,14.2,58.0
SEN041,False,2026-01-15 15:42:38,IST,False,24.7,Celsius,24.7,4.5,Millimeter,False,4.5,94.0
SEN022,False,2026-07-06 07:16:26,unspecified,False,21.1,Celsius,21.1,21.3,Millimeter,False,21.3,83.0
SEN032,False,2026-05-27 09:53:00,unspecified,False,25.6,Celsius,25.6,0.11,Inch,False,2.79,82.0
SEN006,False,2026-01-31 23:48:06,UTC,False,84.6,Fahrenheit,29.22,7.8,Millimeter,False,7.8,62.0
SEN026,False,2026-01-30 20:06:57,UTC,False,67.1,Fahrenheit,19.5,33.4,Millimeter,False,33.4,75.0
SEN016,False,2026-05-08 09:58:44,IST,False,79.2,Fahrenheit,26.22,0.3,Inch,False,7.62,74.0
SEN029,False,,unspecified,True,22.6,Celsius,22.6,1.11,Inch,False,28.19,46.0
SEN013,False,,unspecified,True,65.8,Fahrenheit,18.78,41.8,Millimeter,True,41.8,95.0
SEN021,False,2026-03-07 04:46:57,UTC,False,26.0,Celsius,26.0,48.8,Millimeter,False,48.8,39.0
SEN012,False,2026-08-18 08:09:54,unspecified,False,99.3,Fahrenheit,37.39,47.2,Millimeter,False,47.2,51.0
SEN039,False,2026-04-07 10:30:51,IST,False,35.5,Celsius,35.5,1.5,Millimeter,False,1.5,66.0
SEN005,False,2026-02-02 12:54:42,UTC,False,92.5,Fahrenheit,33.61,1.8,Inch,False,45.72,63.0
SEN013,False,2026-04-20 01:15:34,unspecified,False,17.9,Celsius,17.9,4.3,Millimeter,True,4.3,70.0
SEN015,False,2026-03-22 16:46:19,UTC,False,29.4,Celsius,29.4,0.12,Inch,False,3.05,63.0
SEN026,False,2026-01-20 12:07:40,UTC,False,90.3,Fahrenheit,32.39,48.3,Millimeter,False,48.3,31.0
SEN035,False,2026-01-02 17:23:30,IST,False,69.6,Fahrenheit,20.89,1.7,Inch,False,43.18,53.0
SEN030,False,2026-09-02 08:56:07,UTC,False,26.6,Celsius,26.6,44.4,Millimeter,False,44.4,58.0
SEN044,False,2026-05-07 16:45:05,IST,False,79.5,Fahrenheit,26.39,42.8,Millimeter,False,42.8,50.0
SEN020,False,2026-04-30 04:00:49,IST,False,81.3,Fahrenheit,27.39,38.1,Millimeter,False,38.1,
SEN035,False,2026-08-22 16:12:26,UTC,False,64.2,Fahrenheit,17.89,11.1,Millimeter,True,11.1,51.0
SEN006,False,2026-03-13 10:54:20,unspecified,False,29.5,Celsius,29.5,41.5,Millimeter,True,41.5,67.0
SEN017,False,2026-02-17 15:54:34,UTC,False,95.5,Fahrenheit,35.28,28.4,Millimeter,False,28.4,31.0
SEN016,False,2026-01-28 00:57:43,IST,False,28.1,Celsius,28.1,1.06,Inch,False,26.92,75.0
SEN008,False,2026-06-08 01:16:00,IST,False,20.9,Celsius,20.9,16.6,Millimeter,False,16.6,50.0
SEN019,False,,unspecified,True,99.5,Fahrenheit,37.5,1.23,Inch,False,31.24,39.0
SEN015,False,2026-09-06 21:46:28,unspecified,False,26.0,Celsius,26.0,1.97,Inch,False,50.04,52.0
SEN046,False,,unspecified,True,18.4,Celsius,18.4,0.81,Inch,False,20.57,44.0
SEN043,False,2026-05-07 02:44:00,unspecified,False,73.4,Fahrenheit,23.0,0.37,Inch,False,9.4,65.0
SEN002,False,2026-07-22 05:01:29,IST,False,99.5,Fahrenheit,37.5,35.9,Millimeter,False,35.9,
SEN040,False,2026-07-14 04:23:44,IST,False,18.7,Celsius,18.7,1.63,Inch,False,41.4,82.0
SEN012,False,2026-09-04 13:34:23,UTC,False,15.6,Celsius,15.6,49.2,Millimeter,False,49.2,
SEN008,False,2026-03-15 15:47:47,IST,False,59.9,Fahrenheit,15.5,0.57,Inch,False,14.48,83.0
SEN048,False,2026-01-12 17:09:50,IST,False,69.1,Fahrenheit,20.61,49.6,Millimeter,False,49.6,40.0
SEN029,False,2026-03-25 19:49:20,IST,False,75.9,Fahrenheit,24.39,0.7,Inch,False,17.78,93.0
SEN017,False,2026-02-20 09:47:27,IST,False,24.9,Celsius,24.9,1.08,Inch,False,27.43,
SEN027,False,2026-09-04 00:43:35,UTC,False,23.2,Celsius,23.2,0.46,Inch,False,11.68,43.0
SEN025,False,2026-08-15 00:06:10,unspecified,False,93.4,Fahrenheit,34.11,1.95,Inch,False,49.53,35.0
SEN019,False,2026-09-04 17:06:38,IST,False,25.5,Celsius,25.5,0.67,Inch,False,17.02,65.0
SEN048,False,2026-05-16 18:08:53,UTC,False,93.0,Fahrenheit,33.89,36.1,Millimeter,False,36.1,67.0
SEN038,False,2026-07-05 06:50:44,IST,False,76.1,Fahrenheit,24.5,0.72,Inch,False,18.29,73.0
SEN033,False,2026-04-28 05:32:23,UTC,False,61.0,Fahrenheit,16.11,0.3,Millimeter,False,0.3,
SEN006,False,2026-06-18 05:56:58,UTC,False,88.0,Fahrenheit,31.11,,,False,,59.0
SEN010,False,2026-06-16 09:33:00,unspecified,False,69.3,Fahrenheit,20.72,1.21,Inch,False,30.73,42.0
SEN032,False,2026-07-03 08:58:25,UTC,False,65.3,Fahrenheit,18.5,15.7,Millimeter,False,15.7,52.0
SEN023,False,2026-07-05 04:09:00,UTC,False,79.2,Fahrenheit,26.22,14.8,Millimeter,False,14.8,
SEN014,False,2026-01-06 14:53:13,UTC,False,62.6,Fahrenheit,17.0,46.4,Millimeter,False,46.4,86.0
SEN046,False,2026-03-18 12:54:00,unspecified,False,16.7,Celsius,16.7,46.6,Millimeter,False,46.6,37.0
SEN004,False,2026-04-06 12:33:09,unspecified,False,19.8,Celsius,19.8,33.6,Millimeter,False,33.6,63.0
SEN042,False,2026-05-08 12:37:41,unspecified,False,101.5,Fahrenheit,38.61,0.75,Inch,False,19.05,71.0
SEN005,False,2026-07-17 16:38:17,IST,False,27.5,Celsius,27.5,16.9,Millimeter,False,16.9,51.0
SEN007,False,2026-04-02 09:55:29,UTC,False,21.1,Celsius,21.1,1.46,Inch,False,37.08,44.0
SEN011,False,2026-07-31 11:43:41,IST,False,32.0,Celsius,32.0,1.56,Inch,False,39.62,62.0
SEN049,False,2026-08-13 16:00:00,unspecified,False,26.6,Celsius,26.6,1.44,Inch,False,36.58,76.0
SEN047,False,2026-06-11 14:30:54,UTC,False,30.8,Celsius,30.8,0.02,Inch,False,0.51,58.0
UNKNOWN,True,2026-07-18 13:53:32,IST,False,36.2,Celsius,36.2,0.12,Inch,False,3.05,95.0
SEN015,False,2026-04-07 23:13:39,IST,False,81.1,Fahrenheit,27.28,45.8,Millimeter,False,45.8,67.0
SEN040,False,2026-04-19 00:00:00,unspecified,False,80.4,Fahrenheit,26.89,25.9,Millimeter,False,25.9,54.0
SEN020,False,2026-01-11 01:28:40,UTC,False,87.1,Fahrenheit,30.61,5.9,Millimeter,True,5.9,51.0
SEN019,False,2026-08-10 04:00:06,UTC,False,93.0,Fahrenheit,33.89,13.5,Millimeter,False,13.5,62.0
SEN044,False,2026-09-07 18:01:52,UTC,False,91.8,Fahrenheit,33.22,31.1,Millimeter,False,31.1,38.0
SEN049,False,2026-09-08 12:29:01,IST,False,28.4,Celsius,28.4,5.1,Millimeter,True,5.1,66.0
SEN043,False,,unspecified,True,24.5,Celsius,24.5,42.4,Millimeter,True,42.4,36.0
SEN026,False,2026-03-09 04:34:33,IST,False,103.5,Fahrenheit,39.72,1.61,Inch,False,40.89,31.0
SEN001,False,2026-07-03 00:00:00,unspecified,False,19.3,Celsius,19.3,24.7,Millimeter,False,24.7,77.0
SEN018,False,2026-06-14 11:19:42,IST,False,22.0,Celsius,22.0,1.02,Inch,False,25.91,68.0
SEN032,False,2026-08-05 04:53:27,IST,False,63.9,Fahrenheit,17.72,35.0,Millimeter,False,35.0,90.0
UNKNOWN,True,2026-06-12 23:09:24,UTC,False,97.5,Fahrenheit,36.39,1.52,Inch,False,38.61,57.0
SEN001,False,2026-01-24 05:56:28,UTC,False,34.6,Celsius,34.6,0.06,Inch,False,1.52,
SEN033,False,2026-01-17 23:10:06,IST,False,18.2,Celsius,18.2,16.7,Millimeter,False,16.7,86.0
SEN027,False,2026-04-20 15:27:04,UTC,False,66.9,Fahrenheit,19.39,34.7,Millimeter,False,34.7,95.0
SEN025,False,2026-07-12 18:35:40,IST,False,36.5,Celsius,36.5,45.7,Millimeter,False,45.7,51.0
SEN019,False,,unspecified,True,30.4,Celsius,30.4,7.9,Millimeter,True,7.9,94.0
SEN035,False,2026-02-21 23:04:31,UTC,False,22.6,Celsius,22.6,23.0,Millimeter,False,23.0,
UNKNOWN,True,2026-03-03 13:10:35,UTC,False,15.5,Celsius,15.5,0.32,Inch,False,8.13,63.0
SEN039,False,2026-03-05 08:47:59,UTC,False,24.2,Celsius,24.2,,,False,,87.0
SEN029,False,2026-01-15 20:45:22,IST,False,21.8,Celsius,21.8,38.9,Millimeter,False,38.9,74.0
SEN016,False,2026-05-25 15:46:42,IST,False,32.5,Celsius,32.5,35.7,Millimeter,True,35.7,66.0
SEN008,False,2026-04-02 15:05:14,UTC,False,28.8,Celsius,28.8,0.65,Inch,False,16.51,55.0
SEN048,False,2026-01-17 17:09:16,IST,False,24.4,Celsius,24.4,44.0,Millimeter,True,44.0,57.0
SEN044,False,2026-07-26 19:43:28,unspecified,False,61.9,Fahrenheit,16.61,1.26,Inch,False,32.0,40.0
SEN022,False,2026-06-08 11:09:21,IST,False,24.9,Celsius,24.9,7.6,Millimeter,False,7.6,61.0
SEN017,False,,unspecified,True,37.5,Celsius,37.5,38.7,Millimeter,False,38.7,69.0
SEN039,False,2026-09-05 11:20:00,unspecified,False,24.3,Celsius,24.3,10.8,Millimeter,False,10.8,58.0
SEN022,False,2026-03-28 19:47:21,UTC,False,88.3,Fahrenheit,31.28,1.48,Inch,False,37.59,
SEN037,False,,unspecified,True,67.3,Fahrenheit,19.61,11.1,Millimeter,False,11.1,
SEN009,False,2026-02-10 02:58:27,UTC,False,17.9,Celsius,17.9,0.41,Inch,False,10.41,87.0
SEN030,False,2026-05-25 18:42:30,IST,False,35.9,Celsius,35.9,49.4,Millimeter,True,49.4,81.0
SEN042,False,2026-04-12 21:56:02,UTC,False,25.2,Celsius,25.2,5.5,Millimeter,False,5.5,82.0
SEN031,False,2026-04-14 06:10:01,IST,False,15.9,Celsius,15.9,5.0,Millimeter,False,5.0,77.0
SEN025,False,2026-08-25 13:37:45,UTC,False,102.0,Fahrenheit,38.89,3.8,Millimeter,False,3.8,37.0
SEN036,False,2026-01-26 11:52:57,IST,False,23.3,Celsius,23.3,1.22,Inch,False,30.99,87.0
SEN011,False,2026-05-14 22:14:46,UTC,False,78.6,Fahrenheit,25.89,7.0,Millimeter,False,7.0,73.0
SEN007,False,2026-05-17 06:18:44,UTC,False,88.3,Fahrenheit,31.28,48.9,Millimeter,False,48.9,64.0
SEN046,False,,unspecified,True,32.4,Celsius,32.4,0.36,Inch,False,9.14,61.0
SEN009,False,,unspecified,True,29.5,Celsius,29.5,39.3,Millimeter,False,39.3,80.0
SEN044,False,2026-06-20 23:44:41,unspecified,False,101.5,Fahrenheit,38.61,18.9,Millimeter,False,18.9,93.0
SEN029,False,2026-08-29 14:13:37,unspecified,False,18.2,Celsius,18.2,1.93,Inch,False,49.02,54.0
SEN034,False,2026-02-28 01:49:28,UTC,False,28.7,Celsius,28.7,15.5,Millimeter,False,15.5,57.0
SEN039,False,2026-02-20 19:09:36,UTC,False,77.2,Fahrenheit,25.11,0.04,Inch,False,1.02,
SEN044,False,2026-07-15 09:25:06,IST,False,86.9,Fahrenheit,30.5,41.0,Millimeter,False,41.0,
SEN012,False,2026-02-25 12:08:00,unspecified,False,29.7,Celsius,29.7,48.2,Millimeter,True,48.2,78.0
SEN031,False,2026-06-03 23:28:00,unspecified,False,65.3,Fahrenheit,18.5,0.25,Inch,False,6.35,81.0
SEN042,False,2026-04-24 17:33:54,UTC,False,33.6,Celsius,33.6,41.0,Millimeter,False,41.0,
SEN030,False,2026-03-05 12:43:02,UTC,False,79.0,Fahrenheit,26.11,17.8,Millimeter,False,17.8,92.0
SEN029,False,2026-05-15 23:44:09,UTC,False,18.4,Celsius,18.4,23.2,Millimeter,False,23.2,52.0
SEN028,False,2026-03-11 05:36:29,IST,False,21.8,Celsius,21.8,49.7,Millimeter,False,49.7,67.0
SEN019,False,2026-01-29 21:13:14,IST,False,73.0,Fahrenheit,22.78,10.7,Millimeter,False,10.7,
SEN028,False,,unspecified,True,79.5,Fahrenheit,26.39,7.6,Millimeter,False,7.6,51.0
SEN002,False,2026-07-18 09:31:48,unspecified,False,37.7,Celsius,37.7,38.6,Millimeter,False,38.6,56.0
SEN027,False,2026-01-04 05:41:32,UTC,False,64.4,Fahrenheit,18.0,49.3,Millimeter,False,49.3,
SEN025,False,2026-01-20 07:21:33,UTC,False,67.8,Fahrenheit,19.89,19.4,Millimeter,False,19.4,73.0
SEN032,False,2026-02-27 05:55:00,UTC,False,37.7,Celsius,37.7,2.1,Millimeter,True,2.1,50.0
SEN050,False,,unspecified,True,66.0,Fahrenheit,18.89,9.7,Millimeter,False,9.7,59.0
SEN003,False,,unspecified,True,22.5,Celsius,22.5,43.7,Millimeter,True,43.7,41.0
SEN002,False,2026-08-17 01:10:44,UTC,False,72.5,Fahrenheit,22.5,42.3,Millimeter,True,42.3,
SEN006,False,2026-09-07 12:49:47,unspecified,False,63.0,Fahrenheit,17.22,6.8,Millimeter,True,6.8,86.0
SEN001,False,2026-04-07 08:02:57,UTC,False,64.2,Fahrenheit,17.89,1.78,Inch,False,45.21,60.0
SEN041,False,2026-01-29 15:52:26,UTC,False,87.1,Fahrenheit,30.61,1.23,Inch,False,31.24,42.0
SEN047,False,2026-06-10 20:31:26,UTC,False,18.1,Celsius,18.1,,,False,,49.0
SEN005,False,2026-06-29 16:03:21,IST,False,27.0,Celsius,27.0,,,False,,
SEN038,False,2026-05-23 01:22:27,UTC,False,26.7,Celsius,26.7,1.39,Inch,False,35.31,43.0
SEN009,False,2026-04-20 06:09:54,UTC,False,16.1,Celsius,16.1,0.78,Inch,False,19.81,84.0
SEN020,False,,unspecified,True,35.3,Celsius,35.3,23.4,Millimeter,False,23.4,82.0
SEN048,False,2026-01-07 20:05:10,UTC,False,32.6,Celsius,32.6,23.6,Millimeter,False,23.6,66.0
SEN020,False,2026-01-22 09:21:56,IST,False,83.8,Fahrenheit,28.78,21.2,Millimeter,False,21.2,34.0
SEN003,False,2026-01-01 07:49:23,IST,False,93.4,Fahrenheit,34.11,1.57,Inch,False,39.88,65.0
SEN043,False,2026-08-05 02:41:00,unspecified,False,38.5,Celsius,38.5,33.3,Millimeter,False,33.3,62.0
SEN019,False,2026-07-09 12:32:56,IST,False,97.9,Fahrenheit,36.61,1.7,Inch,False,43.18,81.0
SEN007,False,2026-08-31 09:00:07,IST,False,16.6,Celsius,16.6,1.6,Inch,False,40.64,44.0
SEN031,False,2026-03-18 03:19:19,UTC,False,29.7,Celsius,29.7,13.9,Millimeter,False,13.9,
SEN010,False,2026-01-06 05:36:36,IST,False,32.5,Celsius,32.5,,,False,,64.0
SEN046,False,2026-05-07 11:06:21,unspecified,False,28.3,Celsius,28.3,24.8,Millimeter,False,24.8,91.0
SEN020,False,2026-01-21 19:48:06,UTC,False,60.3,Fahrenheit,15.72,,,False,,
SEN046,False,2026-05-05 04:55:38,UTC,False,16.8,Celsius,16.8,35.0,Millimeter,False,35.0,89.0
SEN007,False,2026-01-10 00:00:00,unspecified,False,25.8,Celsius,25.8,7.2,Millimeter,False,7.2,50.0
SEN026,False,2026-03-14 07:00:45,UTC,False,24.9,Celsius,24.9,46.4,Millimeter,False,46.4,38.0
SEN040,False,2026-01-10 02:13:33,IST,False,95.2,Fahrenheit,35.11,39.3,Millimeter,False,39.3,41.0
SEN031,False,2026-03-16 14:58:44,IST,False,63.1,Fahrenheit,17.28,44.6,Millimeter,True,44.6,
SEN040,False,,unspecified,True,35.6,Celsius,35.6,0.5,Inch,False,12.7,69.0
SEN048,False,2026-05-26 14:54:29,UTC,False,22.3,Celsius,22.3,40.3,Millimeter,True,40.3,
SEN003,False,2026-04-14 00:38:30,UTC,False,75.7,Fahrenheit,24.28,12.2,Millimeter,False,12.2,78.0
SEN028,False,2026-08-23 16:28:16,UTC,False,35.1,Celsius,35.1,1.75,Inch,False,44.45,48.0
SEN030,False,2026-03-14 12:39:36,UTC,False,36.8,Celsius,36.8,1.29,Inch,False,32.77,
SEN032,False,,unspecified,True,96.3,Fahrenheit,35.72,34.1,Millimeter,False,34.1,87.0
SEN048,False,2026-06-24 08:11:25,UTC,False,26.4,Celsius,26.4,49.8,Millimeter,False,49.8,73.0
SEN040,False,2026-05-12 12:03:19,unspecified,False,36.6,Celsius,36.6,36.9,Millimeter,False,36.9,41.0
SEN020,False,2026-05-15 07:50:27,IST,False,37.1,Celsius,37.1,25.1,Millimeter,False,25.1,57.0
SEN003,False,2026-02-07 23:42:46,UTC,False,22.0,Celsius,22.0,34.3,Millimeter,False,34.3,77.0
SEN034,False,2026-04-07 02:06:46,IST,False,74.8,Fahrenheit,23.78,15.3,Millimeter,False,15.3,64.0
SEN011,False,2026-05-04 08:23:15,UTC,False,76.3,Fahrenheit,24.61,37.8,Millimeter,False,37.8,95.0
SEN004,False,,unspecified,True,16.4,Celsius,16.4,9.4,Millimeter,False,9.4,43.0
SEN019,False,2026-02-17 20:50:13,IST,False,27.4,Celsius,27.4,4.2,Millimeter,False,4.2,40.0
SEN037,False,2026-03-26 13:52:37,UTC,False,67.6,Fahrenheit,19.78,48.7,Millimeter,False,48.7,57.0
SEN049,False,2026-08-31 00:46:42,UTC,False,65.1,Fahrenheit,18.39,12.3,Millimeter,False,12.3,86.0
SEN022,False,2026-06-29 17:02:17,IST,False,66.2,Fahrenheit,19.0,,,False,,43.0
SEN019,False,2026-04-21 10:19:00,UTC,False,69.4,Fahrenheit,20.78,8.8,Millimeter,False,8.8,74.0
SEN049,False,2026-02-13 16:25:17,UTC,False,82.9,Fahrenheit,28.28,1.91,Inch,False,48.51,61.0
SEN036,False,2026-04-06 01:10:00,unspecified,False,30.1,Celsius,30.1,25.8,Millimeter,False,25.8,48.0
SEN004,False,2026-03-02 15:57:41,IST,False,100.2,Fahrenheit,37.89,48.2,Millimeter,False,48.2,60.0
SEN048,False,2026-03-31 22:44:24,UTC,False,85.6,Fahrenheit,29.78,0.0,Inch,False,0.0,62.0
