arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count
ARR0011652,4/20/2026,mandi014,Sugarcane,PBW-343,42112,KGS,NA
ARR0024494,16.06.2026,mandi004,Gehun,Hybrid,"32,804.0 KG",,21
ARR0012896,24/07/2026,M014,wheat,Premium,47.682,tonnes,122
ARR0002865,19/07/2026,mandi010,Kapas,Premium,46.076,T,88
ARR0004230,3/22/2026,mandi_053,मक्का,HD-2967,"18,857.0 KG",,106
ARR0019178,8/10/2026,MANDI034,cotton,PBW-343,14.194,tonnes,123
ARR0011491,29-Aug-26,MANDI034,Kanak,Local,181.9,quintal,41
ARR0023537,7/25/2026,MANDI024,मक्का,PBW-343,-16.49,Qtl,125
ARR0002223,18-Jun-26,MANDI-019,Narma,Pusa-1121,65.82,qtl,25
ARR0024136,4/16/2026,M048,Narma,Hybrid,43662,Kgs,43
ARR0010868,5/14/2026,55,Sarso,Local,330.29,Qtl,116
ARR0004844,04.04.2026,mandi003,Paddy,,228.59 qtl,,96
ARR0016306,28.03.2026,MANDI023,Basmati,PBW-343,89.67 qtl,,49
ARR0011683,5/20/2026,MANDI018,सरसों,Premium,247.87 qtl,,48
ARR0017058,8/26/2026,mandi033,मक्का,,22.723,T,33
ARR0005002,9/7/2026,mandi021,Makki,Hybrid,"49,229.0 KG",,139
ARR0012054,3/22/2026,MANDI057,Sarso,Hybrid,330.3 qtl,,9
ARR0020602,8/4/2026,MANDI035,Cotton,,300.03,quintal,101
ARR0000697,7/15/2026,MANDI030,Sarso,,494.31,Q,25
ARR0024006,5/13/2026,M043,Ganna,Premium,32.223,MT,20
ARR0020799,7/29/2026,MANDI-032,Narma,Local,185.6 qtl,,104
ARR0020469,04.07.2026,MANDI021,Basmati,Local,46.872,MT,97
ARR0012528,05.07.2026,MANDI024,गेहूं,PBW-343,209.72,Q,119
ARR0000120,6-Feb-26,mandi_012,mustard,Premium,"9,263.0 KG",,149
ARR0011176,5/22/2026,MANDI003,wheat,,6.24,T,93
ARR0012221,4/8/2026,mandi_054,गेहूं,Hybrid,344.3,Quintals,48
ARR0014500,3/1/2026,mandi_036,sugarcane,Local,219.85,quintal,13
ARR0005227,16.03.2026,MANDI035,sugarcane,Pusa-1121,33.043,tonnes,97
ARR0024864,16.05.2026,mandi_041,Dhaan,Pusa-1121,46559,KGS,NA
ARR0011164,1/5/2026,MANDI-039,wheat,Hybrid,283.37,quintal,NA
ARR0013523,31-Jul-26,MANDI049,WHEAT,HD-2967,131.28,Quintals,NA
ARR0020101,5/8/2026,MANDI-054,Sarson,HD-2967,345.82 qtl,,52
ARR0020449,8/8/2026,mandi_057,wheat,Hybrid,17.702,T,10
ARR0013836,9/3/2026,mandi_028,Sugarcane,Local,433.63,qtl,NA
ARR0009057,26/07/2026,mandi051,Gehun,,4449,Kilo,NA
ARR0001889,6/17/2026,MANDI-035,धान,PBW-343,25617,Kilo,82
ARR0002506,5/16/2026,MANDI-029,Ganne,PBW-343,19430,kg,28
ARR0003950,23.04.2026,M026,Makka,Premium,419.98,Qtl,90
ARR0014730,5/10/2026,MANDI041,Sarso,Hybrid,5143,KG,120
ARR0021802,6/8/2026,27,Gehun,Premium,487.31,Q,62
ARR0020805,06.09.2026,MANDI013,sugarcane,PBW-343,39.592,MT,NA
ARR0016056,3/5/2026,MANDI-026,सरसों,,42.563,T,16
ARR0015968,6/21/2026,MANDI024,cotton,HD-2967,53.08,Q,NA
ARR0010606,17-Apr-26,MANDI044,Makka,,8.769,Tonnes,11
ARR0019750,26/06/2026,MANDI027,Chawal,HD-2967,433.16,Q,123
ARR0007793,23/08/2026,MANDI003,Dhaan,PBW-343,26101,Kgs,50
ARR0024521,3/10/2026,MANDI031,Sarso,Local,463.91,Q,NA
ARR0001451,7/26/2026,MANDI041,cotton,HD-2967,157.12 qtl,,141
ARR0008104,8/2/2026,MANDI042,Cotton,Hybrid,"2,785.0 KG",,49
ARR0004580,3-Mar-26,MANDI052,Basmati,Hybrid,4.345,Tonnes,39
ARR0013863,6/17/2026,MANDI-037,Cotton,Pusa-1121,35926,Kilo,123
ARR0014942,26/06/2026,29,Dhaan,Local,28850,Kilo,NA
ARR0022478,6/17/2026,mandi012,sugarcane,Pusa-1121,34.422,Tonnes,115
ARR0019413,11-Apr-26,MANDI016,सरसों,HD-2967,40.202,T,138
ARR0000181,31.08.2026,MANDI056,sugarcane,HD-2967,31217,kg,89
ARR0018537,3/10/2026,MANDI057,Rice,HD-2967,427.29,Q,75
ARR0022917,24.07.2026,MANDI029,GEHUN,Premium,439.76,quintal,146
ARR0016811,13.04.2026,mandi021,cotton,,25995,KGS,149
ARR0003400,9/6/2026,MANDI006,Sugarcane,,25.476,MT,19
ARR0005864,5/26/2026,mandi039,Gehun,Pusa-1121,43211,Kgs,74
ARR0010506,2/9/2026,MANDI044,Sarson,Hybrid,168.02,qtl,97
ARR0001494,6-Jul-26,mandi024,Narma,,495.9,Qtl,74
ARR0000470,20/08/2026,mandi_043,चावल,Hybrid,420.43 qtl,,93
ARR0023273,4-Mar-26,MANDI-038,Sarson,Premium,11076,KGS,97
ARR0002167,5/8/2026,mandi029,चावल,Local,118.12,Q,108
ARR0001912,19-Feb-26,MANDI-018,Kapas,PBW-343,2884,KGS,NA
ARR0006217,1/10/2026,mandi050,कपास,,380.84,quintal,96
ARR0024743,3/15/2026,MANDI-040,चावल,HD-2967,-136.66,Qtl,109
ARR0015730,30.03.2026,MANDI036,सरसों,PBW-343,36646,Kgs,58
ARR0009688,23.06.2026,MANDI031,mustard,HD-2967,"11,217.0 KG",,20
ARR0014928,7/15/2026,MANDI-014,Cotton,PBW-343,335.99,Q,NA
ARR0001193,30/07/2026,MANDI010,Makka,HD-2967,481.08,Quintals,47
ARR0002785,08.09.2026,MANDI054,चावल,HD-2967,69.25 qtl,,71
ARR0008395,6/6/2026,mandi_056,sugarcane,Local,9738,Kilo,110
ARR0008145,27.05.2026,mandi049,sugarcane,Pusa-1121,"24,743.0 KG",,NA
ARR0014892,20-Feb-26,mandi_041,WHEAT,PBW-343,45.012,T,6
ARR0010744,2/15/2026,MANDI-052,GEHUN,,345.39,quintal,131
ARR0008648,13/03/2026,29,Makki,Pusa-1121,425.48 qtl,,NA
ARR0009486,02.01.2026,MANDI054,cotton,HD-2967,10.696,T,50
ARR0024021,13.02.2026,MANDI046,wheat,Premium,39.036,Tonnes,148
ARR0021250,1-Jun-26,MANDI018,Corn,Hybrid,13.653,tonnes,54
ARR0014164,13.05.2026,M048,Basmati,Local,363.94,Quintals,9
ARR0022240,31/05/2026,51,Paddy,,240.69,quintal,27
ARR0005552,04.02.2026,MANDI022,WHEAT,HD-2967,15247,KG,138
ARR0003363,4/7/2026,MANDI047,mustard,Pusa-1121,54.15,qtl,17
ARR0024257,8/29/2026,MANDI056,Ganna,HD-2967,77.11,quintal,NA
ARR0010264,7/30/2026,mandi_056,Dhaan,Hybrid,2666,Kilo,97
ARR0023267,23/01/2026,MANDI021,Gehun,,211.24 qtl,,102
ARR0020923,5/8/2026,MANDI-051,गन्ना,,190.64,Quintals,14
ARR0016254,6/15/2026,MANDI033,Paddy,,20.63,MT,51
ARR0022092,04.07.2026,mandi002,Cotton,Pusa-1121,"36,615.0 KG",,75
ARR0011891,3/19/2026,MANDI012,गन्ना,Local,36665,KG,42
ARR0008834,19/05/2026,M019,Cotton,PBW-343,443.62 qtl,,35
ARR0001298,7/11/2026,MANDI042,Basmati,PBW-343,39.09,quintal,78
ARR0022295,12.08.2026,mandi056,Kapas,Hybrid,"28,342.0 KG",,109
ARR0022489,2/15/2026,MANDI032,Sarso,Pusa-1121,"24,192.0 KG",,NA
ARR0000636,4/15/2026,MANDI-042,Ganne,Local,340.8,Q,133
ARR0022546,21/05/2026,MANDI002,Wheat,HD-2967,238.79 qtl,,20
ARR0023818,6/15/2026,47,sugarcane,Premium,17.39,Tonnes,44
ARR0006401,05.01.2026,MANDI013,sugarcane,Premium,"25,666.000000000004 KG",,89
ARR0016565,3/14/2026,mandi048,Cotton,Hybrid,14830,KGS,46
ARR0018357,3/7/2026,mandi_003,कपास,PBW-343,49.81,tonnes,67
ARR0002831,4/6/2026,MANDI006,कपास,Pusa-1121,30.265,T,46
ARR0008199,7/29/2026,MANDI031,Makka,HD-2967,-251.03,KG,29
ARR0009357,1/13/2026,MANDI030,Ganne,Pusa-1121,7.564,Tonnes,121
ARR0022831,4/5/2026,mandi_043,GEHUN,Local,235.34,qtl,141
ARR0023434,28/05/2026,mandi_032,मक्का,Local,40.412,T,136
ARR0008397,7/8/2026,MANDI012,गन्ना,PBW-343,471.84,qtl,31
ARR0008137,5/27/2026,MANDI-041,सरसों,Hybrid,4770,kg,148
ARR0016840,2/13/2026,6,Corn,Premium,21808,KGS,NA
ARR0015474,1/29/2026,MANDI005,cotton,Hybrid,"16,820.0 KG",,84
ARR0002005,7/3/2026,MANDI049,Narma,Pusa-1121,"31,608.999999999996 KG",,19
ARR0005536,21/08/2026,mandi_019,Makka,Pusa-1121,22.755,Tonnes,34
ARR0003920,9/9/2026,mandi033,Ganne,Premium,5775,Kilo,43
ARR0016121,8/5/2026,MANDI023,गन्ना,,366.16,Qtl,19
ARR0021742,3/1/2026,MANDI021,Paddy,HD-2967,44.9,quintal,144
ARR0013745,25/04/2026,MANDI001,Sugarcane,PBW-343,46.104,tonnes,NA
ARR0011244,6/29/2026,mandi_003,Sarso,HD-2967,176.8 qtl,,31
ARR0006888,13.03.2026,MANDI-038,Sugarcane,Premium,15.993,T,NA
ARR0018551,4/20/2026,MANDI-055,Gehun,HD-2967,34983,KG,49
ARR0000030,4/18/2026,MANDI050,Ganna,Hybrid,48854,Kgs,141
ARR0009363,22.04.2026,mandi_048,corn,,370.72,Quintals,54
ARR0009120,6/17/2026,MANDI055,Gehun,HD-2967,34.254,MT,96
ARR0006434,22-Jan-26,MANDI037,corn,PBW-343,16254,kg,143
ARR0014588,19.03.2026,mandi_020,Sarson,Local,12589,kg,64
ARR0017563,2/20/2026,MANDI017,Kanak,PBW-343,445.28,qtl,NA
ARR0019419,6/3/2026,mandi048,Sarson,Hybrid,"47,617.0 KG",,15
ARR0013981,3/15/2026,MANDI043,Makki,Local,27634,Kgs,63
ARR0005720,29/03/2026,MANDI018,Corn,Premium,203.78 qtl,,83
ARR0006308,4/6/2026,M038,paddy,Hybrid,44.418,T,NA
ARR0003586,1/17/2026,MANDI005,Rice,HD-2967,13485,Kilo,142
ARR0022426,5/10/2026,MANDI044,कपास,Pusa-1121,384.7,qtl,124
ARR0006174,8-May-26,M009,Sarso,Hybrid,357.69,Quintals,117
ARR0005924,2/20/2026,mandi043,मक्का,Hybrid,419.11,Qtl,12
ARR0011978,4/24/2026,mandi_005,Sarson,Premium,"30,214.0 KG",,113
ARR0000961,2/22/2026,MANDI051,Sugarcane,Premium,36039,Kgs,56
ARR0000985,6/5/2026,MANDI025,धान,,13376,Kgs,134
ARR0002715,8/27/2026,MANDI045,कपास,Hybrid,45.772,tonnes,NA
ARR0021318,13/01/2026,MANDI028,कपास,Local,17736,Kilo,75
ARR0007213,6/27/2026,MANDI-038,गन्ना,PBW-343,10783,Kilo,104
ARR0002146,4/9/2026,MANDI-003,wheat,Local,14.448,MT,8
ARR0022224,26.07.2026,mandi051,paddy,Premium,455.77 qtl,,57
ARR0003636,5/17/2026,mandi003,Ganne,PBW-343,24402,KG,107
ARR0015054,8/21/2026,mandi_034,Kanak,Premium,6503,KGS,68
ARR0021203,25.05.2026,mandi013,Chawal,Hybrid,413.01 qtl,,40
ARR0009254,6/26/2026,MANDI003,sugarcane,Hybrid,31237,kg,12
ARR0021363,06.03.2026,MANDI025,Makka,Premium,432.5,Qtl,NA
ARR0008514,21/01/2026,mandi047,धान,,183.92,quintal,47
ARR0014475,9/8/2026,mandi039,Makki,HD-2967,21446,Kilo,NA
ARR0016190,09.07.2026,MANDI034,Cotton,Hybrid,-297.93,Qtl,77
ARR0008375,9/9/2026,M035,Makki,Premium,"13,891.999999999998 KG",,107
ARR0016657,13.06.2026,MANDI-041,Sarso,Hybrid,48120,Kgs,109
ARR0009927,3/27/2026,MANDI057,cotton,PBW-343,334.59,Quintals,71
ARR0012508,7/22/2026,mandi_009,wheat,PBW-343,249.99,qtl,32
ARR0000292,3/12/2026,mandi002,Narma,Local,39.179,tonnes,NA
ARR0022920,6/23/2026,MANDI-036,mustard,,"23,770.0 KG",,NA
ARR0017327,17/01/2026,MANDI-033,Sarso,PBW-343,168.5,Qtl,58
ARR0009852,1/26/2026,MANDI053,सरसों,HD-2967,293.32,quintal,NA
ARR0010428,7/9/2026,mandi_017,सरसों,Hybrid,6.458,MT,55
ARR0012462,13-Feb-26,MANDI-029,Wheat,PBW-343,28.42,MT,44
ARR0001260,8/17/2026,MANDI053,Kapas,PBW-343,220.75,qtl,26
ARR0024304,15/02/2026,MANDI-018,Sarso,Local,27454,Kgs,139
ARR0005211,8/2/2026,mandi_053,Paddy,,19.16 qtl,,142
ARR0019221,18.08.2026,MANDI-052,Sarso,HD-2967,-431.37,KG,12
ARR0002620,7/10/2026,MANDI054,Chawal,Premium,28322,KG,135
ARR0014160,04.01.2026,MANDI034,cotton,Local,235.94 qtl,,NA
ARR0009881,2/11/2026,MANDI040,Corn,Hybrid,280.29 qtl,,26
ARR0008899,19/01/2026,38,Makka,PBW-343,31.978,T,120
ARR0022329,8/5/2026,MANDI032,Makka,Hybrid,29.597,tonnes,56
ARR0021693,7/8/2026,MANDI043,Cotton,Hybrid,"14,885.0 KG",,51
ARR0005340,14/07/2026,mandi037,Gehun,Premium,"7,834.0 KG",,127
ARR0024035,6/3/2026,MANDI030,Chawal,,387.3 qtl,,102
ARR0018057,2/10/2026,MANDI-051,धान,,6205,Kilo,130
ARR0011217,8/2/2026,34,WHEAT,Local,43747,Kilo,NA
ARR0014317,3/16/2026,M053,cotton,PBW-343,42.858,T,100
ARR0014980,8/28/2026,MANDI005,sugarcane,Premium,467.74,Qtl,30
ARR0013514,20.03.2026,mandi_050,Mustard,Hybrid,44535,kg,12
ARR0007218,16/02/2026,MANDI-029,सरसों,Premium,16.991,MT,18
ARR0007448,20.08.2026,M056,Narma,Local,455.15,Q,24
ARR0007977,11/1/2026,MANDI-057,Sarso,Local,2320,Kilo,9
ARR0018973,9/4/2026,MANDI034,corn,PBW-343,26566,kg,68
ARR0002741,8/12/2026,MANDI010,Ganna,PBW-343,22463,KGS,57
ARR0006307,9/6/2026,MANDI031,wheat,Hybrid,307.25,Quintals,29
ARR0013107,3/11/2026,mandi_031,WHEAT,Pusa-1121,21768,KG,101
ARR0024210,22.03.2026,M044,Sugarcane,HD-2967,-222.42,Qtl,145
ARR0019006,4/7/2026,M043,cotton,Local,13713,KGS,NA
ARR0020044,07.06.2026,M042,corn,Hybrid,"20,963.0 KG",,146
ARR0022959,5/7/2026,M007,corn,PBW-343,"47,188.0 KG",,135
ARR0015992,4/27/2026,mandi_047,Wheat,Premium,21.031,Tonnes,146
ARR0024740,7/31/2026,M025,सरसों,Local,417.88,Qtl,17
ARR0011784,16-Aug-26,21,सरसों,Pusa-1121,-99.21,Qtl,33
ARR0024167,17-Feb-26,M002,Sarson,PBW-343,"44,707.0 KG",,90
ARR0004094,3/21/2026,MANDI057,Basmati,,28.774,tonnes,132
ARR0010077,4/10/2026,MANDI047,Makki,PBW-343,16022,Kilo,11
ARR0005095,8/19/2026,MANDI043,Makki,Local,452.06,Q,34
ARR0001612,4/6/2026,MANDI014,सरसों,Local,66.22,quintal,85
ARR0000047,10.05.2026,MANDI042,Ganne,Hybrid,"19,483.0 KG",,110
ARR0011496,14/03/2026,MANDI025,कपास,PBW-343,161.09,Qtl,NA
ARR0004895,28-Jul-26,18,Maize,Local,359.43,qtl,81
ARR0018761,15.05.2026,MANDI034,मक्का,Pusa-1121,26.293,tonnes,84
ARR0002763,8/22/2026,mandi_016,WHEAT,Hybrid,231.78,Qtl,27
ARR0021211,9/5/2026,MANDI-022,mustard,Pusa-1121,30837,Kilo,79
,3-Jul-26,MANDI051,Cotton,HD-2967,45.754,Tonnes,24
ARR0001340,5/13/2026,MANDI054,Sarson,,101.61,Qtl,140
ARR0007428,03.07.2026,mandi_038,Cotton,HD-2967,34.41,tonnes,38
ARR0001515,01.08.2026,MANDI055,Makki,Premium,10278,KG,67
ARR0020293,8/9/2026,mandi026,Sarson,Premium,-330.32,Qtl,10
ARR0000140,1/3/2026,MANDI042,Chawal,Premium,"20,938.0 KG",,20
ARR0003602,22/01/2026,46,सरसों,,1219,Kilo,149
ARR0015122,5/1/2026,MANDI015,Cotton,Local,29.385,T,67
ARR0010608,05.05.2026,MANDI013,कपास,Pusa-1121,72.43,quintal,116
ARR0024712,8/5/2026,MANDI022,cotton,Hybrid,37.165,Tonnes,NA
ARR0017157,10/4/2026,mandi_027,Maize,Local,190.53 qtl,,65
ARR0006073,29.08.2026,mandi045,Rice,PBW-343,49.909,MT,142
ARR0002421,8/6/2026,MANDI-028,Narma,Hybrid,-462.03,Qtl,137
ARR0018011,1/16/2026,9,Makka,,-248.55,KG,31
ARR0019796,27/07/2026,mandi055,Mustard,,"17,623.0 KG",,103
ARR0017874,8/3/2026,mandi_009,Gehun,Premium,30.327,tonnes,65
ARR0003922,1-Jul-26,mandi038,Makki,Pusa-1121,317.34,Qtl,29
ARR0002905,8/27/2026,MANDI002,mustard,PBW-343,34227,Kilo,36
ARR0015717,9/5/2026,MANDI046,Chawal,Local,8914,KG,102
ARR0014147,3/7/2026,49,cotton,PBW-343,339.04 qtl,,77
ARR0006519,01.03.2026,MANDI020,गन्ना,Pusa-1121,35.417,T,49
ARR0018273,30-May-26,mandi_008,Sugarcane,Local,-425.34,KG,146
ARR0017806,7/17/2026,mandi035,mustard,Premium,48467,Kilo,70
ARR0001600,11.03.2026,MANDI050,Rice,PBW-343,42.2,quintal,36
ARR0019166,3/3/2026,mandi049,गन्ना,,41.106,T,26
ARR0011817,26/01/2026,MANDI047,Mustard,HD-2967,18.715,MT,88
ARR0010463,8/24/2026,M039,wheat,Pusa-1121,350.15,qtl,36
ARR0023675,2/10/2026,MANDI028,Paddy,Local,20327,kg,39
ARR0015962,24/07/2026,mandi_019,mustard,,44.289,MT,NA
ARR0017017,14.01.2026,MANDI-042,कपास,PBW-343,220.25 qtl,,NA
ARR0014170,22/07/2026,MANDI048,Sarso,,-354.39,Qtl,61
ARR0023188,16/02/2026,MANDI031,Gehun,Hybrid,45472,KGS,73
ARR0008417,4/3/2026,MANDI028,Ganna,PBW-343,24293,Kgs,40
ARR0014132,14/03/2026,mandi_029,WHEAT,,32666,Kgs,22
ARR0019379,4/24/2026,MANDI047,Basmati,,46766,Kgs,NA
ARR0022509,1/11/2026,16,Dhaan,Local,88.38,quintal,92
ARR0023861,1/3/2026,mandi009,Narma,,343.22,Quintals,141
ARR0000209,4/1/2026,MANDI031,Sarso,Local,54.69,qtl,NA
ARR0018010,1-Feb-26,mandi008,Makka,Hybrid,3.726,Tonnes,149
ARR0019115,8/25/2026,MANDI015,Corn,Hybrid,42.925,Tonnes,55
ARR0010325,9/4/2026,MANDI-057,GEHUN,,45286,kg,12
ARR0017143,5/2/2026,MANDI037,Kapas,PBW-343,19525,Kilo,127
ARR0011626,12-Jun-26,MANDI031,धान,PBW-343,12.986,Tonnes,NA
ARR0019548,5/2/2026,MANDI-035,मक्का,HD-2967,-378.05,Qtl,97
ARR0011334,25-Aug-26,MANDI021,Sarso,Hybrid,352.7,Q,NA
ARR0021217,5/17/2026,MANDI017,GEHUN,Hybrid,-22.44,Qtl,40
ARR0006249,3/25/2026,MANDI034,Wheat,Pusa-1121,16.44,T,114
ARR0017524,5/2/2026,MANDI019,Chawal,Premium,276.56,Q,104
ARR0003464,2/6/2026,MANDI005,Gehun,Local,-453.03,Qtl,80
ARR0019399,08.05.2026,mandi_002,corn,Local,344.71,qtl,NA
ARR0014146,22-Jun-26,M045,कपास,Premium,23294,Kgs,26
ARR0002255,1/3/2026,25,मक्का,Local,499.6,qtl,74
ARR0017615,5/9/2026,MANDI032,Kanak,HD-2967,94.17,qtl,NA
ARR0004286,7/13/2026,mandi023,Paddy,Hybrid,15983,kg,NA
ARR0022101,12.01.2026,M051,गन्ना,HD-2967,103.32,qtl,44
ARR0004521,4/10/2026,MANDI051,Basmati,Local,5.891,T,6
ARR0020523,6/27/2026,23,सरसों,Pusa-1121,303.39,Quintals,49
ARR0009839,22/03/2026,14,Dhaan,,"4,906.0 KG",,62
ARR0001752,30.06.2026,mandi006,sugarcane,HD-2967,36.779,tonnes,50
ARR0002300,6/9/2026,31,गेहूं,HD-2967,"31,933.999999999996 KG",,NA
ARR0004069,5/3/2026,M047,गन्ना,,-256.35,Qtl,69
ARR0011918,2/17/2026,mandi048,Kapas,Hybrid,267.36,Qtl,144
ARR0005307,27/07/2026,mandi056,Basmati,HD-2967,-143.2,KG,30
ARR0008730,8/2/2026,MANDI006,Ganna,HD-2967,30767,kg,14
ARR0015068,19.01.2026,MANDI028,Wheat,Premium,464.02,Q,NA
ARR0015760,2/26/2026,10,GEHUN,,420.42,Qtl,111
ARR0007783,09.09.2026,MANDI027,Sarson,HD-2967,"27,833.0 KG",,72
ARR0013757,1/13/2026,mandi_019,paddy,HD-2967,166.35 qtl,,147
ARR0008673,7/20/2026,mandi016,WHEAT,Hybrid,"17,154.0 KG",,46
ARR0018375,7/20/2026,1,Sarso,PBW-343,13.858,tonnes,68
ARR0003726,7/21/2026,mandi_050,Rice,Premium,312.01,qtl,129
ARR0021538,3/15/2026,15,Mustard,Hybrid,24675,Kilo,NA
ARR0003403,5/10/2026,MANDI002,Corn,PBW-343,33.865,MT,118
ARR0024657,31-Mar-26,MANDI040,Makka,Premium,36.184,MT,116
ARR0005805,6/30/2026,mandi_052,Sarson,,"5,190.0 KG",,63
ARR0017706,2/10/2026,MANDI055,cotton,,43.144,T,66
ARR0003397,5/24/2026,MANDI-002,कपास,PBW-343,"16,375.0 KG",,35
ARR0012108,6/30/2026,MANDI052,Kanak,HD-2967,92.31 qtl,,NA
ARR0000316,10.01.2026,MANDI033,Makki,Local,26201,KGS,47
ARR0024965,22/01/2026,mandi_015,Ganna,Local,21.333,MT,124
ARR0024641,8/5/2026,MANDI-014,Corn,HD-2967,251.22 qtl,,148
ARR0005101,11-Jan-26,MANDI-015,Ganne,Hybrid,330.79,qtl,NA
ARR0003051,10/2/2026,mandi_035,GEHUN,Hybrid,14548,KGS,120
ARR0020905,7/21/2026,MANDI-054,Rice,Local,243.56 qtl,,24
ARR0000937,9/2/2026,MANDI011,sugarcane,Premium,339.32,Quintals,147
ARR0019016,7/15/2026,MANDI004,Sarso,Premium,31297,kg,39
ARR0023045,6/3/2026,MANDI010,चावल,Hybrid,338.35,quintal,5
ARR0012037,10/2/2026,MANDI-049,चावल,Premium,11.174,T,NA
ARR0019061,8/7/2026,MANDI043,Sarso,PBW-343,4012,Kilo,32
ARR0021057,25/05/2026,MANDI017,गेहूं,,"16,760.0 KG",,15
ARR0022744,22/05/2026,M031,Sarso,Pusa-1121,1995,KGS,NA
ARR0013540,6/23/2026,MANDI005,मक्का,,-30.65,KG,85
ARR0021635,10/3/2026,MANDI033,Ganne,PBW-343,30.361,T,131
ARR0021053,4-Jul-26,MANDI005,Sugarcane,PBW-343,38956,kg,65
ARR0007319,7/16/2026,mandi026,Sugarcane,Hybrid,451.24 qtl,,NA
ARR0009021,30.05.2026,mandi_016,धान,,236.2,Q,NA
ARR0018536,2/9/2026,MANDI010,Kapas,Pusa-1121,166.51,quintal,51
ARR0009748,8/31/2026,MANDI033,Maize,Hybrid,35.325,MT,78
ARR0013244,23/08/2026,MANDI-028,चावल,Local,16466,KG,27
ARR0019015,2/3/2026,MANDI007,Sarso,Premium,61.54 qtl,,34
ARR0010114,8/31/2026,MANDI040,Paddy,Hybrid,226.71,quintal,28
ARR0023494,5/10/2026,mandi007,Corn,Local,19.604,MT,105
ARR0017665,4/22/2026,MANDI040,corn,Premium,282.34,Qtl,NA
ARR0021958,15-Jun-26,mandi008,गेहूं,,"38,073.0 KG",,95
ARR0024941,26-Feb-26,mandi027,wheat,,272.86,qtl,137
ARR0020111,28/08/2026,MANDI-047,Sarso,Hybrid,93.62,quintal,56
ARR0011622,11.05.2026,M045,Basmati,Pusa-1121,12.006,T,91
ARR0013941,28.03.2026,mandi_022,गन्ना,PBW-343,48.926,MT,102
ARR0013642,3/18/2026,MANDI019,Sarson,Pusa-1121,9.332,T,95
ARR0021571,1/4/2026,M028,mustard,Premium,69.55 qtl,,NA
ARR0009402,7/3/2026,MANDI038,Kanak,Premium,26348,Kilo,75
ARR0020623,23-Aug-26,M011,कपास,,456.1,Qtl,NA
ARR0011864,5-Sep-26,MANDI013,Gehun,Hybrid,-409.54,KG,NA
ARR0014464,7/29/2026,MANDI052,sugarcane,Pusa-1121,-470.54,KG,104
ARR0016950,8/5/2026,57,Wheat,Hybrid,410.94,Quintals,85
ARR0001475,6/22/2026,45,Sugarcane,PBW-343,43.39,Qtl,68
ARR0020389,16/02/2026,MANDI046,Sugarcane,Pusa-1121,43.174,T,NA
ARR0008933,9/9/2026,MANDI-015,Basmati,,45252,Kgs,34
ARR0019074,15-Jan-26,mandi011,Maize,Local,356.9,Q,27
ARR0016203,11.02.2026,mandi015,चावल,Local,90.8,Q,97
ARR0018777,8/1/2026,mandi_015,Cotton,Premium,5.665,MT,43
ARR0012812,8/12/2026,M037,Dhaan,,184.7,qtl,121
ARR0001714,18.07.2026,MANDI054,wheat,Hybrid,118.9,qtl,138
ARR0003582,29-May-26,mandi046,मक्का,HD-2967,482.61,Qtl,NA
ARR0022144,15.07.2026,mandi_038,Gehun,,486.84,qtl,18
ARR0011417,13.02.2026,MANDI-013,Rice,HD-2967,105.58,qtl,83
ARR0016497,9/2/2026,mandi055,Rice,Premium,15572,Kgs,NA
ARR0023978,23/04/2026,mandi003,Makki,Hybrid,414.37,Quintals,102
ARR0015572,5/9/2026,MANDI005,cotton,Hybrid,-226.75,KG,NA
ARR0016367,6/7/2026,MANDI-011,मक्का,Local,186.12,qtl,NA
ARR0008043,5/7/2026,MANDI053,cotton,Pusa-1121,24.11,Qtl,113
ARR0011725,8-Jun-26,MANDI053,सरसों,Local,420.4 qtl,,NA
ARR0020542,16/08/2026,MANDI020,corn,,"35,902.0 KG",,113
ARR0017748,8/22/2026,mandi007,Makka,Hybrid,20419,KGS,49
ARR0009230,4/24/2026,MANDI-048,cotton,Premium,24.648,T,131
ARR0017788,4/12/2026,30,Narma,Local,461.15,Quintals,119
ARR0015656,28/07/2026,MANDI033,cotton,PBW-343,13.187,MT,NA
ARR0011819,6/16/2026,mandi_049,Dhaan,Premium,9405,KG,127
ARR0003353,18.03.2026,mandi012,Ganne,Pusa-1121,195.75 qtl,,26
ARR0007568,20.05.2026,MANDI051,धान,Local,2.935,Tonnes,142
ARR0009034,3/17/2026,MANDI049,Ganna,Local,10.87,Tonnes,NA
ARR0022659,2/6/2026,MANDI-031,sugarcane,Local,122.35 qtl,,41
ARR0013489,08.09.2026,MANDI028,Ganne,Local,47602,KGS,103
ARR0011445,21/03/2026,MANDI031,Corn,,10697,Kilo,102
ARR0009101,11.08.2026,mandi056,Ganne,Pusa-1121,34705,KG,123
ARR0019056,7/28/2026,mandi_016,Maize,PBW-343,-24.88,KG,103
ARR0003483,14/01/2026,19,corn,Local,326.33,Qtl,79
ARR0012898,3/25/2026,M016,Ganne,Hybrid,35.34,quintal,111
ARR0016421,6-Apr-26,M046,धान,Premium,23.559,MT,92
ARR0021317,8/25/2026,MANDI023,paddy,,472.8,Q,28
ARR0002251,6/2/2026,MANDI033,paddy,Premium,351.87,qtl,48
ARR0016689,6/26/2026,mandi_039,Kapas,Premium,422.19,Qtl,NA
