Arrival_ID,Date,Mandi_ID,Crop_Name,Variety,Arrival_Quantity_Quintals,Arrival_Quantity_Mt,Arrival_Quantity_Kg,Reported_Quantity,Reported_Unit,Farmer_Count,Is_Arrival_ID_Imputed,Is_Quantity_Negative_Flag
ARR0001450,02/02/2026,MANDI004,Sugarcane,,30.8,3.08,3080.0,3080.0,Kilogram,97,False,False
ARR0013243,07/01/2026,MANDI004,Wheat,Local,350.2,35.02,35020.0,35020.0,Kilogram,82,False,False
ARR0023372,14/02/2026,MANDI004,Rice,HD-2967,203.77,20.377,20377.0,203.77,Quintal,103,False,False
ARR0019815,26/08/2026,MANDI004,Cotton,,489.63,48.963,48963.0,489.63,Quintal,81,False,False
ARR0012996,06/02/2026,MANDI004,Sugarcane,PBW-343,104.14,10.414,10414.0,10.414,Metric Tonne,23,False,False
ARR0005822,28/06/2026,MANDI004,Wheat,HD-2967,52.77,5.277,5277.0,5277.0,Kilogram,86,False,False
ARR0008092,18/06/2026,MANDI004,Maize,PBW-343,251.04,25.104,25104.0,251.04,Quintal,25,False,False
ARR0010906,15/01/2026,MANDI004,Mustard,Premium,2.5142,0.2514,251.42,251.42,Kilogram,80,False,True
ARR0023376,01/07/2026,MANDI004,Sugarcane,Premium,132.46,13.246,13246.0,13246.0,Kilogram,147,False,False
ARR0011377,09/02/2026,MANDI004,Rice,HD-2967,487.2,48.72,48720.0,48720.0,Kilogram,110,False,False
ARR0014327,30/03/2026,MANDI004,Cotton,,327.99,32.799,32799.0,327.99,Quintal,19,False,False
ARR0017427,10/02/2026,MANDI004,Wheat,Hybrid,17.03,1.703,1703.0,17.03,Quintal,,False,False
ARR0013535,22/01/2026,MANDI004,Maize,Hybrid,184.63,18.463,18463.0,184.63,Quintal,,False,False
ARR0001928,18/08/2026,MANDI004,Sugarcane,Premium,247.3,24.73,24730.0,247.3,Quintal,78,False,False
ARR0016133,04/07/2026,MANDI004,Basmati Rice,Local,340.3,34.03,34030.0,34030.0,Kilogram,,False,False
ARR0004140,30/08/2026,MANDI004,Basmati Rice,Pusa-1121,39.01,3.901,3901.0,3.901,Metric Tonne,,False,False
ARR0019448,11/02/2026,MANDI004,Mustard,Premium,333.78,33.378,33378.0,333.78,Quintal,77,False,False
ARR0012848,05/01/2026,MANDI004,Sugarcane,Hybrid,396.47,39.647,39647.0,396.47,Quintal,122,False,False
ARR0007051,05/03/2026,MANDI004,Rice,HD-2967,279.19,27.919,27919.0,279.19,Quintal,74,False,False
ARR0008812,08/02/2026,MANDI004,Cotton,Pusa-1121,72.61,7.261,7261.0,72.61,Quintal,70,False,False
ARR0020897,22/08/2026,MANDI004,Cotton,,84.35,8.435,8435.0,84.35,Quintal,5,False,False
ARR0008915,14/02/2026,MANDI004,Paddy,PBW-343,58.17,5.817,5817.0,5817.0,Kilogram,20,False,False
ARR0006264,19/08/2026,MANDI004,Mustard,Local,219.5,21.95,21950.0,219.5,Quintal,66,False,False
ARR0010685,11/06/2026,MANDI004,Sugarcane,HD-2967,179.39,17.939,17939.0,179.39,Quintal,131,False,False
ARR0010648,02/05/2026,MANDI004,Rice,Pusa-1121,76.3,7.63,7630.0,7630.0,Kilogram,149,False,False
ARR_IMP00442,12/07/2026,MANDI004,Mustard,Pusa-1121,336.06,33.606,33606.0,33.606,Metric Tonne,18,True,False
ARR0014311,06/07/2026,MANDI004,Cotton,Hybrid,409.71,40.971,40971.0,40.971,Metric Tonne,,False,False
ARR0023786,06/01/2026,MANDI004,Maize,Premium,306.17,30.617,30617.0,30.617,Metric Tonne,26,False,False
ARR0016150,16/06/2026,MANDI004,Mustard,HD-2967,383.95,38.395,38395.0,383.95,Quintal,125,False,False
ARR0012068,23/08/2026,MANDI004,Wheat,HD-2967,354.95,35.495,35495.0,35.495,Metric Tonne,40,False,False
ARR0015177,12/01/2026,MANDI004,Sugarcane,HD-2967,318.72,31.872,31872.0,31872.0,Kilogram,49,False,False
ARR0013177,28/03/2026,MANDI004,Sugarcane,Local,151.76,15.176,15176.0,15176.0,Kilogram,32,False,False
ARR0015872,09/07/2026,MANDI004,Maize,Premium,152.71,15.271,15271.0,152.71,Quintal,,False,False
ARR0004258,22/03/2026,MANDI004,Wheat,,140.32,14.032,14032.0,140.32,Quintal,,False,False
ARR0016474,16/07/2026,MANDI004,Sugarcane,PBW-343,340.5,34.05,34050.0,340.5,Quintal,,False,False
ARR0004393,08/07/2026,MANDI004,Mustard,Premium,367.65,36.765,36765.0,367.65,Quintal,97,False,False
ARR0024356,22/02/2026,MANDI004,Cotton,Local,398.35,39.835,39835.0,39835.0,Kilogram,86,False,False
ARR0012720,09/07/2026,MANDI004,Cotton,Premium,386.81,38.681,38681.0,38681.0,Kilogram,85,False,False
ARR0019655,07/02/2026,MANDI004,Maize,,267.61,26.761,26761.0,26.761,Metric Tonne,89,False,False
ARR0005159,23/02/2026,MANDI004,Maize,,154.37,15.437,15437.0,154.37,Quintal,111,False,False
ARR0020171,29/04/2026,MANDI004,Paddy,HD-2967,245.71,24.571,24571.0,24.571,Metric Tonne,85,False,False
ARR0016852,14/08/2026,MANDI004,Wheat,Premium,206.7,20.67,20670.0,20670.0,Kilogram,72,False,False
ARR0007827,23/04/2026,MANDI004,Wheat,Local,185.74,18.574,18574.0,18574.0,Kilogram,16,False,False
ARR0000184,07/08/2026,MANDI004,Sugarcane,HD-2967,498.66,49.866,49866.0,498.66,Quintal,22,False,False
ARR0002489,02/06/2026,MANDI004,Wheat,Local,262.68,26.268,26268.0,262.68,Quintal,64,False,False
ARR0022064,06/08/2026,MANDI004,Sugarcane,PBW-343,464.41,46.441,46441.0,46441.0,Kilogram,138,False,False
ARR0015514,12/08/2026,MANDI004,Mustard,Hybrid,474.76,47.476,47476.0,474.76,Quintal,104,False,False
ARR0015852,28/02/2026,MANDI004,Maize,Premium,250.73,25.073,25073.0,25073.0,Kilogram,48,False,False
ARR0002413,22/04/2026,MANDI004,Paddy,Premium,123.6,12.36,12360.0,12.36,Metric Tonne,10,False,False
ARR0000855,30/05/2026,MANDI004,Cotton,Pusa-1121,61.22,6.122,6122.0,61.22,Quintal,44,False,False
ARR0024872,08/09/2026,MANDI004,Sugarcane,Hybrid,152.48,15.248,15248.0,15.248,Metric Tonne,57,False,False
ARR0016929,20/08/2026,MANDI004,Mustard,Local,344.04,34.404,34404.0,344.04,Quintal,125,False,False
ARR0020221,13/04/2026,MANDI004,Mustard,Local,477.85,47.785,47785.0,47785.0,Kilogram,141,False,False
ARR0011009,09/01/2026,MANDI004,Paddy,Pusa-1121,399.47,39.947,39947.0,39.947,Metric Tonne,56,False,False
ARR0017218,16/01/2026,MANDI004,Wheat,Local,444.64,44.464,44464.0,44464.0,Kilogram,120,False,False
ARR0015678,10/06/2026,MANDI004,Mustard,Pusa-1121,145.05,14.505,14505.0,14505.0,Kilogram,14,False,False
ARR_IMP00029,05/02/2026,MANDI004,Cotton,Pusa-1121,55.6,5.56,5560.0,55.6,Quintal,42,True,False
ARR0012654,30/01/2026,MANDI004,Wheat,Premium,144.37,14.437,14437.0,14.437,Metric Tonne,36,False,False
ARR_IMP00357,25/05/2026,MANDI004,Rice,HD-2967,433.34,43.334,43334.0,433.34,Quintal,81,True,False
ARR0006910,06/11/2026,MANDI004,Maize,Premium,316.35,31.635,31635.0,31635.0,Kilogram,6,False,False
ARR0016965,25/03/2026,MANDI004,Mustard,Pusa-1121,162.37,16.237,16237.0,16237.0,Kilogram,124,False,False
ARR0012472,07/04/2026,MANDI004,Maize,PBW-343,226.66,22.666,22666.0,22666.0,Kilogram,107,False,False
ARR0012173,11/01/2026,MANDI004,Wheat,Local,41.54,4.154,4154.0,4.154,Metric Tonne,,False,False
ARR0017646,04/06/2026,MANDI004,Rice,Hybrid,319.56,31.956,31956.0,319.56,Quintal,129,False,False
ARR0008925,04/05/2026,MANDI004,Cotton,Pusa-1121,251.6,25.16,25160.0,25160.0,Kilogram,88,False,False
ARR0013431,25/02/2026,MANDI004,Sugarcane,PBW-343,143.07,14.307,14307.0,14307.0,Kilogram,,False,False
ARR0024625,23/04/2026,MANDI004,Cotton,Premium,32.42,3.242,3242.0,3242.0,Kilogram,24,False,False
ARR0019822,27/08/2026,MANDI004,Wheat,Hybrid,164.59,16.459,16459.0,16459.0,Kilogram,56,False,False
ARR0021611,07/09/2026,MANDI004,Paddy,HD-2967,377.46,37.746,37746.0,37.746,Metric Tonne,88,False,False
ARR0022792,04/05/2026,MANDI004,Cotton,PBW-343,175.53,17.553,17553.0,17553.0,Kilogram,62,False,False
ARR0002629,09/03/2026,MANDI004,Mustard,Local,73.24,7.324,7324.0,73.24,Quintal,59,False,False
ARR0019797,16/08/2026,MANDI004,Sugarcane,,335.25,33.525,33525.0,33525.0,Kilogram,136,False,False
ARR0020893,07/07/2026,MANDI004,Wheat,Pusa-1121,141.19,14.119,14119.0,141.19,Quintal,124,False,False
ARR0005997,10/06/2026,MANDI004,Sugarcane,,476.01,47.601,47601.0,476.01,Quintal,139,False,False
ARR0004575,03/02/2026,MANDI004,Mustard,HD-2967,31.45,3.145,3145.0,31.45,Quintal,107,False,False
ARR0013418,02/09/2026,MANDI004,Sugarcane,HD-2967,471.63,47.163,47163.0,471.63,Quintal,92,False,True
ARR0019726,24/08/2026,MANDI004,Mustard,Pusa-1121,19.5,1.95,1950.0,1.95,Metric Tonne,23,False,False
ARR0022331,16/07/2026,MANDI004,Wheat,Premium,323.13,32.313,32313.0,32313.0,Kilogram,17,False,False
ARR0009871,27/07/2026,MANDI004,Cotton,Local,294.55,29.455,29455.0,29455.0,Kilogram,135,False,False
ARR0009404,25/05/2026,MANDI004,Sugarcane,Premium,160.74,16.074,16074.0,16074.0,Kilogram,50,False,False
ARR0013024,05/02/2026,MANDI004,Rice,Pusa-1121,22.43,2.243,2243.0,22.43,Quintal,55,False,False
ARR0013821,28/05/2026,MANDI004,Sugarcane,Pusa-1121,156.23,15.623,15623.0,15623.0,Kilogram,6,False,False
ARR0017130,01/08/2026,MANDI004,Sugarcane,,0.9046,0.0905,90.46,90.46,Kilogram,128,False,True
ARR0013947,01/01/2026,MANDI004,Sugarcane,PBW-343,428.33,42.833,42833.0,428.33,Quintal,145,False,False
ARR0011823,13/01/2026,MANDI004,Rice,HD-2967,60.33,6.033,6033.0,60.33,Quintal,124,False,False
ARR0004652,09/07/2026,MANDI004,Sugarcane,Premium,31.55,3.155,3155.0,3155.0,Kilogram,114,False,False
ARR0010009,10/03/2026,MANDI004,Paddy,,291.4,29.14,29140.0,29140.0,Kilogram,,False,False
ARR0013669,03/03/2026,MANDI004,Wheat,Premium,60.64,6.064,6064.0,6.064,Metric Tonne,,False,False
ARR0003614,26/08/2026,MANDI004,Wheat,Premium,288.0,28.8,28800.0,288.0,Quintal,110,False,False
ARR0003945,24/04/2026,MANDI004,Wheat,PBW-343,396.81,39.681,39681.0,39681.0,Kilogram,12,False,False
ARR0018473,05/08/2026,MANDI004,Wheat,Premium,20.46,2.046,2046.0,20.46,Quintal,,False,False
ARR0003241,27/05/2026,MANDI004,Mustard,Hybrid,128.11,12.811,12811.0,128.11,Quintal,87,False,False
ARR0017097,16/02/2026,MANDI004,Cotton,Local,269.27,26.927,26927.0,269.27,Quintal,49,False,False
ARR0016110,14/05/2026,MANDI004,Wheat,HD-2967,465.8,46.58,46580.0,46580.0,Kilogram,,False,False
ARR0006716,03/03/2026,MANDI004,Maize,PBW-343,11.63,1.163,1163.0,11.63,Quintal,63,False,False
ARR0017964,12/08/2026,MANDI004,Cotton,,315.54,31.554,31554.0,315.54,Quintal,27,False,False
ARR0009788,04/02/2026,MANDI004,Rice,Hybrid,357.22,35.722,35722.0,35.722,Metric Tonne,74,False,False
ARR0018723,07/04/2026,MANDI004,Mustard,Premium,154.56,15.456,15456.0,15456.0,Kilogram,116,False,False
ARR0008616,20/01/2026,MANDI004,Mustard,Local,155.42,15.542,15542.0,155.42,Quintal,147,False,False
ARR0001641,07/04/2026,MANDI004,Maize,HD-2967,234.18,23.418,23418.0,234.18,Quintal,111,False,False
ARR0015188,06/05/2026,MANDI004,Paddy,Premium,92.32,9.232,9232.0,92.32,Quintal,,False,False
ARR0014398,23/07/2026,MANDI004,Sugarcane,Local,115.66,11.566,11566.0,11.566,Metric Tonne,39,False,False
ARR0015199,12/07/2026,MANDI004,Maize,PBW-343,274.1,27.41,27410.0,274.1,Quintal,30,False,False
ARR0004294,03/03/2026,MANDI004,Cotton,PBW-343,104.91,10.491,10491.0,10491.0,Kilogram,13,False,False
ARR0024784,18/08/2026,MANDI004,Maize,PBW-343,134.48,13.448,13448.0,134.48,Quintal,31,False,False
ARR0010420,26/01/2026,MANDI004,Paddy,Premium,309.23,30.923,30923.0,30923.0,Kilogram,72,False,False
ARR0017335,13/02/2026,MANDI004,Maize,Local,3.972,0.3972,397.2,397.2,Kilogram,150,False,True
ARR0010356,06/02/2026,MANDI004,Paddy,Hybrid,0.9667,0.0967,96.67,96.67,Kilogram,46,False,True
ARR0020857,18/08/2026,MANDI004,Wheat,Premium,483.64,48.364,48364.0,48364.0,Kilogram,,False,False
ARR0008455,15/02/2026,MANDI004,Wheat,Local,198.87,19.887,19887.0,19887.0,Kilogram,118,False,False
ARR0014976,05/07/2026,MANDI004,Wheat,Pusa-1121,359.88,35.988,35988.0,359.88,Quintal,93,False,True
ARR0015392,17/07/2026,MANDI004,Maize,Local,0.8869,0.0887,88.69,88.69,Kilogram,109,False,True
ARR0005204,03/08/2026,MANDI004,Mustard,,469.62,46.962,46962.0,469.62,Quintal,,False,False
ARR0001944,06/09/2026,MANDI004,Wheat,Hybrid,227.46,22.746,22746.0,227.46,Quintal,112,False,False
ARR0006105,22/05/2026,MANDI004,Cotton,,498.97,49.897,49897.0,498.97,Quintal,63,False,False
ARR0014503,04/05/2026,MANDI004,Cotton,Local,252.38,25.238,25238.0,25238.0,Kilogram,20,False,False
ARR0014240,12/06/2026,MANDI004,Cotton,Local,360.54,36.054,36054.0,360.54,Quintal,57,False,False
ARR0007366,17/07/2026,MANDI004,Wheat,Hybrid,279.03,27.903,27903.0,27.903,Metric Tonne,120,False,False
ARR0000165,01/03/2026,MANDI004,Maize,,122.71,12.271,12271.0,12.271,Metric Tonne,130,False,False
ARR0015843,12/06/2026,MANDI004,Paddy,Premium,231.82,23.182,23182.0,23182.0,Kilogram,89,False,False
ARR0021787,05/01/2026,MANDI004,Rice,Premium,191.61,19.161,19161.0,191.61,Quintal,,False,False
ARR0010679,23/01/2026,MANDI004,Mustard,HD-2967,484.92,48.492,48492.0,48.492,Metric Tonne,77,False,False
ARR0024710,26/05/2026,MANDI004,Sugarcane,PBW-343,470.24,47.024,47024.0,470.24,Quintal,113,False,False
ARR0020530,22/06/2026,MANDI004,Maize,PBW-343,382.08,38.208,38208.0,382.08,Quintal,28,False,False
ARR0022025,02/03/2026,MANDI004,Cotton,,346.14,34.614,34614.0,346.14,Quintal,140,False,False
ARR0018447,13/03/2026,MANDI004,Sugarcane,Hybrid,491.75,49.175,49175.0,49175.0,Kilogram,36,False,False
ARR0019788,24/06/2026,MANDI004,Mustard,HD-2967,354.6,35.46,35460.0,354.6,Quintal,,False,False
ARR0016837,21/04/2026,MANDI004,Wheat,Hybrid,70.82,7.082,7082.0,7082.0,Kilogram,130,False,False
ARR0014871,08/01/2026,MANDI004,Wheat,Hybrid,192.95,19.295,19295.0,19.295,Metric Tonne,121,False,False
ARR0000350,22/04/2026,MANDI004,Wheat,Local,394.14,39.414,39414.0,39414.0,Kilogram,27,False,False
ARR0013068,14/01/2026,MANDI004,Wheat,PBW-343,96.07,9.607,9607.0,9607.0,Kilogram,116,False,False
ARR0014977,18/05/2026,MANDI004,Mustard,Local,293.5,29.35,29350.0,29350.0,Kilogram,101,False,False
ARR0005940,06/03/2026,MANDI004,Rice,Pusa-1121,393.05,39.305,39305.0,393.05,Quintal,100,False,False
ARR0017173,04/02/2026,MANDI004,Wheat,,403.86,40.386,40386.0,403.86,Quintal,86,False,False
ARR0022164,14/05/2026,MANDI004,Mustard,HD-2967,283.58,28.358,28358.0,28.358,Metric Tonne,89,False,False
ARR0013211,17/06/2026,MANDI004,Cotton,Local,305.62,30.562,30562.0,305.62,Quintal,,False,False
ARR0001220,29/04/2026,MANDI004,Maize,,263.66,26.366,26366.0,26366.0,Kilogram,,False,False
ARR0005532,15/07/2026,MANDI004,Mustard,Pusa-1121,342.93,34.293,34293.0,34.293,Metric Tonne,113,False,False
ARR0012311,13/07/2026,MANDI004,Cotton,PBW-343,102.18,10.218,10218.0,10218.0,Kilogram,57,False,False
ARR0011082,11/07/2026,MANDI004,Mustard,,357.75,35.775,35775.0,35775.0,Kilogram,58,False,False
ARR0000903,17/05/2026,MANDI004,Maize,PBW-343,223.9,22.39,22390.0,223.9,Quintal,,False,False
ARR0002249,08/06/2026,MANDI004,Wheat,,92.4,9.24,9240.0,9240.0,Kilogram,112,False,False
ARR0009550,09/05/2026,MANDI004,Paddy,Pusa-1121,376.31,37.631,37631.0,37.631,Metric Tonne,126,False,False
ARR0015423,03/08/2026,MANDI004,Paddy,HD-2967,116.54,11.654,11654.0,116.54,Quintal,148,False,False
ARR0017618,25/03/2026,MANDI004,Sugarcane,Local,26.37,2.637,2637.0,2637.0,Kilogram,136,False,False
ARR0020113,26/03/2026,MANDI004,Maize,Local,26.48,2.648,2648.0,2648.0,Kilogram,59,False,False
ARR0021522,23/02/2026,MANDI004,Mustard,Local,492.01,49.201,49201.0,49201.0,Kilogram,19,False,False
ARR0012695,02/09/2026,MANDI004,Sugarcane,HD-2967,219.49,21.949,21949.0,21.949,Metric Tonne,79,False,False
ARR0024437,13/06/2026,MANDI004,Maize,Hybrid,345.16,34.516,34516.0,34.516,Metric Tonne,55,False,False
ARR0004186,08/02/2026,MANDI004,Basmati Rice,Local,461.12,46.112,46112.0,461.12,Quintal,114,False,True
ARR0016137,19/08/2026,MANDI004,Wheat,Hybrid,161.4,16.14,16140.0,161.4,Quintal,20,False,False
ARR0017425,01/05/2026,MANDI004,Rice,Local,98.72,9.872,9872.0,9872.0,Kilogram,14,False,False
ARR0012927,11/07/2026,MANDI004,Paddy,Local,55.13,5.513,5513.0,55.13,Quintal,87,False,False
ARR0010152,23/01/2026,MANDI004,Rice,,163.24,16.324,16324.0,16324.0,Kilogram,130,False,False
ARR0011850,03/05/2026,MANDI004,Mustard,Pusa-1121,104.07,10.407,10407.0,104.07,Quintal,150,False,False
ARR0018989,20/03/2026,MANDI004,Mustard,Premium,114.74,11.474,11474.0,11474.0,Kilogram,52,False,False
ARR_IMP00304,22/02/2026,MANDI004,Sugarcane,,267.39,26.739,26739.0,267.39,Quintal,48,True,False
ARR0007078,02/02/2026,MANDI004,Basmati Rice,Local,146.08,14.608,14608.0,14608.0,Kilogram,51,False,False
ARR0004199,15/05/2026,MANDI004,Sugarcane,,141.98,14.198,14198.0,14198.0,Kilogram,72,False,False
ARR0015516,02/04/2026,MANDI004,Sugarcane,Premium,111.18,11.118,11118.0,11.118,Metric Tonne,69,False,False
ARR0019401,28/01/2026,MANDI004,Mustard,Premium,4.6106,0.4611,461.06,461.06,Kilogram,54,False,True
ARR0000543,12/05/2026,MANDI004,Sugarcane,PBW-343,423.57,42.357,42357.0,42357.0,Kilogram,107,False,False
ARR0008107,16/05/2026,MANDI004,Cotton,Pusa-1121,169.04,16.904,16904.0,169.04,Quintal,8,False,False
ARR0000703,04/09/2026,MANDI004,Maize,PBW-343,432.59,43.259,43259.0,43259.0,Kilogram,44,False,False
ARR0015996,01/03/2026,MANDI004,Wheat,Hybrid,492.01,49.201,49201.0,49201.0,Kilogram,102,False,False
ARR0007644,09/04/2026,MANDI004,Wheat,Pusa-1121,391.75,39.175,39175.0,391.75,Quintal,134,False,False
ARR0006061,30/07/2026,MANDI004,Sugarcane,Hybrid,168.06,16.806,16806.0,16806.0,Kilogram,37,False,False
ARR0022635,01/06/2026,MANDI005,Maize,Pusa-1121,22.32,2.232,2232.0,2232.0,Kilogram,39,False,False
ARR_IMP00152,28/05/2026,MANDI005,Sugarcane,,271.52,27.152,27152.0,271.52,Quintal,7,True,False
ARR0012285,04/12/2026,MANDI005,Mustard,Pusa-1121,130.06,13.006,13006.0,13006.0,Kilogram,107,False,False
ARR0010138,20/04/2026,MANDI005,Sugarcane,Premium,409.91,40.991,40991.0,40991.0,Kilogram,100,False,False
ARR0003155,14/07/2026,MANDI005,Rice,,200.82,20.082,20082.0,20.082,Metric Tonne,,False,False
ARR0011142,10/07/2026,MANDI005,Cotton,Hybrid,257.81,25.781,25781.0,25.781,Metric Tonne,44,False,False
ARR0005332,01/06/2026,MANDI005,Rice,,475.18,47.518,47518.0,475.18,Quintal,122,False,False
ARR0007402,10/07/2026,MANDI005,Sugarcane,HD-2967,420.42,42.042,42042.0,420.42,Quintal,82,False,False
ARR0004882,01/03/2026,MANDI005,Cotton,Local,457.99,45.799,45799.0,45799.0,Kilogram,29,False,False
ARR0015860,27/02/2026,MANDI005,Wheat,Local,152.77,15.277,15277.0,15277.000000000002,Kilogram,98,False,False
ARR0021205,24/06/2026,MANDI005,Mustard,Local,430.43,43.043,43043.0,430.43,Quintal,,False,False
ARR0015810,15/05/2026,MANDI005,Basmati Rice,Premium,154.41,15.441,15441.0,154.41,Quintal,101,False,False
ARR0005440,06/03/2026,MANDI005,Wheat,Pusa-1121,147.57,14.757,14757.0,14757.0,Kilogram,,False,False
ARR0007701,03/05/2026,MANDI005,Sugarcane,Local,119.3,11.93,11930.0,11930.0,Kilogram,103,False,False
ARR0023787,02/07/2026,MANDI005,Mustard,Hybrid,136.89,13.689,13689.0,13689.0,Kilogram,126,False,False
ARR0018774,06/09/2026,MANDI005,Mustard,PBW-343,151.88,15.188,15188.0,15188.0,Kilogram,150,False,False
ARR0021677,09/02/2026,MANDI005,Sugarcane,Hybrid,410.13,41.013,41013.0,41.013,Metric Tonne,25,False,False
ARR0012061,08/02/2026,MANDI005,Mustard,,337.49,33.749,33749.0,33.749,Metric Tonne,148,False,False
ARR0024933,24/06/2026,MANDI005,Maize,Hybrid,63.49,6.349,6349.0,63.49,Quintal,8,False,False
ARR0000041,12/07/2026,MANDI005,Mustard,Local,473.14,47.314,47314.0,473.14,Quintal,108,False,False
ARR0004720,07/09/2026,MANDI005,Mustard,Hybrid,4.3463,0.4346,434.63,434.63,Kilogram,69,False,True
ARR0008620,24/04/2026,MANDI005,Maize,Pusa-1121,174.32,17.432,17432.0,17432.0,Kilogram,116,False,False
ARR0023608,26/05/2026,MANDI005,Maize,Premium,349.79,34.979,34979.0,34.979,Metric Tonne,122,False,False
ARR0010232,17/05/2026,MANDI005,Mustard,,280.09,28.009,28009.0,28.009,Metric Tonne,85,False,False
ARR0008979,15/07/2026,MANDI005,Cotton,PBW-343,224.13,22.413,22413.0,22.413,Metric Tonne,60,False,False
ARR0000621,27/04/2026,MANDI005,Mustard,PBW-343,394.55,39.455,39455.0,39.455,Metric Tonne,97,False,False
ARR0023039,14/01/2026,MANDI005,Cotton,HD-2967,469.89,46.989,46989.0,469.89,Quintal,93,False,False
ARR0009249,26/03/2026,MANDI005,Paddy,Local,431.86,43.186,43186.0,43186.0,Kilogram,56,False,False
ARR0020183,27/03/2026,MANDI005,Mustard,,356.9,35.69,35690.0,356.9,Quintal,112,False,True
ARR0009766,25/05/2026,MANDI005,Rice,Pusa-1121,117.96,11.796,11796.0,11796.0,Kilogram,125,False,False
ARR0007887,26/06/2026,MANDI005,Sugarcane,Hybrid,311.37,31.137,31137.0,31.137,Metric Tonne,61,False,False
ARR0003101,26/01/2026,MANDI005,Wheat,HD-2967,300.89,30.089,30089.0,300.89,Quintal,13,False,False
ARR0010609,02/08/2026,MANDI005,Cotton,Local,429.69,42.969,42969.0,429.69,Quintal,32,False,False
ARR0004053,17/02/2026,MANDI005,Maize,,66.09,6.609,6609.0,66.09,Quintal,96,False,False
ARR0001610,24/08/2026,MANDI005,Maize,,498.6,49.86,49860.0,49860.0,Kilogram,95,False,False
ARR0008494,28/08/2026,MANDI005,Sugarcane,,415.68,41.568,41568.0,415.68,Quintal,122,False,False
ARR0018008,11/07/2026,MANDI005,Maize,Premium,121.09,12.109,12109.0,121.09,Quintal,102,False,False
ARR0005065,16/03/2026,MANDI005,Mustard,Pusa-1121,279.21,27.921,27921.0,27920.999999999996,Kilogram,,False,False
ARR0001248,21/08/2026,MANDI005,Maize,Premium,412.34,41.234,41234.0,41.234,Metric Tonne,134,False,False
ARR0009112,18/07/2026,MANDI005,Cotton,HD-2967,345.53,34.553,34553.0,345.53,Quintal,101,False,False
ARR0005628,01/09/2026,MANDI005,Mustard,,157.06,15.706,15706.0,15706.0,Kilogram,,False,False
ARR0022939,14/02/2026,MANDI005,Mustard,,302.95,30.295,30295.0,30295.0,Kilogram,36,False,False
ARR0024827,30/05/2026,MANDI005,Wheat,Pusa-1121,32.26,3.226,3226.0,3.226,Metric Tonne,83,False,False
ARR0017491,06/03/2026,MANDI005,Sugarcane,,491.32,49.132,49132.0,491.32,Quintal,100,False,False
ARR0010381,29/03/2026,MANDI005,Sugarcane,HD-2967,495.08,49.508,49508.0,49508.0,Kilogram,26,False,False
ARR0008622,08/04/2026,MANDI005,Maize,PBW-343,151.77,15.177,15177.0,15177.000000000002,Kilogram,114,False,False
ARR0016312,01/05/2026,MANDI005,Wheat,HD-2967,66.67,6.667,6667.0,6.667,Metric Tonne,36,False,False
ARR0014208,07/02/2026,MANDI005,Wheat,HD-2967,396.01,39.601,39601.0,396.01,Quintal,149,False,False
ARR0022562,05/04/2026,MANDI005,Mustard,Premium,385.06,38.506,38506.0,385.06,Quintal,13,False,False
ARR0020016,16/02/2026,MANDI005,Maize,HD-2967,155.5,15.55,15550.0,155.5,Quintal,12,False,False
ARR0024537,21/03/2026,MANDI005,Maize,Pusa-1121,170.81,17.081,17081.0,170.81,Quintal,,False,False
ARR0017381,08/06/2026,MANDI005,Maize,Local,139.18,13.918,13918.0,13.918,Metric Tonne,61,False,False
ARR0010354,07/04/2026,MANDI005,Basmati Rice,,78.99,7.899,7899.0,78.99,Quintal,119,False,False
ARR0023244,31/01/2026,MANDI005,Wheat,Hybrid,453.62,45.362,45362.0,453.62,Quintal,136,False,False
ARR0012356,05/03/2026,MANDI005,Maize,,119.09,11.909,11909.0,11.909,Metric Tonne,,False,False
ARR0019611,17/08/2026,MANDI005,Sugarcane,PBW-343,3.0155,0.3015,301.55,301.55,Kilogram,127,False,True
ARR0003844,10/06/2026,MANDI005,Wheat,Hybrid,16.81,1.681,1681.0,16.81,Quintal,109,False,False
ARR0016590,30/03/2026,MANDI005,Cotton,Hybrid,200.73,20.073,20073.0,200.73,Quintal,102,False,False
ARR0016935,06/11/2026,MANDI005,Rice,PBW-343,268.75,26.875,26875.0,26875.0,Kilogram,39,False,False
ARR0016518,01/05/2026,MANDI005,Sugarcane,Pusa-1121,83.02,8.302,8302.0,8302.0,Kilogram,71,False,False
ARR0005727,24/08/2026,MANDI005,Sugarcane,,374.71,37.471,37471.0,374.71,Quintal,87,False,False
ARR0011004,16/08/2026,MANDI005,Maize,,492.75,49.275,49275.0,492.75,Quintal,88,False,False
ARR0021906,01/07/2026,MANDI005,Cotton,Hybrid,237.8,23.78,23780.0,23.78,Metric Tonne,,False,False
ARR0000670,02/02/2026,MANDI005,Cotton,HD-2967,264.22,26.422,26422.0,264.22,Quintal,132,False,False
ARR0003038,27/02/2026,MANDI005,Sugarcane,Premium,364.97,36.497,36497.0,36497.0,Kilogram,,False,False
ARR0009589,24/08/2026,MANDI005,Mustard,,261.89,26.189,26189.0,261.89,Quintal,,False,False
ARR0011565,22/08/2026,MANDI005,Maize,Premium,299.09,29.909,29909.0,29.909,Metric Tonne,92,False,False
