record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp
PR003094,2026-08-19,MANDI034,Moga,Mustard,5475.27,6634.4,6054.83,
PR000233,2026-03-17,MANDI003,Amritsar,Rice,1855.84,2050.02,1953.0,2183.0
PR006724,2026-07-05,MANDI002,Ludhiana,Mustard,5294.79,5829.0,5562.0,5650.0
PR005294,2026-04-27,MANDI018,Jalandhar,Cotton,6257.74,7053.0,6655.0,
PR004931,2026-07-03,MANDI053,Saharanpur,Cotton,6692.38,,6948.11,
PR008853,2026-03-18,MANDI036,Hisar,Cotton,5877.25,6363.0,6120.25,6620.0
PR000075,2026-06-07,MANDI045,Ferozepur,Rice,2098.08,2599.16,2348.62,
PR006432,2026-03-16,MANDI053,Kurukshetra,Mustard,5128.41,6126.0,5626.99,
PR006233,2026-04-29,MANDI041,Patiala,Maize,1849.58,1992.89,1921.23,
PR007057,2026-08-12,MANDI014,Ludhiana,Wheat,2017.0,2201.78,2109.56,2275.0
PR002214,2026-03-28,MANDI039,Sirsa,Sugarcane,3650.0,4335.17,3992.48,3500.0
PR011167,2026-07-09,MANDI009,Bathinda,Mustard,5348.0,,5486.0,5650.0
PR005257,2026-10-07,MANDI053,Saharanpur,Mustard,,6813.98,6148.6,5650.0
PR007632,2026-05-20,MANDI057,Jalandhar,Sugarcane,3206.34,3961.51,3583.92,3500.0
PR010952,2026-09-07,MANDI057,Hisar,Wheat,2216.0,2717.0,2466.91,2275.0
PR005541,2026-05-21,,Jalandhar,Wheat,2242.98,2632.48,2437.73,2275.0
PR004911,2026-05-31,MANDI038,Jalandhar,Cotton,5815.0,7033.0,6423.81,6620.0
PR000065,2026-07-19,MANDI013,Ferozepur,Wheat,2252.79,2767.0,2509.65,2275.0
PR011371,2026-09-02,MANDI053,Sirsa,Narma,6392.0,7550.57,6971.0,
PR005468,2026-06-02,,,Mustard,5345.0,6002.0,5673.26,
PR004037,2026-07-01,,,Rice,2013.52,2495.99,2254.76,2183.0
PR011389,2026-06-11,MANDI037,Ferozepur,Mustard,4915.0,5339.0,5126.89,
PR004382,2026-01-03,MANDI051,Ambala,Makki,1957.6,2079.0,2018.27,2090.0
PR010948,2026-03-02,,Jalandhar,Wheat,2085.14,2597.0,2341.13,2275.0
PR008318,2026-09-08,MANDI052,Ferozepur,Rice,2213.19,2675.19,2444.19,2183.0
PR005517,2026-08-30,MANDI035,Hisar,Sugarcane,3533.0,3971.86,3752.62,3500.0
PR002346,2026-03-06,MANDI026,Sirsa,Chawal,1961.07,2067.14,2014.0,2183.0
PR003135,2026-04-07,MANDI021,Ferozepur,Sugarcane,3610.0,3912.96,3762.0,3500.0
PR003912,2026-02-07,MANDI034,Karnal,Sugarcane,,3748.7,,3500.0
PR004454,2026-05-10,MANDI051,Patiala,चावल,2103.05,2341.25,2222.15,2183.0
PR008548,2026-03-02,MANDI009,Jalandhar,Sugarcane,3453.0,4047.0,3750.05,3500.0
PR003402,2026-02-22,MANDI011,Sirsa,Maize,2005.33,2214.95,2110.14,2090.0
PR008307,2026-03-20,MANDI018,Ambala,Sugarcane,3120.46,3814.0,3467.0,
PR004406,2026-04-02,MANDI024,Patiala,Sugarcane,3165.77,3634.0,3400.02,3500.0
PR008275,2026-05-16,MANDI038,Hisar,Ganne,3004.17,,3253.42,3500.0
PR003350,2026-07-08,MANDI053,Jalandhar,Maize,1992.83,,2082.24,2090.0
PR002853,2026-09-06,MANDI028,Sirsa,Sugarcane,3060.59,3436.15,3248.0,
PR003224,2026-01-15,MANDI021,Jalandhar,Rice,2144.04,2282.12,2213.08,2183.0
PR002937,2026-05-02,MANDI015,Karnal,Maize,1907.71,2364.75,2136.23,
PR007160,2026-04-01,MANDI018,Karnal,Mustard,5442.99,6635.0,6038.98,5650.0
PR009111,2026-08-02,MANDI050,Amritsar,Rice,2172.36,2674.0,2423.0,2183.0
PR007569,2026-06-03,MANDI037,Patiala,Sugarcane,3146.74,3408.14,3277.44,
PR000479,2026-01-17,MANDI057,Hisar,Mustard,5721.6,6229.38,5975.49,5650.0
PR002265,2026-01-22,MANDI004,Patiala,Wheat,2034.36,2196.0,2115.36,2275.0
PR002893,2026-04-05,MANDI049,Bathinda,Sugarcane,3641.0,4408.0,4024.0,
PR008490,2026-02-10,MANDI035,Sirsa,Cotton,6341.51,7196.69,6769.1,6620.0
PR010848,2026-01-25,MANDI036,Amritsar,Maize,2053.86,2431.45,2242.65,2090.0
PR000497,2026-06-16,MANDI039,Ludhiana,Maize,2004.07,2361.91,2183.0,
PR008583,2026-06-05,MANDI055,Kurukshetra,Cotton,6515.19,7173.0,6844.0,6620.0
PR007558,2026-08-25,MANDI020,Hisar,Maize,1951.41,,2092.55,
PR003317,2026-04-18,MANDI027,Hisar,Mustard,,,6158.08,5650.0
PR011094,2026-04-10,MANDI042,Fatehabad,Ganne,3645.31,4444.0,4044.0,3500.0
PR006854,2026-06-01,MANDI029,Sirsa,Maize,2058.0,2559.69,2308.62,2090.0
PR009939,2026-02-28,MANDI045,Kurukshetra,Maize,1943.14,2359.53,2151.0,2090.0
PR006058,2026-08-05,MANDI026,Hisar,Maize,1801.52,1988.0,1895.0,
PR001224,2026-12-04,MANDI041,Ambala,Rice,2206.05,2460.0,2333.26,2183.0
PR001339,2026-04-08,MANDI020,Kurukshetra,Cotton,6563.55,7581.9,7072.73,6620.0
PR001741,2026-06-03,MANDI052,Patiala,Wheat,2042.03,2300.0,2171.12,2275.0
PR005672,2026-02-12,MANDI034,Ludhiana,Maize,1909.0,2196.0,2052.73,2090.0
PR000260,2026-04-15,MANDI049,Muzaffarnagar,Maize,1842.25,2235.0,2038.58,
PR007868,2026-02-01,MANDI031,Fatehabad,Mustard,5768.81,6809.44,6289.0,5650.0
PR001738,2026-06-04,MANDI052,Ferozepur,चावल,2285.22,2694.48,2489.85,2183.0
PR000757,2026-07-01,MANDI005,Ambala,Narma,6619.04,8081.43,7350.24,6620.0
PR002568,2026-07-18,MANDI045,Ferozepur,Maize,2109.14,2528.0,2318.37,2090.0
PR010341,2026-02-09,MANDI055,Karnal,Sugarcane,3155.0,3586.0,3370.29,3500.0
PR005385,2026-03-04,MANDI030,Bathinda,Maize,2099.34,2605.0,2352.31,
PR009378,2026-03-06,MANDI041,Fatehabad,Makki,2158.0,2507.58,,2090.0
PR009318,2026-01-01,,Amritsar,Maize,,2178.08,2056.85,
PR008472,2026-08-05,MANDI045,Sirsa,Sugarcane,3124.0,3514.28,3318.98,3500.0
PR001709,2026-02-25,MANDI040,Ludhiana,Maize,1815.72,2191.0,2003.0,2090.0
PR005710,2026-02-28,MANDI054,Saharanpur,Rice,2023.0,2399.0,2211.0,2183.0
PR010408,2026-06-01,MANDI021,Ferozepur,Maize,1914.0,2025.01,1969.26,2090.0
PR009520,2026-03-22,MANDI034,Amritsar,चावल,2251.54,2752.45,2501.99,2183.0
PR011953,2026-06-03,MANDI030,Sirsa,Wheat,1964.0,2328.11,2146.0,2275.0
PR011798,2026-05-16,MANDI019,Fatehabad,Narma,5781.07,7072.2,,6620.0
PR004892,2026-05-12,,,Wheat,1936.04,,2022.96,
PR002059,2026-04-09,MANDI003,Bathinda,Sugarcane,3389.58,3629.43,3509.51,3500.0
PR004267,2026-07-16,MANDI016,Jalandhar,Cotton,6746.04,7354.37,7050.21,6620.0
PR008720,2026-04-04,MANDI029,Ludhiana,Sugarcane,3370.64,3898.48,3635.0,
PR002006,2026-09-04,MANDI025,Hisar,Sugarcane,3472.0,4067.0,3769.61,3500.0
PR005651,2026-01-07,MANDI025,Patiala,Mustard,,6269.0,5929.0,5650.0
PR011010,2026-03-14,MANDI002,Karnal,Maize,2109.9,2609.0,2359.31,2090.0
PR011393,2026-04-16,MANDI031,Ambala,Sugarcane,,4019.5,3674.51,3500.0
PR011945,2026-08-14,MANDI013,Sirsa,Rice,1964.3,2438.0,2201.38,2183.0
PR007757,2026-08-28,MANDI024,Sirsa,Cotton,6070.29,6604.9,,6620.0
PR001129,2026-01-28,MANDI011,Ludhiana,Maize,1975.55,2106.32,2040.94,2090.0
PR000782,2026-03-14,MANDI013,Jalandhar,Maize,1949.1,2367.52,2158.31,2090.0
PR009220,2026-07-07,MANDI012,Ambala,Cotton,5705.07,,6350.13,6620.0
PR008650,2026-01-22,MANDI056,Ferozepur,Cotton,6621.0,7937.0,7279.0,
PR001335,2026-07-14,MANDI055,Kurukshetra,Narma,6915.98,7892.0,7404.0,
PR001337,2026-08-26,MANDI002,Hisar,Cotton,6367.29,7881.74,7124.52,
PR009382,2026-06-02,MANDI032,Karnal,Cotton,6398.0,7095.87,,6620.0
PR000646,2026-05-07,MANDI024,Sirsa,Sugarcane,3595.3,4369.59,3982.44,3500.0
PR011070,2026-06-04,MANDI053,Saharanpur,Sugarcane,3362.97,3700.32,3532.0,
PR009533,2026-05-28,,Ambala,Narma,6381.23,6705.76,6543.0,6620.0
PR005813,2026-02-08,MANDI022,Jalandhar,Wheat,2106.0,2320.0,2212.69,
PR009065,2026-05-28,MANDI015,Sirsa,Wheat,2134.73,2268.0,2201.0,2275.0
PR008485,2026-03-17,MANDI026,Ludhiana,Narma,6297.36,7416.11,6856.73,6620.0
PR004417,2026-01-12,MANDI057,Jalandhar,Narma,6599.0,7111.58,6855.17,6620.0
PR006151,2026-03-04,MANDI057,Patiala,Ganne,3296.58,3614.0,,3500.0
PR006517,2026-06-06,MANDI019,Hisar,Chawal,2235.54,2637.0,2436.08,2183.0
PR001886,2026-08-03,,Fatehabad,Ganne,3568.28,4192.88,3880.58,
PR009623,2026-08-20,MANDI035,Ambala,Sugarcane,3312.62,4076.9,3694.76,
PR002243,2026-08-26,MANDI056,Jalandhar,Rice,2259.0,2455.55,2357.38,2183.0
PR010018,2026-06-15,MANDI033,Ambala,Sugarcane,3614.72,3968.0,3791.36,
PR011496,2026-02-23,MANDI004,Ludhiana,Wheat,2087.35,2252.0,2169.48,2275.0
PR003586,2026-08-22,,Hisar,Wheat,2299.05,2787.0,2542.93,2275.0
PR000768,2026-05-22,MANDI049,Bathinda,Mustard,4922.11,6021.96,5472.0,5650.0
PR001836,2026-01-11,MANDI019,Moga,Rice,2104.0,2529.04,2316.76,2183.0
PR005985,2026-05-28,,Moga,Cotton,5867.7,6972.31,6420.0,
PR010030,2026-05-19,MANDI042,Amritsar,Cotton,6473.0,7539.95,7006.0,6620.0
PR000414,2026-01-06,MANDI010,Moga,Sugarcane,3509.19,3844.62,3676.91,3500.0
PR011227,2026-03-12,MANDI018,Ambala,Chawal,2030.81,2174.72,2102.76,2183.0
PR000322,2026-07-02,MANDI035,Ferozepur,Cotton,5701.56,6101.0,5901.31,6620.0
PR005004,2026-06-10,MANDI052,Saharanpur,Ganne,3373.41,3577.69,3476.0,3500.0
PR010655,2026-01-12,MANDI015,Kurukshetra,Chawal,2038.86,2510.2,2274.53,2183.0
PR009331,2026-02-02,MANDI038,Kurukshetra,Maize,2159.0,2337.59,2248.08,2090.0
PR007750,2026-08-30,MANDI003,Ludhiana,Rice,2125.0,2609.55,2367.07,2183.0
PR000777,2026-08-22,MANDI038,Amritsar,Wheat,2007.0,2367.0,2187.0,2275.0
PR006930,2026-05-27,,Bathinda,Mustard,5824.52,7029.02,,5650.0
PR000215,2026-04-26,MANDI022,Bathinda,Wheat,2220.73,2698.44,2460.0,
PR009741,2026-03-07,MANDI043,Fatehabad,Wheat,2388.49,2679.87,2534.0,2275.0
PR010401,2026-08-20,,Bathinda,Maize,2019.13,2140.59,2079.86,2090.0
PR000446,2026-06-27,MANDI005,Amritsar,Rice,2080.49,2532.79,2306.64,2183.0
PR005665,2026-04-10,MANDI025,Kurukshetra,Rice,2194.74,,2295.0,2183.0
PR002351,2026-03-02,MANDI048,Hisar,Mustard,5210.04,,5411.0,5650.0
PR001670,2026-01-19,MANDI036,Amritsar,Wheat,2054.57,,2273.0,
PR001079,2026-04-27,MANDI023,Ambala,Mustard,5909.04,6618.51,6263.78,
PR008938,2026-02-06,MANDI016,Jalandhar,Mustard,5709.09,6540.94,6125.02,
PR007616,2026-06-05,MANDI030,Sirsa,Cotton,6451.9,7363.0,6907.7,
PR007817,2026-08-15,,,Cotton,5647.82,6166.98,5907.0,6620.0
PR005610,2026-07-01,MANDI038,Amritsar,Mustard,5483.06,6128.37,5805.71,5650.0
PR002919,2026-08-28,MANDI057,Bathinda,Mustard,5067.24,5550.24,5308.74,5650.0
PR007554,2026-03-31,MANDI043,Agra,Wheat,2208.76,2646.0,2427.23,
PR009294,2026-07-01,MANDI044,Moga,Rice,2117.82,2434.76,2276.29,2183.0
PR001530,2026-06-30,MANDI005,Amritsar,Rice,2248.0,2760.28,,
PR005119,2026-01-18,MANDI038,Ferozepur,Cotton,5800.0,6858.08,6328.95,6620.0
PR005214,2026-03-27,MANDI009,Jalandhar,Cotton,6610.02,7980.71,7295.36,6620.0
PR008373,2026-07-20,MANDI025,Ludhiana,Sugarcane,3099.0,3843.0,3471.28,3500.0
PR005144,2026-06-15,MANDI042,Amritsar,Wheat,2213.0,2344.39,2278.72,
PR002880,2026-01-31,MANDI002,Ferozepur,Maize,2048.78,2476.15,2262.47,
PR003103,2026-07-30,MANDI019,Patiala,Wheat,2197.29,2663.53,2430.41,2275.0
PR008290,2026-08-26,MANDI036,Ferozepur,Wheat,1934.0,2163.65,2049.0,2275.0
PR001420,2026-08-31,MANDI034,Bathinda,Maize,1879.47,2198.94,2039.2,2090.0
PR007378,2026-03-21,MANDI040,Jalandhar,Wheat,2275.1,2481.94,2378.52,2275.0
PR007351,2026-02-27,MANDI035,Ambala,Makki,1834.49,2140.33,1987.0,
PR005262,2026-04-23,,Ambala,Maize,1893.25,2228.63,2060.94,2090.0
PR001438,2026-04-16,MANDI052,Moga,Rice,1894.51,2155.0,2025.0,2183.0
PR008924,2026-04-29,MANDI006,Amritsar,Maize,1814.22,2132.0,1972.95,2090.0
PR005564,2026-04-29,MANDI019,Ambala,Mustard,5458.0,6731.07,6094.54,5650.0
PR000513,2026-07-04,MANDI004,Ferozepur,Sugarcane,3218.52,3545.78,3382.0,3500.0
PR004559,2026-05-30,MANDI056,Ambala,Cotton,6201.03,6852.04,6527.0,
PR006111,2026-07-23,MANDI027,Sirsa,Mustard,5375.41,5754.0,5564.92,5650.0
PR008786,2026-07-21,MANDI040,Ambala,Maize,1799.0,1890.92,1845.0,
PR001521,2026-07-21,MANDI024,Kurukshetra,Ganne,3192.0,3919.98,3555.83,3500.0
PR005625,2026-05-09,MANDI023,Ferozepur,Maize,2000.0,2229.49,2114.78,2090.0
PR008768,2026-06-29,MANDI047,Sirsa,Maize,2031.95,2496.63,2264.29,2090.0
PR000465,2026-04-15,MANDI019,Amritsar,Wheat,2172.0,2339.9,2256.0,2275.0
PR008809,2026-04-27,MANDI047,Bathinda,Wheat,2108.66,2349.93,2229.3,2275.0
PR000461,2026-02-12,MANDI035,Sirsa,Sugarcane,,3537.57,3421.68,3500.0
PR009693,2026-04-20,MANDI003,Kurukshetra,Mustard,5154.0,6061.0,5607.45,5650.0
PR001171,2026-06-21,MANDI047,Sirsa,Sugarcane,3426.74,3859.0,3643.0,3500.0
PR009310,2026-05-10,,Sirsa,Maize,1999.02,2247.0,2123.0,2090.0
PR005235,2026-05-15,MANDI021,Ferozepur,Sarso,5377.0,6197.53,5787.17,5650.0
PR007673,2026-08-16,MANDI023,Karnal,Rice,2155.58,2576.0,2365.77,2183.0
PR008590,2026-06-06,MANDI002,Hisar,Sugarcane,3169.28,3444.0,3307.0,3500.0
PR004513,2026-01-07,,Ferozepur,Rice,1989.55,2438.19,2214.0,
PR009092,2026-02-10,MANDI032,,Rice,1926.0,2173.49,2050.0,2183.0
PR005238,2026-01-31,MANDI055,Ferozepur,Rice,2189.33,2618.1,2403.71,2183.0
PR001164,2026-08-19,,,Mustard,5500.26,5903.0,5701.78,5650.0
PR011737,2026-05-26,MANDI053,Ambala,Wheat,2214.32,,2359.0,2275.0
PR001170,2026-03-24,MANDI031,Jalandhar,Rice,1958.64,,,2183.0
PR004427,2026-03-20,MANDI039,Ambala,Rice,,2663.43,2401.87,2183.0
PR010127,2026-08-05,MANDI052,Ludhiana,Wheat,2333.0,2460.35,,2275.0
PR009601,2026-03-12,MANDI033,Karnal,Wheat,,2509.97,2330.0,2275.0
PR008408,2026-08-09,MANDI025,Amritsar,Mustard,5321.95,5636.47,5479.0,5650.0
PR007566,2026-11-01,MANDI026,Jalandhar,Sugarcane,3472.78,3946.49,3709.63,3500.0
PR003787,2026-03-19,MANDI024,Patiala,Sugarcane,3470.94,4168.52,,3500.0
PR007685,2026-02-04,MANDI019,Ambala,Maize,2100.92,,2222.23,
PR011908,2026-01-01,MANDI021,Patiala,Mustard,5352.48,5804.0,5578.0,5650.0
PR002594,2026-05-30,MANDI005,Karnal,Wheat,2264.44,2655.0,2460.0,2275.0
PR009847,2026-08-04,MANDI046,Ambala,Wheat,2011.0,2371.0,2190.72,2275.0
PR009488,2026-05-04,MANDI020,Ludhiana,Cotton,6908.1,8345.0,7626.52,6620.0
PR000987,2026-09-07,MANDI017,Karnal,Mustard,5098.0,5913.0,5505.92,5650.0
PR001997,2026-02-27,MANDI019,Jalandhar,Maize,1849.0,2138.0,1993.57,2090.0
PR009233,2026-07-01,MANDI021,Ambala,Wheat,1995.0,2440.25,2217.46,
PR005966,2026-05-24,MANDI002,Ambala,Wheat,1938.0,2328.51,2133.25,2275.0
PR001845,2026-02-13,MANDI050,Ambala,Rice,,2653.5,2399.0,2183.0
PR003630,2026-06-03,MANDI026,Fatehabad,Mustard,4896.68,,5362.2,
PR000947,2026-02-18,MANDI004,Amritsar,Mustard,5066.23,6193.98,5630.11,5650.0
PR005058,2026-09-04,MANDI005,Amritsar,Sugarcane,2983.63,3392.93,3188.28,3500.0
PR006392,2026-02-23,MANDI037,Jalandhar,Sarso,5845.55,6536.0,6190.73,5650.0
PR002022,2026-01-13,,Kurukshetra,Mustard,5248.81,6157.0,5702.83,
PR000990,2026-08-08,,Moga,Sugarcane,3190.73,3563.0,3376.83,
PR002316,2026-08-14,MANDI025,Patiala,Wheat,2278.13,2606.84,2442.48,
PR010335,2026-08-24,MANDI047,Ludhiana,Wheat,,2824.0,,2275.0
PR003888,2026-01-13,MANDI016,Ferozepur,Wheat,1970.0,2447.71,2209.01,2275.0
PR002524,2026-08-28,MANDI046,,Mustard,5290.27,5644.55,5467.41,5650.0
PR011171,2026-03-07,MANDI007,Ferozepur,Cotton,5806.19,,6197.73,
PR011969,2026-04-23,MANDI026,Fatehabad,Mustard,5323.28,5781.92,,5650.0
PR011321,2026-01-08,MANDI032,Karnal,Mustard,5885.92,6737.0,6311.0,5650.0
PR003942,2026-02-13,MANDI030,Moga,Wheat,,2696.0,2458.0,2275.0
PR001801,2026-05-10,,Fatehabad,Wheat,2276.62,2393.05,2334.83,2275.0
PR008530,2026-08-25,MANDI035,Karnal,Wheat,2217.0,2768.23,2492.79,2275.0
PR005536,2026-05-30,MANDI049,Amritsar,Chawal,1936.45,2392.0,2164.02,2183.0
PR004385,2026-09-04,MANDI020,Hisar,Mustard,5369.65,6149.0,5760.0,
PR006568,2026-03-29,MANDI032,Ludhiana,Cotton,6789.5,7440.4,7114.95,
PR005018,2026-07-15,MANDI019,Kurukshetra,Sugarcane,3667.14,4219.0,3943.21,3500.0
PR005216,2026-03-31,MANDI020,Ludhiana,Maize,2072.45,2319.33,2196.0,
PR009528,2026-05-06,MANDI054,Sirsa,चावल,2122.25,2439.0,2280.8,2183.0
PR008963,2026-10-01,MANDI030,Ludhiana,Maize,2008.0,2454.0,2231.12,2090.0
PR008113,2026-01-18,MANDI013,Patiala,Wheat,2061.0,2488.09,2274.4,
PR002825,2026-07-07,MANDI007,Hisar,Cotton,6250.0,6879.85,6564.74,6620.0
PR001248,2026-09-05,MANDI033,Jalandhar,Cotton,6349.88,7726.37,7038.12,6620.0
PR006352,2026-01-16,MANDI046,,Wheat,2317.69,2689.24,2503.0,2275.0
PR009639,2026-07-16,,Moga,Cotton,5865.0,6169.93,6017.51,
PR006082,2026-02-07,MANDI052,Saharanpur,Sarso,4899.0,5934.11,5416.47,5650.0
PR009031,2026-02-16,MANDI032,Ludhiana,चावल,2094.53,2565.64,2330.0,2183.0
PR006129,2026-03-28,,Ferozepur,Cotton,6333.0,7583.0,6958.0,
PR007926,2026-05-15,MANDI044,Fatehabad,Maize,1850.74,2128.0,1989.26,2090.0
PR004415,2026-08-07,MANDI042,Moga,Rice,2225.0,2758.75,2492.1,
PR004273,2026-05-01,MANDI013,Ludhiana,Cotton,6341.64,7232.13,6786.88,6620.0
PR000376,2026-03-31,MANDI055,Ferozepur,Sugarcane,3310.89,3540.0,3425.23,3500.0
PR010607,2026-02-12,MANDI036,Moga,Mustard,5487.47,6651.0,6069.36,
PR002722,2026-01-09,,Ambala,Ganne,3534.0,3759.33,3646.69,3500.0
PR002886,2026-05-08,MANDI025,Hisar,Maize,2106.0,2449.0,2278.0,2090.0
PR000517,2026-07-01,,,Ganne,3263.01,4023.5,3643.25,3500.0
PR000944,2026-03-14,MANDI016,Jalandhar,Maize,2015.0,2361.38,2188.0,2090.0
PR007335,2026-04-18,MANDI048,Muzaffarnagar,Wheat,2007.0,2204.0,2105.75,2275.0
PR003553,2026-08-20,MANDI002,Patiala,Narma,5725.0,7143.5,6434.31,6620.0
PR005700,2026-03-08,MANDI046,Patiala,Rice,1993.2,,2150.01,2183.0
PR000889,2026-08-13,MANDI020,Karnal,Sugarcane,3170.0,3837.0,3503.47,
PR001930,2026-02-15,MANDI057,Karnal,Mustard,5453.72,5972.12,5712.92,
PR004480,2026-08-08,MANDI052,Sirsa,Maize,2014.29,2196.03,2105.16,
PR006900,2026-03-13,,Moga,Maize,1874.09,2205.0,2039.53,2090.0
PR007741,2026-04-18,MANDI012,Hisar,Cotton,6886.87,7256.0,7071.29,6620.0
PR003171,2026-08-08,,,Ganne,3603.59,4161.01,3882.3,3500.0
PR009190,2026-02-09,MANDI015,Ambala,Wheat,2065.86,2377.81,,2275.0
PR004808,2026-02-18,MANDI055,Amritsar,Wheat,1937.49,2407.18,2172.33,2275.0
PR000195,2026-03-11,MANDI035,Jalandhar,Cotton,6722.0,8166.21,7444.0,
PR005258,2026-11-08,MANDI051,Bathinda,Ganne,3050.2,3568.0,3309.28,3500.0
PR008340,2026-06-21,MANDI048,Amritsar,Rice,1941.08,2245.26,2093.17,
PR010596,2026-01-14,MANDI005,Moga,Sugarcane,2979.03,3496.82,3237.93,3500.0
PR008973,2026-09-08,MANDI041,Amritsar,Narma,6933.76,7925.91,7430.0,
PR009900,2026-04-13,MANDI051,Fatehabad,Wheat,2017.93,2330.0,2174.15,
PR001383,2026-02-06,MANDI057,Hisar,Maize,2169.24,2618.0,2393.52,2090.0
PR007198,2026-01-17,MANDI031,Fatehabad,Narma,6758.57,8190.55,7474.56,6620.0
PR011293,2026-03-20,MANDI029,Bathinda,Wheat,2001.0,2246.0,2123.56,
PR000655,2026-05-23,MANDI031,Ambala,Sugarcane,3367.47,3875.19,3621.33,3500.0
PR010126,2026-02-02,MANDI006,Jalandhar,Sugarcane,3136.0,3434.0,3285.14,3500.0
PR003563,2026-02-26,MANDI019,Ambala,Narma,6803.0,8501.78,7652.53,6620.0
PR008545,2026-05-11,MANDI025,Kurukshetra,Mustard,4830.2,6027.48,5428.84,5650.0
PR006835,2026-03-20,,Hisar,Wheat,2160.0,2533.0,2347.0,2275.0
PR006807,2026-01-08,MANDI034,Moga,Maize,2049.19,2314.08,2181.64,2090.0
PR006051,2026-03-08,MANDI056,Hisar,Cotton,5995.0,6454.05,6224.45,6620.0
PR001841,2026-01-12,,Ferozepur,Maize,1982.0,2404.0,2193.21,2090.0
PR004638,2026-08-26,MANDI051,Amritsar,Mustard,5231.46,6151.0,,5650.0
PR010316,2026-03-22,MANDI021,Ferozepur,Rice,2183.0,2668.88,2426.0,2183.0
PR010380,2026-03-21,MANDI050,Moga,Mustard,5133.98,5429.0,5281.0,5650.0
PR007702,2026-02-04,MANDI035,Ambala,Ganne,3327.63,3698.55,3513.09,3500.0
PR007249,2026-01-24,MANDI009,Ferozepur,Wheat,2012.0,2129.46,2071.0,2275.0
PR000679,2026-01-09,MANDI057,Fatehabad,Rice,1970.0,2460.65,2215.18,2183.0
PR006686,2026-01-14,MANDI005,Moga,Cotton,6003.64,6648.55,6326.09,6620.0
PR005347,2026-04-27,MANDI033,Ambala,Narma,6227.56,6651.09,6439.0,
PR007333,2026-03-01,MANDI049,Kurukshetra,Cotton,5737.0,6281.53,6009.49,6620.0
PR003019,2026-07-17,MANDI011,Ambala,Rice,2006.83,2496.43,2252.0,2183.0
PR003039,2026-08-20,,Sirsa,Sugarcane,3637.34,4471.98,4054.66,3500.0
PR008333,2026-07-28,,Fatehabad,Maize,1977.46,2195.0,2086.07,2090.0
PR007028,2026-02-19,MANDI011,Sirsa,चावल,2287.97,2782.77,2535.37,2183.0
PR008351,2026-07-20,,Bathinda,Cotton,6500.33,6885.0,6693.0,6620.0
PR005633,2026-08-09,MANDI015,Ferozepur,Rice,2287.18,2780.79,2533.99,2183.0
PR009330,2026-07-10,MANDI052,Jalandhar,Cotton,6487.52,7836.0,7162.0,6620.0
PR004895,2026-01-14,MANDI030,Fatehabad,Wheat,2016.25,2265.0,2140.5,2275.0
PR009669,2026-04-14,MANDI034,Bathinda,Cotton,6253.0,7072.86,6663.04,6620.0
PR000763,2026-07-18,MANDI054,Saharanpur,Wheat,2363.0,2742.81,2552.91,2275.0
PR010009,2026-03-11,MANDI047,Ludhiana,Maize,2041.46,2325.66,2183.56,2090.0
PR005220,2026-03-04,MANDI032,,Mustard,5667.13,6385.8,6026.46,
PR003027,2026-05-01,MANDI010,Fatehabad,Cotton,6321.15,6963.12,6642.14,6620.0
PR010150,2026-04-03,MANDI015,Amritsar,Mustard,,6360.77,5966.97,
PR005091,2026-07-08,MANDI008,Moga,Sugarcane,3121.66,3597.0,3359.36,3500.0
PR000568,2026-11-08,MANDI007,Karnal,Maize,1914.0,2018.9,1966.6,2090.0
PR011067,2026-08-02,MANDI038,Bathinda,Maize,2161.29,2346.89,2254.09,2090.0
PR006624,2026-01-31,MANDI045,Sirsa,Rice,2197.97,2538.98,2368.48,2183.0
PR000567,2026-02-05,,Ferozepur,Mustard,4885.21,5898.0,5391.59,5650.0
PR001720,2026-05-30,,Ambala,Wheat,2364.72,2487.36,2426.0,2275.0
PR004988,2026-01-17,MANDI051,Ferozepur,Sugarcane,3599.0,3866.0,3732.58,3500.0
PR008519,2026-07-17,MANDI054,Karnal,Maize,2158.0,2336.44,2247.0,2090.0
PR002329,2026-03-06,,,Maize,1864.52,2304.53,2085.0,2090.0
PR011116,2026-08-23,MANDI050,Karnal,Sarso,5437.0,6279.99,5858.0,5650.0
PR002301,2026-08-16,MANDI020,Karnal,Rice,1945.81,2394.0,2169.66,2183.0
PR004330,2026-08-31,MANDI047,Muzaffarnagar,Cotton,6296.63,7815.61,7056.0,6620.0
PR010703,2026-02-01,MANDI043,Ferozepur,Mustard,5562.0,6645.0,6103.33,5650.0
PR001912,2026-06-10,MANDI006,Patiala,Maize,2156.06,2504.0,2329.96,2090.0
PR003213,2026-05-16,MANDI025,Moga,Cotton,5951.0,,6682.0,6620.0
PR011014,2026-05-05,,Sirsa,Wheat,1979.61,,2098.62,2275.0
PR009467,2026-02-19,MANDI026,Ambala,Sugarcane,3293.1,3928.84,,3500.0
PR003503,2026-07-20,MANDI016,Bathinda,Sugarcane,3438.41,4221.0,3829.79,3500.0
PR010140,2026-07-09,MANDI014,Ambala,Wheat,2164.24,2326.85,2245.55,2275.0
PR001871,2026-08-18,,,Chawal,2144.85,2581.18,2363.01,2183.0
