sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent
SEN008,2026-02-10 02:13:09 IST,102,�F,1.04,in,51
SEN019,2026-03-05T15:50:26,15.6,c,15.6,mm,90
UNKNOWN,2026-07-15 00:01:39 UTC,66.7,�F,15.5,mm,75
SEN004,,21.3,�C,-3.5,mm,75
SEN003,2026-03-23 19:58:01 UTC,31.7�C,,1.9,MM,94
SEN024,,31.4,C,0.48,inches,
SEN030,2026-04-02 04:33:08 UTC,72.9,f,0.77,inch,41
SEN047,2026-07-16 09:51:31 IST,33.4�C,,0.72,inch,74
SEN015,2026-03-17 16:29:55 IST,29,Celsius,1.63,inch,46
SEN038,2026-05-29 14:48:05 IST,102.4,�F,1.7,in,95
SEN018,2026-06-01 03:32:40 IST,26.4,C,19.6,MM,36
SEN016,2026-01-27 08:23:07 UTC,34.3,c,0.68,inch,44
SEN007,2026-07-21 23:11:55 IST,76.8,�F,1.81,inches,56
SEN029,2026-04-01 18:10:04 UTC,31.6,c,-28.1,mm,87
SEN002,05-24-2026 04:31 PM,94.3,�F,NA,,50
SEN002,2026-02-26 20:00:21 UTC,83.8,Fahrenheit,48.5,mm,64
SEN013,04/04/2026 22:39,16.6�C,,5.2,mm,82
SEN012,2026-02-28 02:33:50 UTC,38.5�C,,-37.6,mm,68
SEN020,2026-02-05 04:15:51 IST,34.0�C,,1.06,in,53
SEN002,2026-05-13 11:54:11 IST,96.4,f,0.26,inches,63
SEN007,09/07/2026 19:44,26.2,Celsius,4.2,mm,76
SEN047,2026-04-05 11:40:52 UTC,38.7,C,15.3,MM,87
SEN019,2026-08-07 16:52:09 UTC,102,�F,1.07,in,94
SEN023,2026-07-26 11:28:46 UTC,38.5,c,0.19,inch,44
SEN050,2026-04-21 00:27:40,16.4,C,NA,,55
SEN037,2026-04-16 14:08:59 IST,60.4,�F,24.4,millimeters,32
SEN040,2026-05-23T17:32:10,72.7,�F,20.2,mm,66
SEN042,2026-03-01 05:13:31 UTC,32,C,5.6,mm,59
SEN006,2026-07-14 07:53:00 IST,19.2,Celsius,0.6,inch,53
UNKNOWN,2026-07-23 18:37:53 IST,20.8,C,22,millimeters,62
SEN048,2026-08-17 01:20:44 UTC,86.2,Fahrenheit,33,MM,
SEN040,15/03/2026 11:53,63.1,Fahrenheit,1.57,inch,51
SEN045,2026-03-05 10:23:53 IST,78.4,Fahrenheit,46.5,MM,47
SEN001,2026-07-19 11:53:29 UTC,28.5�C,,-24.5,mm,80
SEN050,2026-01-02 08:10:18 IST,37.3,Celsius,14.9,millimeters,77
SEN033,2026-07-20 07:13:24 IST,15.2,Celsius,47.2,MM,94
SEN028,2026-07-29 23:30:21 UTC,25.9,c,28.1,millimeters,81
SEN049,2026-08-14 06:27:09 IST,20.2,�C,-26.4,mm,38
SEN024,2026-08-28 19:13:10 UTC,85.3,Fahrenheit,47.6,millimeters,39
SEN035,03/07/2026,59.4,F,34.4,MM,56
SEN029,2026-07-23 02:18:57 IST,90,Fahrenheit,49.2,mm,89
SEN046,2026-07-22 18:03:38 UTC,90.5,f,31.6,mm,37
SEN041,04-16-2026 05:29 AM,23.4,Celsius,43.6,MM,54
SEN042,2026-06-13 05:06:03 IST,35.2�C,,30.2,mm,
SEN013,2026-06-11 16:27:23 IST,33.1�C,,0.01,inches,84
SEN019,,25.2�C,,49.2,millimeters,37
UNKNOWN,2026-07-07 05:47:00 UTC,32.8�C,,-35.6,mm,63
SEN022,2026-03-12 14:02:59 IST,103.6,Fahrenheit,0.86,inch,47
SEN022,2026-05-01 05:57:21 IST,34.7,Celsius,1.01,in,53
UNKNOWN,2026-05-20 17:06:00 IST,65.5,Fahrenheit,45.8,millimeters,70
SEN042,,36,C,14.1,millimeters,45
SEN024,2026-07-02 14:46:40 IST,36.4,c,NA,,74
SEN044,2026-05-25 20:26:13 IST,65.8,f,45.5,MM,94
SEN025,,93,f,20.1,MM,
SEN006,2026-05-12 15:52:42 UTC,73.4,f,35.5,millimeters,79
SEN003,2026-04-15 14:59:08 IST,24.8,c,NA,,31
SEN031,27/08/2026,20.7�C,,49.1,mm,
SEN003,2026-07-13 06:02:15 IST,103.5,�F,6,millimeters,73
SEN020,2026-01-31 03:20:47 IST,18.3,�C,-42.3,mm,50
SEN026,2026-01-10 19:59:51 IST,91.6,f,1.88,inch,79
SEN027,22/06/2026 16:12,63.3,�F,27.6,mm,68
SEN033,2026-03-04 18:27:26 UTC,34.8,�C,25.5,MM,
SEN001,17/07/2026 03:17,22.1,�C,1.83,in,44
SEN040,06-12-2026 09:22 AM,34.6,C,0.23,inches,
SEN013,2026-02-03 17:07:45 IST,68.7,Fahrenheit,17,mm,55
UNKNOWN,2026-02-23 12:50:36 UTC,97.5,�F,10.4,MM,78
SEN001,04-08-2026 02:13 AM,98.2,F,7.5,MM,94
SEN043,2026-06-18 02:21:17 UTC,64.2,Fahrenheit,25.7,mm,56
SEN009,,86.9,�F,1.11,in,56
SEN035,,20.8,C,20.4,mm,75
SEN014,,88.7,F,1.08,inches,91
UNKNOWN,2026-05-25 19:59:31 UTC,94.1,F,18.7,millimeters,49
SEN019,2026-01-28 11:03:41 IST,18.7,C,0.51,in,81
SEN035,2026-05-27 08:04:56,26.9,�C,5.1,millimeters,90
SEN044,2026-05-13 08:13:42 UTC,65.8,f,0.15,inch,70
SEN025,2026-03-12 05:09:52 UTC,33.4,C,18.8,MM,74
SEN014,2026-04-06 11:49:45 IST,29.0�C,,45.3,mm,76
SEN042,2026-03-05 16:38:40 IST,17.5,Celsius,47.3,MM,53
SEN020,2026-05-27 06:36:41 IST,25.2,Celsius,1.2,in,81
SEN029,2026-01-29 20:31:56 IST,28.4,C,33.4,mm,59
SEN006,2026-05-06 02:01:20 UTC,34.4,C,0.73,in,
SEN034,2026-04-16 14:27:57 IST,34.3,C,6.2,MM,76
SEN047,2026-03-23 09:44:35 UTC,67.8,Fahrenheit,13.3,millimeters,
SEN009,2026-03-01 07:48:16 IST,76.5,F,1,mm,31
SEN044,2026-01-04 08:39:47 IST,92.8,f,38.9,millimeters,94
SEN032,2026-03-02 13:41:07 UTC,29.8�C,,27,mm,67
UNKNOWN,2026-08-03 21:53:18 UTC,15,C,44.3,millimeters,53
SEN045,2026-07-03 20:27:32 UTC,36.9,c,1.19,in,44
SEN003,01-Sep-2026 09:52:09,34.3,�C,1.88,in,35
SEN012,2026-06-05 11:07:26 UTC,28.2�C,,1.08,in,52
SEN015,2026-05-28 05:05:20 IST,30.6,Celsius,21.1,mm,
SEN038,2026-08-13 10:12:43 UTC,61.7,�F,NA,,45
SEN039,04/04/2026 16:09,25.5,Celsius,26.1,MM,44
SEN019,2026-05-02 11:54:25,34.1,C,11.8,MM,68
SEN013,2026-03-31 04:23:37 IST,99.3,f,0.72,in,65
SEN026,2026-07-23 14:19:56 IST,36.8,c,1.45,inch,58
SEN009,2026-07-26 15:19:53 IST,15.8�C,,0.3,MM,46
UNKNOWN,02-22-2026 04:37 PM,86.5,f,1.39,inches,92
SEN002,24-Apr-2026 22:06:09,40,�C,-16.8,mm,79
SEN008,2026-04-13 13:03:46 IST,76.8,�F,-13.7,mm,91
SEN017,2026-05-30 02:41:57 UTC,30.2,�C,1.38,inch,65
UNKNOWN,2026-01-19 16:53:54 UTC,37,C,47.9,mm,47
SEN015,2026-01-27 19:21:46 IST,34.4,c,0.63,inches,58
SEN037,2026-06-15 03:56:29,103.1,Fahrenheit,1.41,in,41
SEN019,2026-06-02 18:43:25 UTC,21.9,Celsius,0.33,in,33
SEN047,2026-08-07 17:38:17 UTC,83.7,F,0.25,inch,49
SEN045,2026-08-28 08:04:20 IST,16,�C,10.8,mm,
SEN021,2026-02-20 09:12:56 UTC,59.2,Fahrenheit,28.6,mm,57
SEN001,2026-02-03 15:01:26,28.2,�C,NA,,38
SEN041,2026-03-23 07:21:57 UTC,30.2,C,29.2,millimeters,56
SEN019,28-Mar-2026 11:43:06,87.4,�F,22.8,MM,60
SEN010,2026-04-24 23:44:43 IST,96.4,Fahrenheit,16.9,millimeters,59
SEN012,2026-04-18 20:39:12 IST,18.6�C,,-5.6,mm,69
SEN032,2026-07-28 17:06:29 UTC,37.2,c,0.58,inches,80
SEN039,2026-05-09 10:21:00 UTC,74.8,f,9.4,millimeters,
SEN015,2026-02-12 15:57:32 IST,90.5,�F,0.56,in,95
SEN041,2026-08-01 23:46:25 IST,17.4,Celsius,-36.9,mm,30
SEN019,2026-04-26 00:37:25 IST,30.1,�C,43.7,MM,49
SEN045,2026-07-07 16:51:54 UTC,82.9,�F,18.6,mm,57
SEN050,2026-03-30 11:58:31 IST,38.5�C,,41.8,millimeters,74
SEN025,08-17-2026 11:01 AM,37.5,Celsius,31.7,millimeters,95
SEN030,2026-01-31 06:00:28 UTC,69.6,Fahrenheit,33.2,MM,86
SEN050,,29.9,c,41.4,MM,
SEN038,2026-03-23 11:45:04 UTC,36.8,c,47.4,mm,88
SEN016,2026-04-04 13:04:43 IST,16.0�C,,6.6,MM,57
SEN032,,101.5,Fahrenheit,1.5,millimeters,64
SEN008,19/07/2026 20:03,18.8�C,,17.2,millimeters,
SEN025,2026-06-20 03:31:20 UTC,34.2,C,41.2,MM,30
SEN002,2026-06-03 23:56:34 IST,28.0�C,,-11.4,mm,92
SEN027,2026-06-21 15:02:33 IST,18.6,Celsius,32.6,mm,
SEN006,,101.8,F,0.96,in,45
SEN026,,93,Fahrenheit,45.4,millimeters,72
SEN021,2026-02-05 15:06:38 UTC,84.7,f,20.9,mm,48
SEN029,,72.1,f,47.7,millimeters,40
SEN020,2026-05-05 20:02:52 UTC,96.6,�F,36.5,millimeters,
SEN040,2026-02-14 07:39:13 UTC,83.5,f,10.1,MM,95
SEN029,2026-06-06 16:30:42 IST,39.9,Celsius,1.75,inch,39
SEN008,,35,c,49.2,MM,83
SEN025,2026-01-25 13:57:28 UTC,103.5,�F,39.3,mm,33
UNKNOWN,2026-08-18 21:59:59 IST,38.6,�C,49.6,MM,44
SEN007,2026-07-21 13:33:51 IST,30.7�C,,4,MM,94
SEN023,2026-01-07 02:40:10 IST,99.3,�F,9,mm,50
SEN011,2026-08-21T04:22:40,73.8,�F,13.3,millimeters,85
SEN027,2026-01-09 19:27:07 IST,31.3,�C,19.3,millimeters,87
SEN008,2026-06-25 02:47:52 UTC,36.4,�C,46.1,MM,34
SEN006,,18.8,c,35,mm,64
SEN032,2026-01-30 12:44:48 IST,30.8�C,,-0.4,mm,56
SEN016,2026-05-31 22:12:27 IST,20.1,Celsius,46.3,mm,90
SEN001,2026-02-19 15:27:24 UTC,93,F,1.37,inches,70
SEN010,2026-05-08 05:03:41 UTC,31.7�C,,31,MM,33
SEN022,2026-09-04 02:44:52 IST,74.8,f,0.49,in,83
SEN014,2026-06-09 14:59:08 IST,70.9,f,28,MM,90
SEN036,2026-05-01 16:09:39 IST,23.2,�C,1.7,inches,34
SEN041,,38.3,�C,NA,,60
SEN019,2026-04-01 07:48:03 IST,25.5,c,20.7,mm,55
SEN016,08-19-2026 05:12 PM,37,�C,0.67,inch,63
SEN048,2026-04-11 06:31:35 UTC,79.5,Fahrenheit,15.1,MM,51
SEN039,03-Apr-2026 17:09:55,26.1,c,11.8,millimeters,86
SEN044,2026-02-08 06:06:06 IST,19.6,C,NA,,50
SEN026,2026-01-04 20:54:26 IST,66.7,f,0.76,inches,72
SEN050,2026-05-18 18:18:58 UTC,80.2,f,0.39,in,73
SEN020,2026-02-28 08:23:37 IST,59.2,�F,1.44,inch,43
SEN050,2026-09-09 18:28:32 IST,25.1,�C,1.4,inch,34
SEN009,31-Jan-2026 19:05:02,92.3,Fahrenheit,2,millimeters,92
SEN048,2026-05-13 01:42:53 UTC,36.2,Celsius,26.2,millimeters,59
SEN042,2026-03-04 16:03:42 UTC,97.3,Fahrenheit,-14.4,mm,50
SEN020,,20,c,0.86,inch,48
SEN024,21-Feb-2026 15:04:02,31.4,�C,22.9,mm,50
SEN022,,82,f,1.19,inch,73
SEN019,2026-05-03 13:31:00 IST,60.8,F,-32.7,mm,53
SEN008,2026-07-23 07:27:16 UTC,97.5,f,1.1,inch,65
SEN009,2026-03-29 06:26:10 IST,22.7,C,-38.1,mm,
SEN048,2026-05-12 16:43:32 UTC,26.8,�C,29.5,mm,75
SEN008,06-23-2026 08:53 PM,20,Celsius,NA,,
SEN032,15-Feb-2026 21:44:48,63.7,f,12,mm,
SEN040,13/03/2026 02:13,22.3�C,,36.7,millimeters,47
SEN021,2026-05-12 02:01:52,36,c,49,MM,49
SEN006,2026-05-23 21:26:58 IST,95.4,f,15.5,MM,65
SEN036,2026-07-01 23:25:12 IST,81.7,f,5.3,MM,80
SEN031,02/04/2026 23:46,21.3,C,22.6,millimeters,61
SEN023,2026-02-20 23:54:20 IST,79.9,Fahrenheit,NA,,91
SEN019,2026-01-22 10:48:26 IST,80.2,F,48.5,MM,40
SEN021,2026-01-11 22:02:12 IST,98.2,�F,17.3,mm,
SEN040,2026-04-22 03:00:53 IST,32.5,c,8.6,MM,
SEN035,,82.4,f,8.1,mm,83
SEN037,2026-03-19 02:36:52 UTC,15.1,C,19.6,MM,46
SEN008,2026-05-18 14:39:44 IST,103.8,Fahrenheit,-19.3,mm,50
SEN045,2026-07-09 14:19:01 UTC,17.3,�C,25.8,MM,31
SEN014,12-Jul-2026 19:50:49,32.2�C,,4.7,millimeters,88
SEN008,2026-09-01 11:05:14 IST,73.8,f,32.2,MM,34
SEN019,2026-07-27 02:16:42 UTC,74.5,f,13.9,millimeters,85
SEN031,2026-05-29 15:57:00 UTC,103.5,Fahrenheit,NA,,35
UNKNOWN,2026-05-09 15:26:15 IST,102.2,f,1.44,inches,66
SEN019,2026-01-28 18:39:16,64,F,1.02,inch,
SEN046,2026-01-27 19:48:48,38.6�C,,13.7,mm,91
SEN011,2026-02-17 10:31:15 IST,88,f,40.6,mm,39
SEN018,2026-04-22 14:31:13 UTC,63,�F,1.68,in,72
SEN029,2026-01-04 22:29:17 UTC,26.9,�C,1.73,inch,78
SEN034,2026-03-12T02:04:20,20.7,C,39.4,MM,76
SEN020,2026-01-29 18:27:00 IST,96.4,f,16.1,millimeters,
SEN007,,34.5�C,,0.88,inches,67
SEN044,2026-05-25 11:03:30 IST,15.7,c,23.1,MM,94
SEN047,2026-04-05 16:41:57 IST,61.5,Fahrenheit,37.5,MM,50
SEN025,,102.7,�F,37.2,MM,34
SEN023,2026-06-26 01:25:44 IST,22.8�C,,18.1,MM,67
SEN030,2026-03-07 21:57:13 IST,100.9,f,3.8,mm,44
SEN037,2026-07-08 00:14:43 IST,32.1�C,,6.5,millimeters,64
SEN010,,96.3,F,NA,,43
SEN002,16/03/2026,83.7,Fahrenheit,16.7,millimeters,77
SEN016,15/07/2026 15:28,33.9,Celsius,29.8,MM,47
UNKNOWN,2026-05-20 23:18:58 UTC,84,�F,0.35,in,76
SEN012,2026-09-01 07:19:31 UTC,68.7,�F,21.7,MM,53
SEN044,2026-02-07 22:17:29 IST,93,F,18.1,mm,72
SEN048,2026-05-16 12:39:06 IST,25.2,Celsius,39.1,millimeters,93
SEN007,2026-08-28T02:35:47,18.7�C,,25.8,millimeters,51
SEN029,,29.4,�C,1.61,inch,49
SEN005,2026-05-07 20:08:24 UTC,92.7,�F,28.7,millimeters,71
SEN020,2026-06-18 19:42:49 IST,100.4,f,0.71,in,50
SEN002,2026-03-02 04:49:26 UTC,60.4,Fahrenheit,0.68,inch,47
SEN048,,19.6,Celsius,23.4,millimeters,68
SEN047,2026-07-06 04:28:17 UTC,31.1�C,,0.4,MM,
SEN023,2026-07-23 03:21:47 UTC,66.4,F,1.79,in,37
SEN020,2026-04-05 18:37:51 UTC,60.6,Fahrenheit,0.23,inches,58
UNKNOWN,2026-04-01 14:27:58 IST,61.2,F,20.7,millimeters,37
SEN022,30-Aug-2026 15:17:13,35,c,0.63,in,52
SEN038,2026-03-24 21:57:15 IST,31.2,�C,3.2,mm,54
SEN048,2026-01-06 11:20:06 IST,83.7,f,28.2,MM,77
SEN043,28/02/2026 13:23,21.9�C,,49.5,mm,93
SEN035,2026-05-30 08:07:05 UTC,35.6,�C,45.6,MM,95
SEN009,2026-06-05 11:52:53 UTC,36.2,Celsius,-1.6,mm,36
SEN046,2026-07-17 07:29:57,65.7,�F,48.7,MM,93
SEN031,25/06/2026 17:43,59.5,f,43,millimeters,32
SEN028,,34.0�C,,0.27,inches,76
SEN031,,79.3,Fahrenheit,16.7,MM,73
SEN026,24/05/2026 09:17,23.7,Celsius,-1.6,mm,89
SEN015,,25.9,�C,1.68,in,91
SEN029,2026-02-07 08:55:42,16.6�C,,-5.1,mm,47
SEN019,2026-03-09 22:31:16 IST,18.7,Celsius,NA,,69
SEN034,2026-03-24 11:58:24 UTC,20.8,�C,46.6,millimeters,37
SEN050,2026-02-08 21:01:02 UTC,22.2,Celsius,18.8,mm,65
SEN028,2026-07-13 11:31:01 UTC,39.2,Celsius,0.33,inch,45
SEN028,2026-01-19 17:53:59 IST,16.7,�C,46.4,MM,92
SEN043,2026-03-10 10:31:37 UTC,31,�C,17.9,millimeters,47
UNKNOWN,2026-04-29T09:36:15,94.3,F,0.76,in,39
SEN020,2026-07-07 16:04:54 IST,82.4,F,13.6,MM,35
SEN036,2026-05-01 09:51:26 IST,63.5,�F,1.65,in,83
SEN033,2026-08-03 19:34:51 UTC,93.2,F,0.8,inch,
SEN016,2026-01-17 13:37:12,85.5,Fahrenheit,30.5,millimeters,34
SEN010,2026-09-01 07:12:27 IST,90.9,Fahrenheit,5.1,MM,
SEN014,2026-08-20 19:41:04 UTC,33.9,c,1.18,in,34
SEN049,,73.9,f,1.26,in,83
SEN034,2026-08-15 02:15:46 UTC,21.6,c,42.6,mm,
SEN010,07-08-2026 11:45 PM,90.9,f,44.7,MM,47
SEN008,2026-01-31 21:28:01 UTC,101.1,�F,0.33,in,69
SEN046,2026-05-02 16:10:38 IST,88.9,f,0.53,in,52
SEN003,2026-08-17 04:52:35 UTC,36,C,0.23,in,72
SEN017,2026-04-11 08:22:53 IST,64.9,F,1.23,inch,58
SEN048,2026-06-28 20:28:11 UTC,21.2�C,,-22.1,mm,60
SEN015,2026-07-08 22:48:16 IST,30.5,�C,0.22,inch,89
SEN050,14/07/2026 08:44,26.1�C,,28.3,mm,35
SEN019,2026-06-29 16:16:43 IST,99.3,Fahrenheit,1.06,in,36
SEN045,2026-04-22 06:35:47 UTC,99.7,�F,22.2,millimeters,36
SEN046,,25.5,�C,22.9,MM,94
SEN029,07/08/2026 03:43,72.7,f,1.83,in,
SEN021,2026-04-19 19:34:41 IST,102,�F,0.69,inches,
SEN018,2026-07-04 11:17:44 IST,73.4,Fahrenheit,5.1,millimeters,84
SEN037,2026-03-27 16:54:21 IST,72.7,�F,38,MM,73
SEN035,,102.7,F,1.3,mm,57
UNKNOWN,2026-05-11 16:26:00 UTC,28.3,Celsius,26.2,MM,35
SEN002,2026-07-12 00:03:29,21.4,�C,NA,,68
SEN016,2026-09-07 13:52:29 IST,24.1,c,28.5,MM,35
SEN041,2026-05-04 07:09:00,72.9,Fahrenheit,-43.2,mm,41
SEN023,2026-06-24 07:02:58 UTC,17.9,C,1.49,in,77
SEN031,2026-03-26 15:17:35 IST,17.7�C,,-9.9,mm,38
SEN013,2026-03-05 21:09:54 IST,94.3,Fahrenheit,1.92,inches,70
SEN029,2026-05-15 07:01:46,70.7,f,40.9,mm,33
SEN017,20/05/2026,33.8,c,45.6,MM,31
SEN003,2026-03-03 11:47:49 IST,20,�C,2.1,mm,94
SEN046,2026-08-05 11:11:15 IST,103.8,�F,46.9,mm,69
SEN007,2026-08-03 23:26:02 IST,80.2,F,27.9,millimeters,93
SEN050,08-Mar-2026 01:28:26,18.1,c,20.6,mm,69
SEN041,2026-04-19 13:24:20 IST,82.9,Fahrenheit,1.9,millimeters,31
SEN023,2026-09-07 10:50:08 UTC,35.9,c,18,MM,60
SEN012,2026-04-17 18:15:23 UTC,39.7�C,,10.3,mm,51
SEN018,2026-08-31 14:05:55,27.8,Celsius,1.32,inch,82
SEN002,2026-04-07 03:32:17 IST,96.8,f,1.69,inch,60
SEN007,2026-05-19 15:29:42 UTC,16,c,39.1,MM,48
SEN049,2026-04-25 01:46:23 IST,82,f,32.7,millimeters,80
SEN031,2026-04-04 15:16:34 UTC,26.8,Celsius,-15.7,mm,40
SEN046,2026-01-31 11:12:32 UTC,86.7,�F,-3.2,mm,76
SEN002,2026-08-26 21:38:18 UTC,30.9,Celsius,15.1,mm,
SEN016,2026-05-23 22:24:06 UTC,85.8,F,-40.3,mm,90
SEN024,2026-08-06 04:32:24 IST,93.7,F,14.6,mm,32
SEN001,2026-05-27 16:55:20 IST,34.2,�C,4,millimeters,
SEN016,,99.1,F,43.9,millimeters,52
SEN047,2026-04-26 06:12:15 IST,27.2,�C,1.96,inches,92
SEN011,2026-06-17 10:48:51 IST,26.8,C,46.4,mm,
SEN017,2026-03-04 06:57:18 IST,100,Fahrenheit,26.2,millimeters,68
SEN005,2026-06-27 05:35:51 UTC,15.7,c,37.2,millimeters,74
SEN030,2026-04-21 17:13:53 UTC,19.7,C,8.4,millimeters,72
SEN036,2026-06-26 09:53:10 UTC,85.3,F,0.41,inches,48
SEN035,2026-06-12 02:42:45 IST,93.9,�F,39.7,MM,70
SEN042,2026-03-24 17:28:09,98.1,F,9.5,mm,65
SEN032,2026-05-16 22:45:58 IST,30,Celsius,36.8,MM,38
SEN024,2026-09-07 01:30:06 IST,35.9,c,47.2,mm,90
UNKNOWN,2026-06-20 12:59:54 UTC,31.1,C,27.5,millimeters,34
SEN011,2026-03-28 14:32:01 IST,102.4,f,NA,,70
SEN037,2026-07-29 18:13:32 UTC,29.9,c,1.89,in,84
SEN042,2026-01-12 15:02:04,20.5,�C,25.6,MM,39
SEN002,2026-05-29 15:53:46 IST,91.6,�F,1.9,MM,87
SEN024,2026-02-01 21:38:41 UTC,31.7,C,48.7,MM,91
UNKNOWN,2026-06-11 17:07:03 UTC,82.4,Fahrenheit,9.9,MM,54
SEN045,2026-02-14 14:45:45 IST,21.7,c,37.7,MM,58
SEN039,2026-02-10 18:37:28 IST,21.2�C,,29.4,mm,73
SEN037,2026-08-14 17:15:51,85.5,Fahrenheit,33.8,MM,87
SEN037,2026-05-19 19:36:38 IST,16.4,c,NA,,45
SEN009,2026-05-24 20:35:34 IST,38,C,25.1,millimeters,
SEN026,06-22-2026 07:07 PM,28.4,Celsius,1.11,inch,86
UNKNOWN,,36.3,�C,32,MM,58
SEN002,2026-06-01 18:37:13 IST,38.5,c,1.66,in,75
SEN013,,23.4,C,1.4,inch,51
SEN049,01-11-2026 11:47 AM,39.4,C,41.7,millimeters,54
SEN038,2026-01-17 01:27:04 IST,91.2,F,-26.9,mm,34
SEN043,2026-04-27 21:26:40 UTC,25.4�C,,0.07,inches,43
SEN005,22/05/2026 12:51,81.1,f,10.9,MM,
SEN017,09/09/2026 09:10,96.3,F,27.5,MM,31
SEN028,,74.7,�F,45.3,millimeters,36
SEN046,2026-05-22 11:14:36 UTC,23.6,c,0.19,in,63
SEN044,06/03/2026 04:55,72.7,Fahrenheit,48.9,MM,66
SEN003,2026-04-19 03:35:31 IST,28.3,C,22.3,mm,31
SEN021,2026-06-27 23:58:19 IST,25.9,C,18.9,MM,68
SEN008,2026-04-17 07:06:47 IST,32.6,C,47.2,millimeters,81
UNKNOWN,2026-03-31 02:57:57 UTC,82,Fahrenheit,-25.5,mm,67
SEN024,2026-02-05 19:43:49 IST,74.8,F,14.9,millimeters,87
SEN007,2026-08-02 07:08:59 UTC,32.1,�C,13.5,mm,38
SEN019,,98.2,�F,0.55,in,32
SEN050,22-Aug-2026 22:00:55,81.5,F,23.1,millimeters,72
UNKNOWN,2026-06-29 07:36:05 IST,80.4,Fahrenheit,36.1,mm,42
SEN009,2026-06-24 03:25:31 UTC,36.3,Celsius,20.9,millimeters,
SEN027,2026-06-24 05:05:33 UTC,35.8,C,43.1,mm,56
SEN027,2026-04-20 23:03:57 IST,83.3,f,31.2,MM,34
UNKNOWN,,96.8,�F,0.32,in,32
SEN017,2026-01-25 19:43:05 IST,36.4�C,,17.8,mm,41
SEN015,2026-08-01 05:23:05,85.8,F,1.19,inches,61
SEN009,2026-02-05 22:58:21 IST,16.1,C,-49.9,mm,61
SEN045,2026-07-05 02:07:06 IST,20.7,C,32.7,MM,66
SEN026,2026-08-13 12:28:46 UTC,103.1,Fahrenheit,31.3,mm,92
SEN009,2026-04-29 14:51:31 UTC,28.9,Celsius,3.1,MM,
SEN038,2026-05-10 02:11:33 IST,17.7,c,30,MM,31
SEN047,2026-05-01 10:48:27,31.1,c,38.6,MM,40
SEN003,2026-07-24 18:36:22 IST,23.6,Celsius,1.08,inch,42
SEN009,2026-04-15 16:41:57,67.1,�F,0.75,in,40
SEN029,,68.7,Fahrenheit,0.71,inches,53
SEN045,2026-04-10 14:38:09 UTC,29.7,c,9.9,MM,63
SEN046,2026-01-23 09:03:36 UTC,38.4�C,,-28,mm,53
SEN007,2026-08-21 14:32:11 UTC,37.4,Celsius,1.57,inch,60
SEN046,2026-04-23 12:14:39 IST,86.4,F,7.8,MM,91
SEN004,2026-07-30 07:00:19 UTC,35.1,C,1.85,in,60
SEN026,2026-05-26 01:10:19 UTC,32.9,Celsius,39.6,MM,53
SEN032,2026-05-24 02:31:06 UTC,22.1�C,,-49.9,mm,84
SEN030,2026-04-07 23:07:42 IST,21,�C,0.2,mm,84
UNKNOWN,2026-04-25 20:25:09 IST,31.1,�C,4.3,millimeters,
SEN023,2026-08-04 07:57:07 UTC,99.9,�F,-16.3,mm,65
SEN029,2026-08-31 22:15:20 IST,34.5,�C,34,millimeters,32
SEN002,2026-04-16 07:14:09 UTC,30.7,C,40.2,mm,75
SEN012,18/06/2026,71.4,�F,44.1,mm,38
SEN014,2026-06-06 07:34:17 IST,39.6,�C,0.48,in,51
SEN033,2026-09-01 19:53:21 UTC,84.9,�F,0.58,inch,38
SEN004,2026-02-12 21:30:13 IST,59,f,NA,,54
SEN044,2026-03-21 04:42:11 IST,32.6�C,,0.5,millimeters,38
SEN049,2026-06-25 19:51:25 IST,26.3,c,16.2,mm,80
UNKNOWN,2026-02-14 09:08:07 IST,34.7,Celsius,8.6,mm,60
SEN014,2026-04-04 18:37:23 IST,26.1,�C,7.3,millimeters,49
SEN005,,19.4,Celsius,NA,,
SEN037,2026-01-30 10:58:55 IST,24.4�C,,42.2,MM,92
SEN015,2026-02-10 03:27:25 IST,28.2�C,,-39.3,mm,84
SEN036,2026-08-02 17:15:47 IST,34.1,C,27.9,mm,51
SEN013,2026-01-01 04:14:56 IST,30.4,�C,1.54,inch,60
SEN018,2026-08-13 09:18:25 IST,30.8,c,12.6,millimeters,34
SEN025,,24.1,�C,42.6,MM,71
UNKNOWN,2026-07-17 23:49:29 IST,66.4,�F,44.1,millimeters,30
SEN035,07-May-2026 00:24:18,84,F,33.6,millimeters,63
SEN034,2026-08-06 05:30:06 IST,21.5�C,,15.3,MM,87
SEN036,2026-08-14 02:04:38 UTC,21.9,Celsius,1.2,mm,57
UNKNOWN,2026-09-05 19:30:31 UTC,29.5�C,,41.5,mm,83
SEN039,17/04/2026 01:48,92.1,F,42,MM,78
SEN046,,36.5,Celsius,10.2,MM,59
SEN016,2026-08-25 05:51:58 IST,77,�F,47.8,MM,48
SEN030,2026-03-03 12:38:35 UTC,22.8,C,0.33,inch,35
SEN034,2026-06-03 22:44:30 UTC,19.6,C,1.85,in,66
SEN023,2026-05-18 07:28:08 UTC,17.8,Celsius,44.7,millimeters,34
UNKNOWN,2026-06-19 16:20:20 IST,79.7,Fahrenheit,23.4,mm,41
SEN012,2026-04-05 17:21:00 UTC,97.7,f,28,MM,33
