Trip_ID	Mandi_ID	Destination_Warehouse	Departure_Time	Arrival_Time	Is_Arrival_Time_Imputed	Transit_Hours	Is_Transit_Hours_Negative_Flag	Is_Transit_Hours_Imputed	Distance	Distance_Unit	Vehicle_No	Driver_ID	Is_Driver_ID_Imputed
TRP000467	MANDI052	WH-West	20-03-2026 20:56	21-03-2026 18:02	FALSE	21.1	FALSE	FALSE	1210.8	km	DL-15-CD-6938	DRV377	FALSE
TRP000468	MANDI021	WH-West	01-02-2026 04:28	02-02-2026 03:04	FALSE	22.6	FALSE	FALSE	906.9	km	DL-41-AB-9900	DRV170	FALSE
TRP000469	MANDI056	Export-Terminal	23-05-2026 22:15	24-05-2026 20:33	TRUE	22.3	FALSE	FALSE	731.4779412	miles	HR-55-AB-1820	DRV400	FALSE
TRP000470	MANDI028	WH-Central	26-02-2026 08:39	27-02-2026 01:57	FALSE	17.3	FALSE	FALSE	724	km	RJ-19-BC-9498	DRV434	FALSE
TRP000471	MANDI056	WH-South	13-03-2026 04:19	13-03-2026 08:19	FALSE	4	FALSE	FALSE	227.1	km	PB-20-DF-6964	DRV368	FALSE
TRP000472	MANDI012	WH-North	08-06-2026 19:19	09-06-2026 04:55	FALSE	9.6	FALSE	FALSE	463.0 KM		PB-15-DF-5209	DRV583	FALSE
TRP000473	MANDI005	Export-Terminal	04-01-2026 00:17	04-01-2026 05:17	FALSE	5.01	FALSE	TRUE	151.0552901	miles	UP-45-BC-3310	DRV115	FALSE
TRP000474	MANDI005	WH-Central	22-04-2026 22:32	23-04-2026 01:20	FALSE	2.8	FALSE	FALSE	156.8	km	UP-28-AB-5247	UNASSIGNED	TRUE
TRP000475	MANDI025	WH-West	23-03-2026 07:30	23-03-2026 23:06	FALSE	15.6	FALSE	FALSE	805.3	km	DL-20-BC-6804	DRV805	FALSE
TRP000476	MANDI050	Export-Terminal	30-01-2026 03:28	30-01-2026 07:04	FALSE	3.6	FALSE	FALSE	177.8	km	PB-83-DF-9077	DRV847	FALSE
TRP000477	MANDI006	WH-East	24-02-2026 01:26	24-02-2026 00:00	FALSE	13.9	FALSE	FALSE	731.2	km	DL-85-CD-3632	DRV284	FALSE
TRP000478	MANDI025	WH-Central	22-06-2026 04:20	22-06-2026 13:14	FALSE	8.9	FALSE	FALSE	498.6	km	PB-55-CD-6769	DRV660	FALSE
TRP000479	MANDI025	WH-North	20-07-2026 10:15	21-07-2026 09:57	FALSE	23.7	FALSE	FALSE	834.3769788	miles	HR-10-DF-4933	DRV772	FALSE
TRP000480	MANDI055	WH-Central	02-03-2026 13:54	02-03-2026 21:12	TRUE	7.3	FALSE	FALSE	301	km	UP-17-BC-1081	DRV727	FALSE
TRP000481	MANDI030	Export-Terminal	23-06-2026 08:02	23-06-2026 17:32	FALSE	9.5	FALSE	FALSE	467.7	km	RJ-72-BC-9940	DRV342	FALSE
TRP000482	MANDI030	WH-East	08-07-2026 15:06	09-07-2026 14:42	TRUE	23.6	TRUE	FALSE	821.6388733	miles	HR-63-BC-9783	UNASSIGNED	TRUE
TRP000483	MANDI016	WH-South	18-02-2026 00:00	19-02-2026 07:13	FALSE	10.1	FALSE	FALSE	549.5	km	PB-43-CD-3684	DRV899	FALSE
TRP000484	MANDI018	Export-Terminal	02-08-2026 03:53	02-08-2026 19:35	FALSE	15.7	FALSE	FALSE	798	km	PB-65-AB-4841	UNASSIGNED	TRUE
TRP000485	MANDI021	WH-North	25-05-2026 08:22	25-05-2026 20:10	FALSE	11.8	FALSE	FALSE	537	km	PB-45-BC-7608	DRV978	FALSE
TRP000486	MANDI021	WH-West	04-08-2026 09:19	05-08-2026 05:13	FALSE	19.9	FALSE	FALSE	1025.5	km	DL-66-AB-3387	DRV453	FALSE
TRP000487	MANDI038	Export-Terminal	18-01-2026 00:00	18-01-2026 17:23	FALSE	3.3	FALSE	FALSE	140.3	km	RJ-44-BC-9280	DRV216	FALSE
TRP000488	MANDI002	WH-South	29-07-2026 21:28	30-07-2026 00:00	FALSE	14.3	FALSE	FALSE	667.9	km	UP-15-BC-9825	DRV395	FALSE
TRP000489	MANDI009	Export-Terminal	18-07-2026 07:12	18-07-2026 20:54	TRUE	13.7	FALSE	FALSE	663.4	km	UP-30-AB-3401	DRV742	FALSE
TRP000490	MANDI013	WH-West	14-08-2026 04:38	14-08-2026 14:56	FALSE	10.3	FALSE	FALSE	565.7 KM		DL-59-AB-9685	DRV502	FALSE
TRP000491	MANDI051	WH-South	17-05-2026 07:10	18-05-2026 01:22	FALSE	18.2	FALSE	FALSE	562.0922066	miles	UP-30-DF-6863	DRV504	FALSE
TRP000492	MANDI033	Export-Terminal	26-02-2026 19:05	27-02-2026 08:59	TRUE	13.9	FALSE	FALSE	764.8	km	DL-96-DF-8985	DRV431	FALSE
TRP000493	MANDI057	WH-Central	01-08-2026 00:00	01-08-2026 00:00	FALSE	5.9	FALSE	FALSE	248.9	km	HR-12-BC-4511	DRV972	FALSE
TRP000494	MANDI007	WH-South	31-03-2026 15:35	31-03-2026 22:17	FALSE	6.7	FALSE	FALSE	290.1	km	DL-59-AB-2582	DRV463	FALSE
TRP000495	MANDI028	WH-South	13-01-2026 18:40	14-01-2026 13:04	FALSE	18.4	FALSE	FALSE	607.4522896	miles	HR-85-BC-8075	UNASSIGNED	TRUE
TRP000496	MANDI002	WH-North	19-01-2026 07:44	19-01-2026 15:14	FALSE	7.5	FALSE	FALSE	312.7	km	PB-77-BC-5466	DRV484	FALSE
TRP000497	MANDI027	WH-West	04-04-2026 10:59	04-04-2026 15:35	FALSE	4.6	FALSE	FALSE	258.5 KM			DRV974	FALSE
TRP000498	MANDI041	WH-Central	25-08-2026 18:33	26-08-2026 07:45	FALSE	13.2	FALSE	FALSE	405.1960291	miles	DL-67-CD-7601	DRV149	FALSE
TRP000499	MANDI016	Export-Terminal	15-07-2026 10:32	15-07-2026 21:56	FALSE	11.4	FALSE	FALSE	610.4	km	DL-28-AB-9826	DRV749	FALSE
TRP000500	MANDI008	WH-North	16-05-2026 09:58	16-05-2026 15:58	FALSE	6	FALSE	FALSE	339	km	PB-35-DF-6795	UNASSIGNED	TRUE
TRP000501	MANDI021	WH-Central	15-02-2026 06:39	15-02-2026 23:03	FALSE	16.4	FALSE	FALSE	677.6	km	HR-77-AB-4777	UNASSIGNED	TRUE
TRP000502	MANDI006	WH-West	13-08-2026 07:10	14-08-2026 04:16	FALSE	21.1	FALSE	FALSE	861.2	km		DRV293	FALSE
TRP000503	MANDI033	WH-South	22-07-2026 07:43	22-07-2026 23:37	FALSE	15.9	FALSE	FALSE	902.9	km		DRV590	FALSE
TRP000504	MANDI037	WH-East	07-05-2026 00:00	08-05-2026 02:54	FALSE		FALSE	FALSE	963.7	km	HR-12-DF-9060	DRV680	FALSE
TRP000505	MANDI039	WH-East	31-03-2026 14:19	31-03-2026 18:31	FALSE	4.2	FALSE	FALSE	203.5	km	PB-42-BC-6793	DRV687	FALSE
TRP000506	MANDI057	WH-South	07-05-2026 20:39	08-05-2026 11:57	FALSE	15.3	FALSE	FALSE	907.8	km	UP-14-BC-1665	DRV973	FALSE
TRP000507	MANDI045	WH-South	04-07-2026 16:48	05-07-2026 13:36	FALSE	20.8	FALSE	FALSE	599.4366037	miles	DL-82-BC-4290	DRV357	FALSE
TRP000508	MANDI008	WH-South	05-05-2026 05:35	05-05-2026 15:17	FALSE	9.7	FALSE	FALSE	506.4	km	RJ-89-BC-4553	DRV765	FALSE
TRP000509	MANDI036	WH-South	13-02-2026 19:08	14-02-2026 00:00	FALSE	17.9	FALSE	FALSE	982.3 KM		UP-27-BC-5366	DRV950	FALSE
TRP000510	MANDI049	Export-Terminal	25-04-2026 17:47	25-04-2026 21:47	FALSE	4	FALSE	FALSE	200.9	km	DL-47-DF-8922	DRV478	FALSE
TRP000511	MANDI032	WH-East	08-04-2026 23:44	09-04-2026 09:02	FALSE	9.3	FALSE	FALSE	489.5 KM			DRV816	FALSE
TRP000512	MANDI025	WH-East	24-05-2026 10:22	24-05-2026 20:40	FALSE	10.3	FALSE	FALSE	542.6	km	DL-85-DF-1401	DRV294	FALSE
TRP000513	MANDI048	WH-East	14-05-2026 23:27	15-05-2026 00:00	FALSE	17.9	FALSE	FALSE	1012.3	km	HR-73-AB-1549	DRV929	FALSE
TRP000514	MANDI003	Export-Terminal	05-07-2026 11:22	05-07-2026 22:34	FALSE	11.2	FALSE	FALSE	488.2	km	HR-22-BC-7525	DRV775	FALSE
TRP000515	MANDI054	WH-North	14-02-2026 18:45	14-02-2026 22:09	FALSE	3.4	FALSE	FALSE	142.9	km		DRV509	FALSE
TRP000516	MANDI036	WH-North	24-02-2026 04:14	24-02-2026 15:26	FALSE	11.2	FALSE	FALSE	558.6	km	RJ-11-DF-8985	DRV318	FALSE
TRP000517	MANDI011	Export-Terminal	30-08-2026 08:17	30-08-2026 12:05	FALSE	3.8	FALSE	FALSE	205.2	km	RJ-62-AB-1588	UNASSIGNED	TRUE
TRP000518	MANDI027	WH-Central	07-05-2026 14:09	08-05-2026 11:03	FALSE	20.9	FALSE	FALSE	979.4	km	PB-68-DF-6844	UNASSIGNED	TRUE
TRP000519	MANDI040	WH-South	25-06-2026 09:20	26-06-2026 00:00	FALSE	18.8	FALSE	FALSE	1043.2	km	RJ-15-DF-1359	DRV555	FALSE
TRP000520	MANDI025	WH-Central	18-07-2026 20:38	19-07-2026 07:20	FALSE	10.7	FALSE	FALSE	511.4	km	PB-28-CD-6480	DRV795	FALSE
TRP000521	MANDI029	WH-South	11-04-2026 15:50	12-04-2026 01:20	FALSE	9.5	FALSE	FALSE	464.6	km	HR-70-AB-4990	DRV737	FALSE
TRP000522	MANDI053	WH-South	16-07-2026 20:02	17-07-2026 06:56	FALSE	10.9	FALSE	FALSE	474.3 KM		DL-23-DF-9228	UNASSIGNED	TRUE
TRP000523	MANDI017	WH-West	20-01-2026 07:33	20-01-2026 23:27	FALSE	15.9	FALSE	FALSE	551.2182141	miles		DRV724	FALSE
TRP000524	MANDI041	Export-Terminal	03-07-2026 17:19	04-07-2026 03:25	FALSE	10.1	FALSE	FALSE	585.9	km		UNASSIGNED	TRUE
TRP000525	MANDI042	WH-West	09-01-2026 04:47	09-01-2026 20:05	FALSE	15.3	FALSE	FALSE	811.3	km	HR-86-BC-3575	DRV935	FALSE
TRP000526	MANDI016	WH-Central	25-08-2026 00:08	25-08-2026 22:26	FALSE	22.3	FALSE	FALSE	1058.5 KM		DL-93-CD-7133	DRV808	FALSE
TRP000527	MANDI005	WH-Central	17-02-2026 04:09	17-02-2026 14:03	FALSE	9.9	FALSE	FALSE	469.7	km	PB-29-CD-8655	DRV475	FALSE
TRP000528	MANDI040	Export-Terminal	30-03-2026 19:19	31-03-2026 03:25	FALSE	8.1	FALSE	FALSE	388.5 KM		UP-80-AB-1348	DRV497	FALSE
TRP000529	MANDI049	Export-Terminal	29-08-2026 22:56	30-08-2026 01:26	FALSE	2.5	FALSE	FALSE	107.1	km	HR-71-DF-4770	UNASSIGNED	TRUE
TRP000530	MANDI030	WH-Central	30-05-2026 00:00	31-05-2026 03:22	FALSE	8.6	FALSE	FALSE	459	km	RJ-53-CD-5979	DRV890	FALSE
TRP000531	MANDI009	WH-Central	09-07-2026 03:50	09-07-2026 12:02	FALSE	8.2	FALSE	TRUE	351.4	km		DRV433	FALSE
TRP000532	MANDI005	WH-West	15-01-2026 13:33	15-01-2026 18:45	FALSE	5.2	FALSE	FALSE	222.6	km	HR-53-AB-3782	DRV171	FALSE
TRP000533	MANDI039	Export-Terminal	17-04-2026 09:47	17-04-2026 17:41	FALSE	7.9	TRUE	FALSE	429.4	km	UP-13-AB-6530	UNASSIGNED	TRUE
TRP000534	MANDI002	WH-West	30-06-2026 13:28	01-07-2026 01:16	FALSE	11.8	FALSE	FALSE	592.3	km		DRV104	FALSE
TRP000535	MANDI057	WH-Central	17-06-2026 11:19	18-06-2026 08:31	TRUE	21.2	FALSE	FALSE	933.1	km	UP-78-AB-6903	DRV857	FALSE
TRP000536	MANDI002	WH-East	18-07-2026 00:59	18-07-2026 20:05	FALSE	19.1	FALSE	FALSE	900.2	km	RJ-33-AB-6789	DRV553	FALSE
TRP000537	MANDI031	Export-Terminal	21-07-2026 00:00	22-07-2026 09:14	FALSE	12.7	FALSE	FALSE	388.1704637	miles		DRV202	FALSE
TRP000538	MANDI029	WH-East	11-02-2026 14:38	11-02-2026 20:26	FALSE	5.8	FALSE	FALSE	341.8	km	DL-21-BC-1339	DRV251	FALSE
TRP000539	MANDI031	WH-West	24-02-2026 09:44	25-02-2026 08:08	FALSE	22.4	FALSE	FALSE	605.7124508	miles	RJ-63-AB-7866	DRV377	FALSE
TRP000540	MANDI038	WH-North	16-03-2026 10:06	17-03-2026 00:00	FALSE	18.6	FALSE	FALSE	750.6	km	HR-35-CD-4187	DRV136	FALSE
TRP000541	MANDI021	WH-North	13-01-2026 12:09	14-01-2026 07:57	FALSE	19.8	FALSE	FALSE	1054.8	km	DL-36-AB-2221	DRV165	FALSE
TRP000542	MANDI025	WH-West	07-09-2026 04:22	07-09-2026 10:52	TRUE	6.5	FALSE	FALSE	298.6	km	UP-93-DF-9703	DRV805	FALSE
TRP000543	MANDI050	WH-North	04-04-2026 04:38	04-04-2026 18:20	FALSE	13.7	FALSE	FALSE	564.3	km	UP-86-DF-3781	DRV781	FALSE
TRP000544	MANDI004	Export-Terminal	03-08-2026 00:23	03-08-2026 09:47	FALSE	9.4	TRUE	FALSE	544.4	km	RJ-14-AB-8168	UNASSIGNED	TRUE
TRP000545	MANDI012	WH-South	17-07-2026 10:11	18-07-2026 07:59	FALSE	21.8	FALSE	FALSE	1297.8	km	HR-21-BC-3924	DRV727	FALSE
TRP000546	MANDI014	WH-East	23-06-2026 00:00	24-06-2026 00:12	FALSE	13.1	FALSE	FALSE	574.5	km	PB-17-AB-6000	DRV691	FALSE
TRP000547	MANDI044	WH-West	04-01-2026 15:06	04-01-2026 20:48	FALSE	5.7	FALSE	FALSE	263.6	km	DL-51-BC-2072	DRV384	FALSE
TRP000548	MANDI052	WH-East	09-02-2026 12:16	10-02-2026 00:00	FALSE	20.2	FALSE	FALSE	1093.7	km	UP-85-BC-1761	DRV282	FALSE
TRP000549	MANDI004	WH-Central	19-05-2026 05:45	19-05-2026 11:21	FALSE	5.6	FALSE	FALSE	331.2	km	UP-46-BC-8601	UNASSIGNED	TRUE
TRP000550	MANDI048	WH-East	26-05-2026 00:00	26-05-2026 08:24	FALSE	2.7	FALSE	FALSE	138.9	km	UP-97-BC-1126	DRV491	FALSE
TRP000551	MANDI001	WH-South	23-03-2026 14:30	24-03-2026 12:00	TRUE	21.5	FALSE	FALSE	951.5	km	RJ-34-AB-4269	DRV587	FALSE
TRP000552	MANDI045	WH-East	30-03-2026 02:09	30-03-2026 21:39	FALSE	19.5	FALSE	FALSE	1056.5	km	PB-57-BC-1167	DRV418	FALSE
TRP000553	MANDI032	WH-Central	10-04-2026 16:26	11-04-2026 15:32	FALSE	23.1	FALSE	FALSE	1136	km		DRV400	FALSE
TRP000554	MANDI054	WH-East	03-05-2026 15:18	03-05-2026 18:00	FALSE	2.71	FALSE	TRUE	152.5	km	UP-15-AB-6334	DRV943	FALSE
TRP000555	MANDI031	WH-West	27-02-2026 12:35	28-02-2026 05:53	FALSE	17.3	FALSE	FALSE	783.8	km	PB-72-AB-6003	DRV731	FALSE
TRP000556	MANDI002	WH-North	18-06-2026 17:22	19-06-2026 07:10	FALSE	13.8	FALSE	FALSE	349.7075988	miles	PB-87-BC-4242	DRV547	FALSE
TRP000557	MANDI044	WH-East	05-09-2026 10:40	05-09-2026 22:58	TRUE	12.3	FALSE	FALSE	499.9	km	DL-18-AB-4065	DRV184	FALSE
TRP000558	MANDI005	WH-South	03-04-2026 03:34	03-04-2026 10:16	FALSE	6.7	FALSE	FALSE	336.2 KM		RJ-10-CD-7112	DRV559	FALSE
TRP000559	MANDI051	WH-East	28-01-2026 17:54	29-01-2026 02:42	FALSE	8.8	FALSE	FALSE	441.9	km	HR-12-BC-1428	DRV637	FALSE
TRP000560	MANDI027	WH-Central	20-04-2026 02:48	20-04-2026 13:48	FALSE	11	FALSE	FALSE	549.7	km	PB-44-AB-1799	UNASSIGNED	TRUE
TRP000561	MANDI049	WH-South	01-02-2026 03:15	01-02-2026 11:03	TRUE	7.8	FALSE	FALSE	325.4	km	UP-37-CD-2873	DRV763	FALSE
TRP000562	MANDI026	WH-West	18-05-2026 06:50	18-05-2026 00:00	FALSE	16.6	FALSE	FALSE	748.7	km	DL-77-CD-7017	DRV382	FALSE
TRP000563	MANDI020	WH-Central	25-08-2026 23:19	26-08-2026 14:19	FALSE	15	FALSE	TRUE	549.8511979	miles	RJ-30-DF-5358	DRV224	FALSE
TRP000564	MANDI005	WH-North	29-08-2026 00:00	30-08-2026 15:29	FALSE	20.5	FALSE	FALSE	892.3	km	PB-22-BC-9926	DRV719	FALSE
TRP000565	MANDI027	WH-South	22-02-2026 00:07	22-02-2026 02:13	FALSE	2.1	FALSE	FALSE	60.272987	miles		DRV117	FALSE
TRP000566	MANDI009	WH-North	20-06-2026 00:34	20-06-2026 04:28	FALSE	3.9	FALSE	FALSE	213	km		DRV186	FALSE
TRP000567	MANDI004	WH-Central	24-04-2026 03:33	25-04-2026 02:09	FALSE	22.6	FALSE	FALSE	980.6	km	HR-94-BC-2292	UNASSIGNED	TRUE
TRP000568	MANDI040	WH-East	17-04-2026 03:00	17-04-2026 18:42	FALSE	15.7	FALSE	FALSE	826.6	km	PB-43-CD-6306	DRV833	FALSE
TRP000569	MANDI015	WH-West	28-05-2026 16:43	29-05-2026 00:00	FALSE	23.6	TRUE	FALSE	1095.5	km	RJ-60-DF-7919	DRV613	FALSE
TRP000570	MANDI053	WH-East	22-02-2026 05:43	22-02-2026 10:07	TRUE	4.4	FALSE	FALSE	195.8	km		DRV332	FALSE
TRP000571	MANDI019	Export-Terminal	12-02-2026 06:31	12-02-2026 00:00	FALSE	15.9	FALSE	FALSE	825.7	km	PB-48-AB-3640	DRV974	FALSE
TRP000572	MANDI032	WH-West	24-01-2026 23:23	25-01-2026 13:47	FALSE	14.4	FALSE	FALSE	701.9 KM		UP-75-CD-7829	UNASSIGNED	TRUE
TRP000573	MANDI010	WH-North	25-07-2026 21:58	26-07-2026 00:34	TRUE	2.6	FALSE	FALSE	120.4	km	DL-94-BC-5192	DRV454	FALSE
TRP000574	MANDI057	WH-East	18-06-2026 12:07	18-06-2026 22:43	FALSE	10.6	FALSE	FALSE	614	km		DRV714	FALSE
TRP000575	MANDI034	WH-Central	29-08-2026 00:00	30-08-2026 10:11	FALSE	17.2	FALSE	FALSE	860.6	km		DRV507	FALSE
TRP000576	MANDI003	WH-North	31-05-2026 17:22	01-06-2026 00:00	FALSE	11.2	FALSE	FALSE	536.2	km	UP-53-BC-9419	DRV747	FALSE
TRP000577	MANDI017	WH-Central	15-04-2026 14:02	15-04-2026 00:00	FALSE	5.5	FALSE	FALSE	238.5	km	UP-11-AB-7523	DRV383	FALSE
TRP000578	MANDI043	WH-North	07-09-2026 05:13	07-09-2026 18:43	FALSE	13.5	FALSE	FALSE	483.426638	miles	DL-43-DF-3971	DRV920	FALSE
TRP000579	MANDI013	WH-West	09-08-2026 11:59	09-08-2026 15:11	FALSE	3.2	FALSE	FALSE	165.9	km	DL-75-BC-3794	DRV719	FALSE
TRP000580	MANDI037	WH-North	01-08-2026 19:37	02-08-2026 14:37	FALSE	19	FALSE	FALSE	1118.3	km		DRV266	FALSE
TRP000581	MANDI017	WH-South	04-02-2026 04:53	04-02-2026 13:35	FALSE	8.7	TRUE	FALSE	510.9	km	PB-42-DF-4027	UNASSIGNED	TRUE
TRP000582	MANDI051	WH-East	09-02-2026 09:51	10-02-2026 09:45	FALSE	23.9	FALSE	FALSE	1279.3	km	UP-78-BC-6330	DRV655	FALSE
TRP000583	MANDI016	WH-East	06-06-2026 00:00	06-06-2026 23:14	FALSE	20	FALSE	FALSE	549.7890608	miles	DL-90-CD-9139	DRV307	FALSE
TRP000584	MANDI008	WH-North	03-04-2026 16:32	04-04-2026 15:02	TRUE	22.5	FALSE	FALSE	712.091166	miles	PB-73-CD-1896	DRV880	FALSE
TRP000585	MANDI039	WH-West	23-08-2026 00:00	23-08-2026 21:02	FALSE	19.2	FALSE	FALSE	521.6409545	miles	PB-30-BC-9102	DRV917	FALSE
TRP000586	MANDI045	WH-South	26-06-2026 08:43	26-06-2026 17:07	FALSE	8.4	FALSE	FALSE	395.6 KM			DRV889	FALSE
TRP000587	MANDI023	WH-North	16-06-2026 04:04	17-06-2026 01:22	FALSE	21.3	FALSE	FALSE	1085.5	km	PB-99-DF-3287	DRV804	FALSE
TRP000588	MANDI025	WH-North	01-07-2026 02:39	01-07-2026 12:21	FALSE	9.7	FALSE	FALSE	529.2	km	DL-27-BC-5514	DRV731	FALSE
TRP000589	MANDI005	WH-North	14-04-2026 04:53	14-04-2026 19:17	FALSE	14.4	TRUE	FALSE	616.6	km	HR-14-CD-1570	DRV771	FALSE
TRP000590	MANDI013	WH-East	21-01-2026 20:28	22-01-2026 11:22	FALSE	14.9	FALSE	FALSE	610.1 KM		RJ-29-DF-7184	DRV501	FALSE
TRP000591	MANDI046	WH-West	14-06-2026 05:14	14-06-2026 19:26	FALSE	14.2	FALSE	FALSE	779.8	km		DRV100	FALSE
TRP000592	MANDI002	WH-East	30-01-2026 04:42	30-01-2026 14:42	FALSE	10	FALSE	FALSE	562.6	km	RJ-64-BC-1355	UNASSIGNED	TRUE
TRP000593	MANDI009	WH-East	07-05-2026 03:20	07-05-2026 15:14	FALSE	11.9	FALSE	FALSE	533.4 KM		RJ-87-CD-8540	DRV369	FALSE
TRP000594	MANDI020	WH-South	31-08-2026 17:30	01-09-2026 14:00	FALSE	20.5	FALSE	FALSE	995.1	km	PB-51-CD-1186	DRV185	FALSE
TRP000595	MANDI005	Export-Terminal	13-05-2026 15:20	14-05-2026 06:44	FALSE	15.4	FALSE	FALSE	704.6	km		DRV296	FALSE
TRP000596	MANDI049	Export-Terminal	27-08-2026 11:15	28-08-2026 08:57	FALSE	21.7	FALSE	FALSE	965.7	km	PB-41-DF-5788	DRV181	FALSE
TRP000597	MANDI021	WH-South	24-03-2026 02:35	24-03-2026 19:47	FALSE	17.2	FALSE	FALSE	552.398819	miles	DL-87-AB-9417	DRV813	FALSE
TRP000598	MANDI026	WH-South	25-03-2026 16:11	26-03-2026 05:47	TRUE	13.6	FALSE	FALSE	737.5	km	HR-79-AB-6348	UNASSIGNED	TRUE
TRP000599	MANDI038	WH-East	01-05-2026 12:21	01-05-2026 21:03	FALSE	8.7	FALSE	FALSE	431.9 KM		HR-73-DF-5935	DRV566	FALSE
TRP000600	MANDI044	WH-South	25-07-2026 05:47	25-07-2026 08:23	FALSE	2.6	FALSE	FALSE	110.5	km	DL-23-CD-5097	DRV402	FALSE
TRP000601	MANDI038	WH-North	03-08-2026 07:58	04-08-2026 02:46	FALSE	18.8	FALSE	TRUE	838.4	km	UP-17-BC-6460	DRV354	FALSE
TRP000602	MANDI023	WH-Central	31-01-2026 00:23	31-01-2026 04:47	FALSE	4.4	FALSE	FALSE	219.3 KM		PB-23-CD-3651	DRV580	FALSE
TRP000603	MANDI043	WH-Central	27-03-2026 02:14	27-03-2026 23:02	TRUE	20.8	FALSE	FALSE	926.7	km	RJ-62-CD-7552	DRV902	FALSE
TRP000604	MANDI004	WH-South	09-02-2026 20:32	10-02-2026 09:26	FALSE	12.9	FALSE	FALSE	561.5	km	RJ-58-DF-8595	DRV975	FALSE
TRP000605	MANDI017	WH-East	14-07-2026 19:55	15-07-2026 10:13	FALSE	14.29	FALSE	TRUE	361.4515107	miles	HR-84-BC-9881	DRV382	FALSE
TRP000606	MANDI029	WH-South	15-02-2026 03:46	15-02-2026 22:16	FALSE	18.5	FALSE	FALSE	746.6 KM		DL-10-DF-3170	UNASSIGNED	TRUE
TRP000607	MANDI011	Export-Terminal	05-08-2026 01:34	05-08-2026 23:10	FALSE	21.6	FALSE	FALSE	1211.7 KM		UP-22-AB-8855	DRV237	FALSE
TRP000608	MANDI003	WH-Central	24-06-2026 07:02	25-06-2026 00:26	FALSE	17.4	FALSE	FALSE	723.7	km	HR-75-BC-2169	DRV293	FALSE
TRP000609	MANDI023	WH-South	01-03-2026 14:40	01-03-2026 18:28	FALSE	3.8	FALSE	FALSE	191.3	km		DRV519	FALSE
TRP000610	MANDI032	WH-West	05-05-2026 16:17	05-05-2026 23:35	FALSE	7.3	FALSE	FALSE	292.2	km	UP-23-AB-5773	DRV643	FALSE
TRP000611	MANDI032	WH-West	25-05-2026 00:31	25-05-2026 12:37	FALSE	12.1	FALSE	FALSE	587.7	km	DL-99-AB-5141	DRV460	FALSE
TRP000612	MANDI041	WH-West	16-05-2026 04:05	16-05-2026 18:35	FALSE	14.5	FALSE	FALSE	743.9	km	RJ-85-CD-8313	DRV690	FALSE
TRP000613	MANDI042	WH-West	17-05-2026 09:41	18-05-2026 03:11	FALSE	17.5	FALSE	FALSE	913.5	km	PB-14-CD-4627	DRV219	FALSE
TRP000614	MANDI049	WH-West	12-05-2026 11:47	13-05-2026 05:17	FALSE	17.5	FALSE	FALSE	440.3034906	miles		DRV891	FALSE
TRP000615	MANDI026	WH-Central	10-02-2026 12:29	11-02-2026 00:00	FALSE	17.7	FALSE	FALSE	776.4	km	PB-79-AB-1093	DRV421	FALSE
TRP000616	MANDI042	WH-Central	16-04-2026 15:24	17-04-2026 09:18	FALSE	17.9	FALSE	FALSE	894.7	km		UNASSIGNED	TRUE
TRP000617	MANDI049	WH-Central	16-04-2026 04:36	16-04-2026 12:06	TRUE	7.5	FALSE	FALSE	252.897997	miles	RJ-51-CD-9550	DRV737	FALSE
TRP000618	MANDI054	WH-North	05-03-2026 01:24	05-03-2026 04:12	FALSE	2.8	FALSE	FALSE	118.1	km	DL-72-AB-6267	DRV402	FALSE
TRP000619	MANDI039	WH-North	26-08-2026 11:57	27-08-2026 02:15	FALSE	14.3	TRUE	FALSE	797.8	km		DRV335	FALSE
TRP000620	MANDI052	WH-Central	25-06-2026 01:30	25-06-2026 05:00	FALSE	3.5	FALSE	FALSE	208.4	km		DRV300	FALSE
TRP000621	MANDI034	WH-South	22-03-2026 04:05	22-03-2026 11:41	FALSE	7.6	TRUE	FALSE	327.2	km	RJ-47-AB-5980	UNASSIGNED	TRUE
TRP000622	MANDI048	WH-West	09-03-2026 04:36	09-03-2026 14:18	FALSE	9.7	FALSE	FALSE	343.5560259	miles		DRV538	FALSE
TRP000623	MANDI055	WH-North	28-08-2026 20:06	29-08-2026 00:00	FALSE	7.9	FALSE	FALSE	361.1	km	RJ-87-BC-7071	DRV189	FALSE
TRP000624	MANDI048	Export-Terminal	01-04-2026 04:37	01-04-2026 12:55	FALSE	8.3	FALSE	FALSE	417.5	km		DRV190	FALSE
TRP000625	MANDI037	WH-West	05-08-2026 00:42	05-08-2026 23:54	FALSE	23.2	FALSE	FALSE	1354	km	PB-21-BC-8268	DRV562	FALSE
TRP000626	MANDI020	Export-Terminal	15-01-2026 12:42	15-01-2026 18:12	FALSE	5.5	FALSE	FALSE	248.2	km		DRV452	FALSE
TRP000627	MANDI029	WH-Central	13-08-2026 18:28	14-08-2026 13:40	FALSE	19.2	FALSE	FALSE	1125.9	km	PB-31-DF-3997	DRV916	FALSE
TRP000628	MANDI023	Export-Terminal	20-08-2026 00:00	21-08-2026 08:46	FALSE	11.3	FALSE	FALSE	632.8	km	RJ-70-AB-4076	DRV908	FALSE
TRP000629	MANDI028	Export-Terminal	25-02-2026 17:58	26-02-2026 00:00	FALSE	14.7	TRUE	FALSE	841.6	km	HR-33-CD-3191	DRV569	FALSE
