date,Mandi_ID,Crop,Min_Price,Max_Price,Modal_Price,MSP,Mandi_Name,District,State,Mandi_Type,Total_Area_Acres,Avg_Temperature_C,Total_Rainfall_mm,Avg_Humidity,Sensor_Count,Price_Crash,Total_Arrivals_Qtl,Farmer_Count,Arrival_Records,Price_Risk_Score,Supply_Pressure_Score,Transport_Risk_Score,Priority_Score
2026-01-27,MANDI003,Sugarcane,3476.93,3952.17,3714.55,3500.0,Vijayawada Mandi,Ludhiana,Punjab,APMC,19.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,88.71384615384615,76.75115842536506,71.49014778325123,81.68030016118284
2026-01-27,MANDI003,Wheat,2347.0,2660.0,2503.84,2275.0,Vijayawada Mandi,Ludhiana,Punjab,APMC,19.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,88.71384615384615,76.75115842536506,71.49014778325123,81.68030016118284
2026-01-27,MANDI004,Maize,1999.63,2313.94,2156.78,2090.0,Khandwa Grain Market,Ludhiana,Punjab,APMC,15.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,98.07692307692307,78.90813199489392,81.90619621342515,89.09214037961473
2026-01-27,MANDI004,Rice,1930.23,2045.18,1987.7,2183.0,Khandwa Grain Market,Ludhiana,Punjab,APMC,15.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,98.07692307692307,78.90813199489392,81.90619621342515,89.09214037961473
2026-01-27,MANDI005,Wheat,2057.66,2498.12,2278.0,2275.0,Bhilwara Grain Market,Amritsar,Punjab,DIRECT,29.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,83.99775407074677,82.66277263917692,73.57555739058628,81.51282030524371
2026-01-27,MANDI007,Maize,1918.0,2061.0,1989.0,,Nashik Mandi,Amritsar,Punjab,PRIVATE,45.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,482.25,43.0,1.0,81.68598524762908,72.96838250227479,82.6530612244898,79.26411961939495
2026-01-27,MANDI007,Wheat,2173.52,2535.93,2355.0,2275.0,Nashik Mandi,Amritsar,Punjab,PRIVATE,45.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,106.73,0.0,1.0,81.68598524762908,72.96838250227479,82.6530612244898,79.26411961939495
2026-01-27,MANDI010,Rice,2020.3,2288.65,2154.47,,Dhule APMC,Jalandhar,Punjab,DIRECT,48.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,75.21367521367522,81.62453975241417,80.77458256029685,78.24911604462123
2026-01-27,MANDI012,Maize,1798.66,1936.34,1867.5,2090.0,Gaya Grain Market,Patiala,Punjab,APMC,48.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,77.61786600496276,72.95716909036163,89.140365448505,78.52415681929088
2026-01-27,MANDI014,Cotton,5811.0,6807.89,6309.57,6620.0,Bathinda Grain Market,Patiala,Punjab,PRIVATE,25.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,95.77464788732394,69.39336103911916,81.14111498257842,84.93355525191339
2026-01-27,MANDI014,Sugarcane,3482.56,3819.1,3650.83,3500.0,Bathinda Grain Market,Patiala,Punjab,PRIVATE,25.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,95.77464788732394,69.39336103911916,81.14111498257842,84.93355525191339
2026-01-27,MANDI015,Maize,1903.0,2077.0,1989.93,2090.0,Amravati Grain Market,Bathinda,Punjab,APMC,13.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,74.29208472686733,68.7356914985172,77.02874049027896,73.17249791104462
2026-01-27,MANDI015,Sugarcane,3475.0,3700.9,3587.86,3500.0,Amravati Grain Market,Bathinda,Punjab,APMC,13.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,74.29208472686733,68.7356914985172,77.02874049027896,73.17249791104462
2026-01-27,MANDI017,Mustard,5835.0,6711.5,6272.95,5650.0,Parbhani Market,Unknown,Punjab,PRIVATE,8.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,84.29441062534588,80.21724901786989,80.62060889929742,82.33650179789339
2026-01-27,MANDI019,Cotton,5761.25,6214.0,5987.54,6620.0,Karimnagar Grain Market,Moga,Punjab,PRIVATE,40.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,95.59681697612731,69.92591084704216,68.5590421139554,82.48799016496739
2026-01-27,MANDI020,Mustard,5443.47,6285.73,5864.6,5650.0,Kadapa Mandi,Ferozepur,Punjab,DIRECT,26.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,92.42,41.0,1.0,80.15984015984016,68.38466338726647,66.22203098106714,73.83972529231345
2026-01-27,MANDI021,Wheat,2251.66,,2308.45,2275.0,Guna Mandi,Ferozepur,Punjab,APMC,21.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,527.16,213.0,2.0,78.86390532544378,88.06151053660564,62.10653753026635,78.27171332975685
2026-01-27,MANDI023,Maize,1885.0,2008.21,1946.58,2090.0,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,196.4,63.0,1.0,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-01-27,MANDI023,Rice,2015.53,2419.0,2217.18,2183.0,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-01-27,MANDI024,Maize,1942.54,2085.14,2013.84,2090.0,Jaipur Mandi,Karnal,Haryana,APMC,24.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,474.42,27.0,2.0,76.5097588978186,78.16563192538968,78.00963081861958,77.30649519025012
2026-01-27,MANDI024,Rice,2251.56,2640.0,2446.0,2183.0,Jaipur Mandi,Karnal,Haryana,APMC,24.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,341.1,0.0,1.0,76.5097588978186,78.16563192538968,78.00963081861958,77.30649519025012
2026-01-27,MANDI026,Cotton,5948.0,7225.0,6586.28,6620.0,Tadipatri Mandi,Hisar,Haryana,PRIVATE,35.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,83.4095634095634,77.41321977318262,62.73666092943202,77.47607982262289
2026-01-27,MANDI026,Sugarcane,3021.03,3501.46,3261.24,3500.0,Tadipatri Mandi,Hisar,Haryana,PRIVATE,35.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,83.4095634095634,77.41321977318262,62.73666092943202,77.47607982262289
2026-01-27,MANDI028,Rice,1882.83,2056.77,1970.0,2183.0,Machilipatnam APMC,Hisar,Haryana,APMC,33.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,269.73,42.0,1.0,90.5625717566016,73.39567509340661,51.78571428571429,77.65713126346564
2026-01-27,MANDI029,Maize,1938.76,2170.03,2054.4,2090.0,Asansol Grain Market,Sirsa,Haryana,DIRECT,28.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,83.6923076923077,62.62819836467774,87.45847176079734,78.12630770771663
2026-01-27,MANDI030,Mustard,4975.1,6146.0,5560.78,5650.0,Patiala APMC,Sirsa,Unknown,APMC,19.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,80.4733727810651,74.60102828562987,61.85983827493262,74.98896253120803
2026-01-27,MANDI032,Rice,2149.69,2320.41,2235.0,2183.0,Chapra Grain Market,Unknown,Haryana,PRIVATE,20.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,75.51185656448813,94.90438338438949,74.65437788018433,81.15811887359777
2026-01-27,MANDI034,Maize,1838.0,2111.0,,,Ludhiana Grain Market,Ambala,Haryana,APMC,11.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,80.34461538461538,77.25248517221951,83.41367221735321,80.03078768744419
2026-01-27,MANDI037,Rice,1875.23,2192.84,2034.0,2183.0,Jorhat Grain Market,Kurukshetra,Haryana,APMC,28.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,74.24317617866004,70.34784885358606,93.4151785714286,76.90897845969155
2026-01-27,MANDI038,Sugarcane,3116.24,3529.78,3323.01,,Jalandhar Mandi,Kurukshetra,Haryana,PRIVATE,36.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,90.5625717566016,82.01748808549404,65.32258064516128,82.95104843298127
2026-01-27,MANDI044,Maize,1827.46,2269.0,2048.45,2090.0,Dehri Mandi,Agra,Uttar Pradesh,APMC,41.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,269.02,84.0,1.0,95.5542095699576,91.17910745259692,69.36953352769679,89.00474372629724
2026-01-27,MANDI045,Maize,2024.75,2471.0,,2090.0,Farrukhabad Mandi,Meerut,Uttar Pradesh,PRIVATE,25.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,86.63461538461537,70.61197686014796,78.47644376899696,80.19618950415146
2026-01-27,MANDI045,Wheat,,2510.0,2417.0,2275.0,Farrukhabad Mandi,Meerut,Uttar Pradesh,PRIVATE,25.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,86.63461538461537,70.61197686014796,78.47644376899696,80.19618950415146
2026-01-27,MANDI047,Wheat,2336.56,2753.54,2545.05,,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC,28.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,88.00976800976801,89.47462812880947,97.6569608735214,90.37866461823113
2026-01-27,MANDI048,Mustard,4925.225,5725.5,5325.27,5650.0,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,DIRECT,27.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,77.85330948121646,80.58142215549816,77.25243506493507,78.55156840024469
2026-01-27,MANDI049,Rice,2133.0,,2352.02,2183.0,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,PRIVATE,39.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,332.24,60.0,2.0,83.6923076923077,65.53228421744815,71.13583138173303,75.73300538773489
2026-01-27,MANDI049,Wheat,1999.0,2359.13,2178.89,2275.0,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,PRIVATE,39.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,117.18,85.0,1.0,83.6923076923077,65.53228421744815,71.13583138173303,75.73300538773489
2026-01-27,MANDI050,Sugarcane,3413.03,3604.95,3508.99,,Durg Market,Muzaffarnagar,Uttar Pradesh,APMC,47.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,84.03530895334174,92.04297960338114,86.30623520126284,86.89179539793778
2026-01-27,MANDI051,Cotton,5984.42,7250.41,6617.41,6620.0,Gulbarga Market,Saharanpur,Uttar Pradesh,PRIVATE,11.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,80.23134759976864,71.89217747226881,100.0,81.68332704156497
2026-01-27,MANDI051,Maize,2136.39,2619.0,2378.0,2090.0,Gulbarga Market,Saharanpur,Uttar Pradesh,PRIVATE,11.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,80.23134759976864,71.89217747226881,100.0,81.68332704156497
2026-01-27,MANDI052,Mustard,5099.04,5707.26,5403.15,5650.0,Kakinada APMC,Saharanpur,Uttar Pradesh,APMC,48.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,81.36752136752136,74.64605814080998,72.73469387755104,77.62451690151389
2026-01-27,MANDI052,Rice,2242.64,2362.35,2302.49,2183.0,Kakinada APMC,Saharanpur,Uttar Pradesh,APMC,48.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,484.38,144.0,1.0,81.36752136752136,74.64605814080998,72.73469387755104,77.62451690151389
2026-01-27,MANDI053,Maize,2012.0,2216.0,2114.0,2090.0,Panihati Market,Saharanpur,Uttar Pradesh,APMC,28.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,65.37,71.0,1.0,65.80645161290323,57.950404144895174,63.891323400525856,63.066611730025336
2026-01-27,MANDI053,Rice,2062.0,2432.96,2247.71,2183.0,Panihati Market,Saharanpur,Uttar Pradesh,APMC,28.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,65.80645161290323,57.950404144895174,63.891323400525856,63.066611730025336
2026-01-27,MANDI055,Cotton,6121.54,7614.86,6868.0,6620.0,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC,12.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,90.5625717566016,69.82213056659805,77.3671096345515,81.70134697519052
2026-01-27,MANDI055,Wheat,2021.35,2132.5,2077.0,2275.0,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC,12.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,,,,90.5625717566016,69.82213056659805,77.3671096345515,81.70134697519052
2026-01-27,MANDI056,Rice,1989.0,2280.16,2134.74,2183.0,Bilaspur Mandi,Bareilly,Uttar Pradesh,PRIVATE,28.0,26.141454545454543,1135.99,63.79245283018868,37.0,True,338.62,78.0,1.0,84.25400103252451,87.94035877107366,71.94670614359734,82.89844937630383
2026-01-27,MANDI057,Wheat,2221.49,2394.66,2308.07,2275.0,Gorakhpur APMC,Bareilly,Unknown,DIRECT,7.0,26.141454545454543,1135.99,63.79245283018868,37.0,False,,,,63.678929765886295,64.32344133301102,73.11616954474097,65.75973119179464
2026-01-28,MANDI001,Cotton,6860.47,7644.55,7252.51,,Hyderabad Mandi,Ludhiana,Punjab,PRIVATE,11.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,76.54784240150093,81.7397710742715,69.3609022556391,76.66803297415973
2026-01-28,MANDI001,Maize,2113.0,2277.0,2194.64,,Hyderabad Mandi,Ludhiana,Punjab,PRIVATE,11.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,76.54784240150093,81.7397710742715,69.3609022556391,76.66803297415973
2026-01-28,MANDI001,Mustard,5216.04,5953.0,5584.47,5650.0,Hyderabad Mandi,Ludhiana,Punjab,PRIVATE,11.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,235.51,93.0,1.0,76.54784240150093,81.7397710742715,69.3609022556391,76.66803297415973
2026-01-28,MANDI001,Rice,1884.0,2223.77,2054.0,2183.0,Hyderabad Mandi,Ludhiana,Punjab,PRIVATE,11.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,76.54784240150093,81.7397710742715,69.3609022556391,76.66803297415973
2026-01-28,MANDI002,Maize,1792.3,2208.31,2000.0,2090.0,Solapur Mandi,Ludhiana,Unknown,APMC,37.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,81.51848151848152,76.99654615874924,84.58646616541354,80.77549783994823
2026-01-28,MANDI004,Sugarcane,3633.32,3883.48,3758.4,3500.0,Khandwa Grain Market,Ludhiana,Punjab,APMC,15.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,98.07692307692307,78.90813199489392,81.90619621342515,89.09214037961473
2026-01-28,MANDI005,Cotton,6907.41,8319.71,7613.56,,Bhilwara Grain Market,Amritsar,Punjab,DIRECT,29.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,83.99775407074677,82.66277263917692,73.57555739058628,81.51282030524371
2026-01-28,MANDI006,Rice,2046.0,2533.0,2289.66,2183.0,Kochi Mandi,Amritsar,Punjab,DIRECT,34.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,87.31677771047849,69.5556694182631,81.68067226890757,80.86122413449968
2026-01-28,MANDI007,Rice,2218.31,2342.0,2280.28,2183.0,Nashik Mandi,Amritsar,Punjab,PRIVATE,45.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,81.68598524762908,72.96838250227479,82.6530612244898,79.26411961939495
2026-01-28,MANDI008,Rice,2175.34,2330.16,2252.75,,Bijapur Market,Amritsar,Punjab,APMC,23.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,462.28,40.0,1.0,85.34412955465586,68.61959526525743,79.2091836734694,79.09978009159904
2026-01-28,MANDI010,Rice,2271.0,2698.98,2485.0,2183.0,Dhule APMC,Jalandhar,Punjab,DIRECT,48.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,75.21367521367522,81.62453975241417,80.77458256029685,78.24911604462123
2026-01-28,MANDI011,Maize,1975.55,2106.32,2040.94,2090.0,Arrah Mandi,Patiala,Punjab,APMC,34.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,340.62,41.0,1.0,78.0711825487945,100.0,92.35412474849095,87.50641622409543
2026-01-28,MANDI011,Wheat,2030.12,2241.5,2136.0,2275.0,Arrah Mandi,Patiala,Punjab,APMC,34.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,78.0711825487945,100.0,92.35412474849095,87.50641622409543
2026-01-28,MANDI012,Mustard,5092.12,5798.0,5445.0,5650.0,Gaya Grain Market,Patiala,Punjab,APMC,48.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,77.61786600496276,72.95716909036163,89.140365448505,78.52415681929088
2026-01-28,MANDI012,Rice,1995.13,2322.81,2158.97,2183.0,Gaya Grain Market,Patiala,Punjab,APMC,48.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,77.61786600496276,72.95716909036163,89.140365448505,78.52415681929088
2026-01-28,MANDI014,Cotton,5922.99,,6309.5,6620.0,Bathinda Grain Market,Patiala,Punjab,PRIVATE,25.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,95.77464788732394,69.39336103911916,81.14111498257842,84.93355525191339
2026-01-28,MANDI014,Maize,1842.27,2263.19,2053.0,2090.0,Bathinda Grain Market,Patiala,Punjab,PRIVATE,25.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,95.77464788732394,69.39336103911916,81.14111498257842,84.93355525191339
2026-01-28,MANDI015,Maize,1873.0,2144.37,1989.95,2090.0,Amravati Grain Market,Bathinda,Punjab,APMC,13.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,74.29208472686733,68.7356914985172,77.02874049027896,73.17249791104462
2026-01-28,MANDI015,Rice,1902.02,2244.56,2073.29,2183.0,Amravati Grain Market,Bathinda,Punjab,APMC,13.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,312.2,128.0,1.0,74.29208472686733,68.7356914985172,77.02874049027896,73.17249791104462
2026-01-28,MANDI016,Sugarcane,3395.0,3710.84,3552.76,,Kulti APMC,Bathinda,Punjab,APMC,42.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,69.74358974358972,72.36648473050971,77.24382946896037,72.03050618473985
2026-01-28,MANDI020,Rice,2148.0,2536.91,2342.42,2183.0,Kadapa Mandi,Ferozepur,Punjab,DIRECT,26.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,80.15984015984016,68.38466338726647,66.22203098106714,73.83972529231345
2026-01-28,MANDI020,Sugarcane,3126.92,3733.51,3430.21,3500.0,Kadapa Mandi,Ferozepur,Punjab,DIRECT,26.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,90.2,18.0,1.0,80.15984015984016,68.38466338726647,66.22203098106714,73.83972529231345
2026-01-28,MANDI021,Cotton,6904.0,7284.0,7094.0,,Guna Mandi,Ferozepur,Punjab,APMC,21.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,187.45,0.0,1.0,78.86390532544378,88.06151053660564,62.10653753026635,78.27171332975685
2026-01-28,MANDI023,Sugarcane,3098.74,3762.77,3431.0,3500.0,Panihati APMC,Karnal,Haryana,PRIVATE,38.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,61.99430199430198,76.59051246057696,85.9591836734694,71.16614147001795
2026-01-28,MANDI027,Sugarcane,3257.69,3901.73,3580.0,3500.0,Kochi APMC,Hisar,Haryana,APMC,39.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,94.30119176598049,80.89703600978807,79.4740973312402,87.31452615217471
2026-01-28,MANDI030,Sugarcane,3204.35,3759.645,3482.0,,Patiala APMC,Sirsa,Unknown,APMC,19.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,80.4733727810651,74.60102828562987,61.85983827493262,74.98896253120803
2026-01-28,MANDI031,Cotton,6721.0,7311.0,7015.96,6620.0,Nangloi Jat Mandi,Sirsa,Haryana,APMC,22.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,75.2628666297731,78.53667262463813,76.89873417721519,76.57218193772103
2026-01-28,MANDI032,Sugarcane,3162.09,3370.91,3266.5,3500.0,Chapra Grain Market,Unknown,Haryana,PRIVATE,20.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,627.95,252.0,2.0,75.51185656448813,94.90438338438949,74.65437788018433,81.15811887359777
2026-01-28,MANDI032,Wheat,2278.0,2771.14,2524.45,,Chapra Grain Market,Unknown,Haryana,PRIVATE,20.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,75.51185656448813,94.90438338438949,74.65437788018433,81.15811887359777
2026-01-28,MANDI034,Sugarcane,3247.15,3668.96,3458.0,3500.0,Ludhiana Grain Market,Ambala,Haryana,APMC,11.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,80.34461538461538,77.25248517221951,83.41367221735321,80.03078768744419
2026-01-28,MANDI035,Wheat,2327.89,2897.0,2612.6,2275.0,Guntakal Mandi,Ambala,Haryana,APMC,17.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,87.9375696767001,89.41117903868066,84.29517502365185,87.65117355468462
2026-01-28,MANDI036,Wheat,2021.63,2299.5,2160.56,2275.0,Mysore Grain Market,Kurukshetra,Haryana,APMC,9.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,75.37505972288581,80.01283589980646,65.59385382059801,74.81015139550445
2026-01-28,MANDI037,Cotton,,7619.93,7067.99,6620.0,Jorhat Grain Market,Kurukshetra,Haryana,APMC,28.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,74.24317617866004,70.34784885358606,93.4151785714286,76.90897845969155
2026-01-28,MANDI038,Rice,2051.55,2459.93,2255.74,2183.0,Jalandhar Mandi,Kurukshetra,Haryana,PRIVATE,36.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,90.5625717566016,82.01748808549404,65.32258064516128,82.95104843298127
2026-01-28,MANDI044,Rice,2171.92,2317.44,2244.68,2183.0,Dehri Mandi,Agra,Uttar Pradesh,APMC,41.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,95.5542095699576,91.17910745259692,69.36953352769679,89.00474372629724
2026-01-28,MANDI045,Maize,2016.15,2284.03,2150.0,2090.0,Farrukhabad Mandi,Meerut,Uttar Pradesh,PRIVATE,25.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,86.63461538461537,70.61197686014796,78.47644376899696,80.19618950415146
2026-01-28,MANDI045,Rice,2064.0,2376.0,2220.17,2183.0,Farrukhabad Mandi,Meerut,Uttar Pradesh,PRIVATE,25.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,86.63461538461537,70.61197686014796,78.47644376899696,80.19618950415146
2026-01-28,MANDI046,Maize,2144.04,2452.44,2298.24,2090.0,Baranagar Market,Unknown,Uttar Pradesh,PRIVATE,13.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,221.98,19.0,1.0,100.0,69.39270206042458,73.86018237082067,85.5898470922915
2026-01-28,MANDI046,Wheat,2330.49,2525.0,2427.97,2275.0,Baranagar Market,Unknown,Uttar Pradesh,PRIVATE,13.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,48.73,128.0,1.0,100.0,69.39270206042458,73.86018237082067,85.5898470922915
2026-01-28,MANDI049,Rice,1904.83,2013.65,1959.24,2183.0,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,PRIVATE,39.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,83.6923076923077,65.53228421744815,71.13583138173303,75.73300538773489
2026-01-28,MANDI050,Sugarcane,3231.62,3838.56,3535.1549999999997,3500.0,Durg Market,Muzaffarnagar,Uttar Pradesh,APMC,47.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,84.03530895334174,92.04297960338114,86.30623520126284,86.89179539793778
2026-01-28,MANDI051,Maize,2091.4,2574.2,2332.8,2090.0,Gulbarga Market,Saharanpur,Uttar Pradesh,PRIVATE,11.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,80.23134759976864,71.89217747226881,100.0,81.68332704156497
2026-01-28,MANDI051,Mustard,4883.0,5867.48,5375.19,5650.0,Gulbarga Market,Saharanpur,Uttar Pradesh,PRIVATE,11.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,80.23134759976864,71.89217747226881,100.0,81.68332704156497
2026-01-28,MANDI052,Mustard,5111.46,5579.0,5345.21,5650.0,Kakinada APMC,Saharanpur,Uttar Pradesh,APMC,48.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,,,,81.36752136752136,74.64605814080998,72.73469387755104,77.62451690151389
2026-01-28,MANDI053,Wheat,1983.85,2390.0,2187.15,2275.0,Panihati Market,Saharanpur,Uttar Pradesh,APMC,28.0,28.555882352941175,1220.35,63.829787234042556,29.0,True,250.62,54.0,1.0,65.80645161290323,57.950404144895174,63.891323400525856,63.066611730025336
2026-01-28,MANDI056,Rice,2068.53,2572.18,2320.35,,Bilaspur Mandi,Bareilly,Uttar Pradesh,PRIVATE,28.0,28.555882352941175,1220.35,63.829787234042556,29.0,False,,,,84.25400103252451,87.94035877107366,71.94670614359734,82.89844937630383
2026-01-29,MANDI003,Cotton,6057.0,6878.18,6467.62,6620.0,Vijayawada Mandi,Ludhiana,Punjab,APMC,19.0,28.659814814814812,1243.0,61.630434782608695,31.0,True,145.1,89.0,1.0,88.71384615384615,76.75115842536506,71.49014778325123,81.68030016118284
2026-01-29,MANDI003,Rice,2280.0,2754.89,2517.45,2183.0,Vijayawada Mandi,Ludhiana,Punjab,APMC,19.0,28.659814814814812,1243.0,61.630434782608695,31.0,False,,,,88.71384615384615,76.75115842536506,71.49014778325123,81.68030016118284
2026-01-29,MANDI004,Cotton,5680.0,6479.74,6079.76,6620.0,Khandwa Grain Market,Ludhiana,Punjab,APMC,15.0,28.659814814814812,1243.0,61.630434782608695,31.0,True,,,,98.07692307692307,78.90813199489392,81.90619621342515,89.09214037961473
2026-01-29,MANDI004,Rice,2186.61,2485.97,2336.29,,Khandwa Grain Market,Ludhiana,Punjab,APMC,15.0,28.659814814814812,1243.0,61.630434782608695,31.0,False,188.16,87.0,1.0,98.07692307692307,78.90813199489392,81.90619621342515,89.09214037961473
2026-01-29,MANDI014,Mustard,5434.84,6006.18,5721.0,5650.0,Bathinda Grain Market,Patiala,Punjab,PRIVATE,25.0,28.659814814814812,1243.0,61.630434782608695,31.0,False,,,,95.77464788732394,69.39336103911916,81.14111498257842,84.93355525191339
2026-01-29,MANDI017,Mustard,5582.66,6957.54,6270.1,5650.0,Parbhani Market,Unknown,Punjab,PRIVATE,8.0,28.659814814814812,1243.0,61.630434782608695,31.0,False,,,,84.29441062534588,80.21724901786989,80.62060889929742,82.33650179789339
2026-01-29,MANDI017,Wheat,2138.32,2460.88,,,Parbhani Market,Unknown,Punjab,PRIVATE,8.0,28.659814814814812,1243.0,61.630434782608695,31.0,False,444.07,138.0,1.0,84.29441062534588,80.21724901786989,80.62060889929742,82.33650179789339
2026-01-29,MANDI020,Mustard,,5695.05,5402.76,5650.0,Kadapa Mandi,Ferozepur,Punjab,DIRECT,26.0,28.659814814814812,1243.0,61.630434782608695,31.0,True,114.3,116.0,1.0,80.15984015984016,68.38466338726647,66.22203098106714,73.83972529231345
2026-01-29,MANDI020,Sugarcane,3408.89,4023.0,3716.0,3500.0,Kadapa Mandi,Ferozepur,Punjab,DIRECT,26.0,28.659814814814812,1243.0,61.630434782608695,31.0,False,399.67,52.0,1.0,80.15984015984016,68.38466338726647,66.22203098106714,73.83972529231345
