date,district,avg_temp_c,total_rain_mm,avg_humidity,sensor_count,District,State,Mandi_ID,Mandi_Type
2026-03-01,Unknown,27.22741935483871,1434.96,59.56666666666667,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-02,Unknown,28.195573770491805,1405.4,63.271186440677965,36,Unknown,Punjab,MANDI017,PRIVATE
2026-03-02,Unknown,28.195573770491805,1405.4,63.271186440677965,36,Unknown,Haryana,MANDI032,PRIVATE
2026-03-02,Unknown,28.195573770491805,1405.4,63.271186440677965,36,Unknown,Haryana,MANDI039,APMC
2026-03-02,Unknown,28.195573770491805,1405.4,63.271186440677965,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-03,Unknown,28.333214285714288,1207.69,60.26,34,Unknown,Punjab,MANDI017,PRIVATE
2026-03-03,Unknown,28.333214285714288,1207.69,60.26,34,Unknown,Haryana,MANDI032,PRIVATE
2026-03-03,Unknown,28.333214285714288,1207.69,60.26,34,Unknown,Haryana,MANDI039,APMC
2026-03-03,Unknown,28.333214285714288,1207.69,60.26,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-04,Unknown,25.856346153846154,1127.53,58.020833333333336,31,Unknown,Punjab,MANDI017,PRIVATE
2026-03-04,Unknown,25.856346153846154,1127.53,58.020833333333336,31,Unknown,Haryana,MANDI032,PRIVATE
2026-03-04,Unknown,25.856346153846154,1127.53,58.020833333333336,31,Unknown,Haryana,MANDI039,APMC
2026-03-04,Unknown,25.856346153846154,1127.53,58.020833333333336,31,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-05,Unknown,27.802857142857142,1451.37,66.55932203389831,36,Unknown,Punjab,MANDI017,PRIVATE
2026-03-05,Unknown,27.802857142857142,1451.37,66.55932203389831,36,Unknown,Haryana,MANDI032,PRIVATE
2026-03-05,Unknown,27.802857142857142,1451.37,66.55932203389831,36,Unknown,Haryana,MANDI039,APMC
2026-03-05,Unknown,27.802857142857142,1451.37,66.55932203389831,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-06,Unknown,28.014375,1004.58,59.51162790697674,33,Unknown,Punjab,MANDI017,PRIVATE
2026-03-06,Unknown,28.014375,1004.58,59.51162790697674,33,Unknown,Haryana,MANDI032,PRIVATE
2026-03-06,Unknown,28.014375,1004.58,59.51162790697674,33,Unknown,Haryana,MANDI039,APMC
2026-03-06,Unknown,28.014375,1004.58,59.51162790697674,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-07,Unknown,28.22984375,1397.64,59.98275862068966,37,Unknown,Punjab,MANDI017,PRIVATE
2026-03-07,Unknown,28.22984375,1397.64,59.98275862068966,37,Unknown,Haryana,MANDI032,PRIVATE
2026-03-07,Unknown,28.22984375,1397.64,59.98275862068966,37,Unknown,Haryana,MANDI039,APMC
2026-03-07,Unknown,28.22984375,1397.64,59.98275862068966,37,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-08,Unknown,26.05017857142857,1380.95,62.94,37,Unknown,Punjab,MANDI017,PRIVATE
2026-03-08,Unknown,26.05017857142857,1380.95,62.94,37,Unknown,Haryana,MANDI032,PRIVATE
2026-03-08,Unknown,26.05017857142857,1380.95,62.94,37,Unknown,Haryana,MANDI039,APMC
2026-03-08,Unknown,26.05017857142857,1380.95,62.94,37,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-09,Unknown,29.115111111111112,1110.76,58.06818181818182,32,Unknown,Punjab,MANDI017,PRIVATE
2026-03-09,Unknown,29.115111111111112,1110.76,58.06818181818182,32,Unknown,Haryana,MANDI032,PRIVATE
2026-03-09,Unknown,29.115111111111112,1110.76,58.06818181818182,32,Unknown,Haryana,MANDI039,APMC
2026-03-09,Unknown,29.115111111111112,1110.76,58.06818181818182,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-10,Unknown,27.46611111111111,1231.43,63.55102040816327,35,Unknown,Punjab,MANDI017,PRIVATE
2026-03-10,Unknown,27.46611111111111,1231.43,63.55102040816327,35,Unknown,Haryana,MANDI032,PRIVATE
2026-03-10,Unknown,27.46611111111111,1231.43,63.55102040816327,35,Unknown,Haryana,MANDI039,APMC
2026-03-10,Unknown,27.46611111111111,1231.43,63.55102040816327,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-11,Unknown,28.504444444444445,1465.94,63.516666666666666,39,Unknown,Punjab,MANDI017,PRIVATE
2026-03-11,Unknown,28.504444444444445,1465.94,63.516666666666666,39,Unknown,Haryana,MANDI032,PRIVATE
2026-03-11,Unknown,28.504444444444445,1465.94,63.516666666666666,39,Unknown,Haryana,MANDI039,APMC
2026-03-11,Unknown,28.504444444444445,1465.94,63.516666666666666,39,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-12,Unknown,27.017241379310345,1410.02,59.79245283018868,31,Unknown,Punjab,MANDI017,PRIVATE
2026-03-12,Unknown,27.017241379310345,1410.02,59.79245283018868,31,Unknown,Haryana,MANDI032,PRIVATE
2026-03-12,Unknown,27.017241379310345,1410.02,59.79245283018868,31,Unknown,Haryana,MANDI039,APMC
2026-03-12,Unknown,27.017241379310345,1410.02,59.79245283018868,31,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-13,Unknown,28.6565306122449,1114.8,60.23913043478261,27,Unknown,Punjab,MANDI017,PRIVATE
2026-03-13,Unknown,28.6565306122449,1114.8,60.23913043478261,27,Unknown,Haryana,MANDI032,PRIVATE
2026-03-13,Unknown,28.6565306122449,1114.8,60.23913043478261,27,Unknown,Haryana,MANDI039,APMC
2026-03-13,Unknown,28.6565306122449,1114.8,60.23913043478261,27,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-14,Unknown,28.143414634146342,1094.81,62.22857142857143,29,Unknown,Punjab,MANDI017,PRIVATE
2026-03-14,Unknown,28.143414634146342,1094.81,62.22857142857143,29,Unknown,Haryana,MANDI032,PRIVATE
2026-03-14,Unknown,28.143414634146342,1094.81,62.22857142857143,29,Unknown,Haryana,MANDI039,APMC
2026-03-14,Unknown,28.143414634146342,1094.81,62.22857142857143,29,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-15,Unknown,25.283035714285713,1456.21,64.33333333333333,37,Unknown,Punjab,MANDI017,PRIVATE
2026-03-15,Unknown,25.283035714285713,1456.21,64.33333333333333,37,Unknown,Haryana,MANDI032,PRIVATE
2026-03-15,Unknown,25.283035714285713,1456.21,64.33333333333333,37,Unknown,Haryana,MANDI039,APMC
2026-03-15,Unknown,25.283035714285713,1456.21,64.33333333333333,37,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-16,Unknown,27.44173913043478,1230.88,61.348837209302324,32,Unknown,Punjab,MANDI017,PRIVATE
2026-03-16,Unknown,27.44173913043478,1230.88,61.348837209302324,32,Unknown,Haryana,MANDI032,PRIVATE
2026-03-16,Unknown,27.44173913043478,1230.88,61.348837209302324,32,Unknown,Haryana,MANDI039,APMC
2026-03-16,Unknown,27.44173913043478,1230.88,61.348837209302324,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-17,Unknown,27.00396551724138,1357.61,61.23529411764706,35,Unknown,Punjab,MANDI017,PRIVATE
2026-03-17,Unknown,27.00396551724138,1357.61,61.23529411764706,35,Unknown,Haryana,MANDI032,PRIVATE
2026-03-17,Unknown,27.00396551724138,1357.61,61.23529411764706,35,Unknown,Haryana,MANDI039,APMC
2026-03-17,Unknown,27.00396551724138,1357.61,61.23529411764706,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-18,Unknown,26.945098039215686,1192.75,67.20454545454545,33,Unknown,Punjab,MANDI017,PRIVATE
2026-03-18,Unknown,26.945098039215686,1192.75,67.20454545454545,33,Unknown,Haryana,MANDI032,PRIVATE
2026-03-18,Unknown,26.945098039215686,1192.75,67.20454545454545,33,Unknown,Haryana,MANDI039,APMC
2026-03-18,Unknown,26.945098039215686,1192.75,67.20454545454545,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-19,Unknown,27.854444444444447,1352.41,64.3529411764706,33,Unknown,Punjab,MANDI017,PRIVATE
2026-03-19,Unknown,27.854444444444447,1352.41,64.3529411764706,33,Unknown,Haryana,MANDI032,PRIVATE
2026-03-19,Unknown,27.854444444444447,1352.41,64.3529411764706,33,Unknown,Haryana,MANDI039,APMC
2026-03-19,Unknown,27.854444444444447,1352.41,64.3529411764706,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-20,Unknown,28.44980769230769,1220.93,58.645833333333336,36,Unknown,Punjab,MANDI017,PRIVATE
2026-03-20,Unknown,28.44980769230769,1220.93,58.645833333333336,36,Unknown,Haryana,MANDI032,PRIVATE
2026-03-20,Unknown,28.44980769230769,1220.93,58.645833333333336,36,Unknown,Haryana,MANDI039,APMC
2026-03-20,Unknown,28.44980769230769,1220.93,58.645833333333336,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-21,Unknown,30.07658536585366,773.97,56.65714285714286,27,Unknown,Punjab,MANDI017,PRIVATE
2026-03-21,Unknown,30.07658536585366,773.97,56.65714285714286,27,Unknown,Haryana,MANDI032,PRIVATE
2026-03-21,Unknown,30.07658536585366,773.97,56.65714285714286,27,Unknown,Haryana,MANDI039,APMC
2026-03-21,Unknown,30.07658536585366,773.97,56.65714285714286,27,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-22,Unknown,26.946862745098038,1211.15,64.19565217391305,34,Unknown,Punjab,MANDI017,PRIVATE
2026-03-22,Unknown,26.946862745098038,1211.15,64.19565217391305,34,Unknown,Haryana,MANDI032,PRIVATE
2026-03-22,Unknown,26.946862745098038,1211.15,64.19565217391305,34,Unknown,Haryana,MANDI039,APMC
2026-03-22,Unknown,26.946862745098038,1211.15,64.19565217391305,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-23,Unknown,26.639433962264153,1092.4,64.5,34,Unknown,Punjab,MANDI017,PRIVATE
2026-03-23,Unknown,26.639433962264153,1092.4,64.5,34,Unknown,Haryana,MANDI032,PRIVATE
2026-03-23,Unknown,26.639433962264153,1092.4,64.5,34,Unknown,Haryana,MANDI039,APMC
2026-03-23,Unknown,26.639433962264153,1092.4,64.5,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-24,Unknown,27.41982456140351,1247.66,62.22222222222222,36,Unknown,Punjab,MANDI017,PRIVATE
2026-03-24,Unknown,27.41982456140351,1247.66,62.22222222222222,36,Unknown,Haryana,MANDI032,PRIVATE
2026-03-24,Unknown,27.41982456140351,1247.66,62.22222222222222,36,Unknown,Haryana,MANDI039,APMC
2026-03-24,Unknown,27.41982456140351,1247.66,62.22222222222222,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-25,Unknown,27.61520833333333,1352.22,62.45454545454545,35,Unknown,Punjab,MANDI017,PRIVATE
2026-03-25,Unknown,27.61520833333333,1352.22,62.45454545454545,35,Unknown,Haryana,MANDI032,PRIVATE
2026-03-25,Unknown,27.61520833333333,1352.22,62.45454545454545,35,Unknown,Haryana,MANDI039,APMC
2026-03-25,Unknown,27.61520833333333,1352.22,62.45454545454545,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-26,Unknown,27.779811320754714,1396.64,60.5531914893617,32,Unknown,Punjab,MANDI017,PRIVATE
2026-03-26,Unknown,27.779811320754714,1396.64,60.5531914893617,32,Unknown,Haryana,MANDI032,PRIVATE
2026-03-26,Unknown,27.779811320754714,1396.64,60.5531914893617,32,Unknown,Haryana,MANDI039,APMC
2026-03-26,Unknown,27.779811320754714,1396.64,60.5531914893617,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-27,Unknown,27.25406779661017,1353.67,63.49090909090909,38,Unknown,Punjab,MANDI017,PRIVATE
2026-03-27,Unknown,27.25406779661017,1353.67,63.49090909090909,38,Unknown,Haryana,MANDI032,PRIVATE
2026-03-27,Unknown,27.25406779661017,1353.67,63.49090909090909,38,Unknown,Haryana,MANDI039,APMC
2026-03-27,Unknown,27.25406779661017,1353.67,63.49090909090909,38,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-28,Unknown,27.677777777777777,1451.72,65.14285714285714,38,Unknown,Punjab,MANDI017,PRIVATE
2026-03-28,Unknown,27.677777777777777,1451.72,65.14285714285714,38,Unknown,Haryana,MANDI032,PRIVATE
2026-03-28,Unknown,27.677777777777777,1451.72,65.14285714285714,38,Unknown,Haryana,MANDI039,APMC
2026-03-28,Unknown,27.677777777777777,1451.72,65.14285714285714,38,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-29,Unknown,27.604545454545455,1388.1,66.09615384615384,33,Unknown,Punjab,MANDI017,PRIVATE
2026-03-29,Unknown,27.604545454545455,1388.1,66.09615384615384,33,Unknown,Haryana,MANDI032,PRIVATE
2026-03-29,Unknown,27.604545454545455,1388.1,66.09615384615384,33,Unknown,Haryana,MANDI039,APMC
2026-03-29,Unknown,27.604545454545455,1388.1,66.09615384615384,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-30,Unknown,27.762291666666666,1140.82,66.14285714285714,31,Unknown,Punjab,MANDI017,PRIVATE
2026-03-30,Unknown,27.762291666666666,1140.82,66.14285714285714,31,Unknown,Haryana,MANDI032,PRIVATE
2026-03-30,Unknown,27.762291666666666,1140.82,66.14285714285714,31,Unknown,Haryana,MANDI039,APMC
2026-03-30,Unknown,27.762291666666666,1140.82,66.14285714285714,31,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-03-31,Unknown,29.909444444444446,1223.43,57.1875,36,Unknown,Punjab,MANDI017,PRIVATE
2026-03-31,Unknown,29.909444444444446,1223.43,57.1875,36,Unknown,Haryana,MANDI032,PRIVATE
2026-03-31,Unknown,29.909444444444446,1223.43,57.1875,36,Unknown,Haryana,MANDI039,APMC
2026-03-31,Unknown,29.909444444444446,1223.43,57.1875,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-01,Unknown,25.805636363636363,1252.64,58.93877551020408,32,Unknown,Punjab,MANDI017,PRIVATE
2026-04-01,Unknown,25.805636363636363,1252.64,58.93877551020408,32,Unknown,Haryana,MANDI032,PRIVATE
2026-04-01,Unknown,25.805636363636363,1252.64,58.93877551020408,32,Unknown,Haryana,MANDI039,APMC
2026-04-01,Unknown,25.805636363636363,1252.64,58.93877551020408,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-02,Unknown,27.229583333333334,958.98,66.8936170212766,32,Unknown,Punjab,MANDI017,PRIVATE
2026-04-02,Unknown,27.229583333333334,958.98,66.8936170212766,32,Unknown,Haryana,MANDI032,PRIVATE
2026-04-02,Unknown,27.229583333333334,958.98,66.8936170212766,32,Unknown,Haryana,MANDI039,APMC
2026-04-02,Unknown,27.229583333333334,958.98,66.8936170212766,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-03,Unknown,27.7003125,1365.02,64.7,34,Unknown,Punjab,MANDI017,PRIVATE
2026-04-03,Unknown,27.7003125,1365.02,64.7,34,Unknown,Haryana,MANDI032,PRIVATE
2026-04-03,Unknown,27.7003125,1365.02,64.7,34,Unknown,Haryana,MANDI039,APMC
2026-04-03,Unknown,27.7003125,1365.02,64.7,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-04,Unknown,27.533898305084747,1285.03,61.43396226415094,35,Unknown,Punjab,MANDI017,PRIVATE
2026-04-04,Unknown,27.533898305084747,1285.03,61.43396226415094,35,Unknown,Haryana,MANDI032,PRIVATE
2026-04-04,Unknown,27.533898305084747,1285.03,61.43396226415094,35,Unknown,Haryana,MANDI039,APMC
2026-04-04,Unknown,27.533898305084747,1285.03,61.43396226415094,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-05,Unknown,29.32137931034483,1364.32,62.244897959183675,34,Unknown,Punjab,MANDI017,PRIVATE
2026-04-05,Unknown,29.32137931034483,1364.32,62.244897959183675,34,Unknown,Haryana,MANDI032,PRIVATE
2026-04-05,Unknown,29.32137931034483,1364.32,62.244897959183675,34,Unknown,Haryana,MANDI039,APMC
2026-04-05,Unknown,29.32137931034483,1364.32,62.244897959183675,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-06,Unknown,26.878125,1010.5,67.63636363636364,31,Unknown,Punjab,MANDI017,PRIVATE
2026-04-06,Unknown,26.878125,1010.5,67.63636363636364,31,Unknown,Haryana,MANDI032,PRIVATE
2026-04-06,Unknown,26.878125,1010.5,67.63636363636364,31,Unknown,Haryana,MANDI039,APMC
2026-04-06,Unknown,26.878125,1010.5,67.63636363636364,31,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-07,Unknown,25.66390625,1570.44,63.62068965517241,39,Unknown,Punjab,MANDI017,PRIVATE
2026-04-07,Unknown,25.66390625,1570.44,63.62068965517241,39,Unknown,Haryana,MANDI032,PRIVATE
2026-04-07,Unknown,25.66390625,1570.44,63.62068965517241,39,Unknown,Haryana,MANDI039,APMC
2026-04-07,Unknown,25.66390625,1570.44,63.62068965517241,39,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-08,Unknown,27.88542372881356,1516.16,62.388888888888886,34,Unknown,Punjab,MANDI017,PRIVATE
2026-04-08,Unknown,27.88542372881356,1516.16,62.388888888888886,34,Unknown,Haryana,MANDI032,PRIVATE
2026-04-08,Unknown,27.88542372881356,1516.16,62.388888888888886,34,Unknown,Haryana,MANDI039,APMC
2026-04-08,Unknown,27.88542372881356,1516.16,62.388888888888886,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-09,Unknown,26.836721311475408,1490.52,67.0,33,Unknown,Punjab,MANDI017,PRIVATE
2026-04-09,Unknown,26.836721311475408,1490.52,67.0,33,Unknown,Haryana,MANDI032,PRIVATE
2026-04-09,Unknown,26.836721311475408,1490.52,67.0,33,Unknown,Haryana,MANDI039,APMC
2026-04-09,Unknown,26.836721311475408,1490.52,67.0,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-10,Unknown,26.8962962962963,1255.67,66.5625,32,Unknown,Punjab,MANDI017,PRIVATE
2026-04-10,Unknown,26.8962962962963,1255.67,66.5625,32,Unknown,Haryana,MANDI032,PRIVATE
2026-04-10,Unknown,26.8962962962963,1255.67,66.5625,32,Unknown,Haryana,MANDI039,APMC
2026-04-10,Unknown,26.8962962962963,1255.67,66.5625,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-11,Unknown,26.69813559322034,1479.13,62.56603773584906,33,Unknown,Punjab,MANDI017,PRIVATE
2026-04-11,Unknown,26.69813559322034,1479.13,62.56603773584906,33,Unknown,Haryana,MANDI032,PRIVATE
2026-04-11,Unknown,26.69813559322034,1479.13,62.56603773584906,33,Unknown,Haryana,MANDI039,APMC
2026-04-11,Unknown,26.69813559322034,1479.13,62.56603773584906,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-12,Unknown,28.91977777777778,971.22,65.6829268292683,30,Unknown,Punjab,MANDI017,PRIVATE
2026-04-12,Unknown,28.91977777777778,971.22,65.6829268292683,30,Unknown,Haryana,MANDI032,PRIVATE
2026-04-12,Unknown,28.91977777777778,971.22,65.6829268292683,30,Unknown,Haryana,MANDI039,APMC
2026-04-12,Unknown,28.91977777777778,971.22,65.6829268292683,30,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-13,Unknown,27.50720588235294,1689.58,59.61290322580645,38,Unknown,Punjab,MANDI017,PRIVATE
2026-04-13,Unknown,27.50720588235294,1689.58,59.61290322580645,38,Unknown,Haryana,MANDI032,PRIVATE
2026-04-13,Unknown,27.50720588235294,1689.58,59.61290322580645,38,Unknown,Haryana,MANDI039,APMC
2026-04-13,Unknown,27.50720588235294,1689.58,59.61290322580645,38,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-14,Unknown,26.981355932203392,1361.77,59.25925925925926,34,Unknown,Punjab,MANDI017,PRIVATE
2026-04-14,Unknown,26.981355932203392,1361.77,59.25925925925926,34,Unknown,Haryana,MANDI032,PRIVATE
2026-04-14,Unknown,26.981355932203392,1361.77,59.25925925925926,34,Unknown,Haryana,MANDI039,APMC
2026-04-14,Unknown,26.981355932203392,1361.77,59.25925925925926,34,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-15,Unknown,27.723061224489797,1192.05,59.91489361702128,30,Unknown,Punjab,MANDI017,PRIVATE
2026-04-15,Unknown,27.723061224489797,1192.05,59.91489361702128,30,Unknown,Haryana,MANDI032,PRIVATE
2026-04-15,Unknown,27.723061224489797,1192.05,59.91489361702128,30,Unknown,Haryana,MANDI039,APMC
2026-04-15,Unknown,27.723061224489797,1192.05,59.91489361702128,30,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-16,Unknown,26.627959183673468,1201.54,60.71111111111111,35,Unknown,Punjab,MANDI017,PRIVATE
2026-04-16,Unknown,26.627959183673468,1201.54,60.71111111111111,35,Unknown,Haryana,MANDI032,PRIVATE
2026-04-16,Unknown,26.627959183673468,1201.54,60.71111111111111,35,Unknown,Haryana,MANDI039,APMC
2026-04-16,Unknown,26.627959183673468,1201.54,60.71111111111111,35,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-17,Unknown,26.686,1348.24,64.44186046511628,29,Unknown,Punjab,MANDI017,PRIVATE
2026-04-17,Unknown,26.686,1348.24,64.44186046511628,29,Unknown,Haryana,MANDI032,PRIVATE
2026-04-17,Unknown,26.686,1348.24,64.44186046511628,29,Unknown,Haryana,MANDI039,APMC
2026-04-17,Unknown,26.686,1348.24,64.44186046511628,29,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-18,Unknown,28.659166666666668,1045.91,59.725,31,Unknown,Punjab,MANDI017,PRIVATE
2026-04-18,Unknown,28.659166666666668,1045.91,59.725,31,Unknown,Haryana,MANDI032,PRIVATE
2026-04-18,Unknown,28.659166666666668,1045.91,59.725,31,Unknown,Haryana,MANDI039,APMC
2026-04-18,Unknown,28.659166666666668,1045.91,59.725,31,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-19,Unknown,27.4934,1210.33,56.76086956521739,32,Unknown,Punjab,MANDI017,PRIVATE
2026-04-19,Unknown,27.4934,1210.33,56.76086956521739,32,Unknown,Haryana,MANDI032,PRIVATE
2026-04-19,Unknown,27.4934,1210.33,56.76086956521739,32,Unknown,Haryana,MANDI039,APMC
2026-04-19,Unknown,27.4934,1210.33,56.76086956521739,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-20,Unknown,26.962083333333336,1053.21,61.18181818181818,29,Unknown,Punjab,MANDI017,PRIVATE
2026-04-20,Unknown,26.962083333333336,1053.21,61.18181818181818,29,Unknown,Haryana,MANDI032,PRIVATE
2026-04-20,Unknown,26.962083333333336,1053.21,61.18181818181818,29,Unknown,Haryana,MANDI039,APMC
2026-04-20,Unknown,26.962083333333336,1053.21,61.18181818181818,29,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-21,Unknown,26.989166666666666,1120.67,60.34146341463415,33,Unknown,Punjab,MANDI017,PRIVATE
2026-04-21,Unknown,26.989166666666666,1120.67,60.34146341463415,33,Unknown,Haryana,MANDI032,PRIVATE
2026-04-21,Unknown,26.989166666666666,1120.67,60.34146341463415,33,Unknown,Haryana,MANDI039,APMC
2026-04-21,Unknown,26.989166666666666,1120.67,60.34146341463415,33,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-22,Unknown,27.784423076923076,1220.75,63.883720930232556,38,Unknown,Punjab,MANDI017,PRIVATE
2026-04-22,Unknown,27.784423076923076,1220.75,63.883720930232556,38,Unknown,Haryana,MANDI032,PRIVATE
2026-04-22,Unknown,27.784423076923076,1220.75,63.883720930232556,38,Unknown,Haryana,MANDI039,APMC
2026-04-22,Unknown,27.784423076923076,1220.75,63.883720930232556,38,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-23,Unknown,27.505499999999998,1324.57,63.113207547169814,36,Unknown,Punjab,MANDI017,PRIVATE
2026-04-23,Unknown,27.505499999999998,1324.57,63.113207547169814,36,Unknown,Haryana,MANDI032,PRIVATE
2026-04-23,Unknown,27.505499999999998,1324.57,63.113207547169814,36,Unknown,Haryana,MANDI039,APMC
2026-04-23,Unknown,27.505499999999998,1324.57,63.113207547169814,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-24,Unknown,26.239636363636365,1294.06,69.06818181818181,36,Unknown,Punjab,MANDI017,PRIVATE
2026-04-24,Unknown,26.239636363636365,1294.06,69.06818181818181,36,Unknown,Haryana,MANDI032,PRIVATE
2026-04-24,Unknown,26.239636363636365,1294.06,69.06818181818181,36,Unknown,Haryana,MANDI039,APMC
2026-04-24,Unknown,26.239636363636365,1294.06,69.06818181818181,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-25,Unknown,28.543695652173913,1124.47,63.34146341463415,31,Unknown,Punjab,MANDI017,PRIVATE
2026-04-25,Unknown,28.543695652173913,1124.47,63.34146341463415,31,Unknown,Haryana,MANDI032,PRIVATE
2026-04-25,Unknown,28.543695652173913,1124.47,63.34146341463415,31,Unknown,Haryana,MANDI039,APMC
2026-04-25,Unknown,28.543695652173913,1124.47,63.34146341463415,31,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-26,Unknown,28.249850746268656,1803.96,62.10526315789474,39,Unknown,Punjab,MANDI017,PRIVATE
2026-04-26,Unknown,28.249850746268656,1803.96,62.10526315789474,39,Unknown,Haryana,MANDI032,PRIVATE
2026-04-26,Unknown,28.249850746268656,1803.96,62.10526315789474,39,Unknown,Haryana,MANDI039,APMC
2026-04-26,Unknown,28.249850746268656,1803.96,62.10526315789474,39,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-27,Unknown,25.77957446808511,938.91,59.375,36,Unknown,Punjab,MANDI017,PRIVATE
2026-04-27,Unknown,25.77957446808511,938.91,59.375,36,Unknown,Haryana,MANDI032,PRIVATE
2026-04-27,Unknown,25.77957446808511,938.91,59.375,36,Unknown,Haryana,MANDI039,APMC
2026-04-27,Unknown,25.77957446808511,938.91,59.375,36,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-28,Unknown,27.176199999999998,1039.28,62.77272727272727,30,Unknown,Punjab,MANDI017,PRIVATE
2026-04-28,Unknown,27.176199999999998,1039.28,62.77272727272727,30,Unknown,Haryana,MANDI032,PRIVATE
2026-04-28,Unknown,27.176199999999998,1039.28,62.77272727272727,30,Unknown,Haryana,MANDI039,APMC
2026-04-28,Unknown,27.176199999999998,1039.28,62.77272727272727,30,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-29,Unknown,29.130196078431375,1246.52,60.93333333333333,32,Unknown,Punjab,MANDI017,PRIVATE
2026-04-29,Unknown,29.130196078431375,1246.52,60.93333333333333,32,Unknown,Haryana,MANDI032,PRIVATE
2026-04-29,Unknown,29.130196078431375,1246.52,60.93333333333333,32,Unknown,Haryana,MANDI039,APMC
2026-04-29,Unknown,29.130196078431375,1246.52,60.93333333333333,32,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-04-30,Unknown,27.1475,1242.31,67.57777777777778,29,Unknown,Punjab,MANDI017,PRIVATE
2026-04-30,Unknown,27.1475,1242.31,67.57777777777778,29,Unknown,Haryana,MANDI032,PRIVATE
2026-04-30,Unknown,27.1475,1242.31,67.57777777777778,29,Unknown,Haryana,MANDI039,APMC
2026-04-30,Unknown,27.1475,1242.31,67.57777777777778,29,Unknown,Uttar Pradesh,MANDI046,PRIVATE
2026-05-01,Unknown,27.515555555555554,1278.97,56.142857142857146,35,Unknown,Punjab,MANDI017,PRIVATE
